session_id,date,model,trim,device,utm_source,utm_medium,utm_campaign,duration_sec,steps_completed,completed,lead_submitted,market
CFG003668,2025-09-21,AVATR 12,Performance,mobile,direct,email,organic,134,7,True,True,GB
CFG003669,2025-09-21,DEEPAL S07,Design,desktop,organic,email,META_GB_S07_CVR_FLEET_MANAGERS_20250921,325,6,True,False,GB
CFG003670,2025-09-21,DEEPAL S07,Pure,mobile,organic,display,organic,29,5,True,False,GB
CFG003671,2025-09-21,DEEPAL S07,Design,mobile,meta,organic,organic,579,1,False,False,GB
CFG003672,2025-09-21,AVATR 12,Performance,mobile,organic,email,organic,174,3,False,False,GB
CFG003673,2025-09-21,DEEPAL S07,Intelligence,tablet,linkedin,social,organic,223,6,True,False,FR
CFG003674,2025-09-21,DEEPAL S07,Intelligence,tablet,meta,email,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250408,244,7,True,False,GB
CFG003675,2025-09-21,DEEPAL S07,Intelligence,desktop,linkedin,social,organic,92,1,False,False,GB
CFG003676,2025-09-21,DEEPAL S07,Pure,tablet,linkedin,cpc,organic,215,5,True,False,FR
CFG003677,2025-09-21,DEEPAL S07,Intelligence,mobile,organic,email,META_GB_S07_AWR_ENGAGED_VIEWERS_20250511,223,4,False,False,DE
CFG003678,2025-09-21,DEEPAL S07,Intelligence,mobile,google,email,META_GB_S07_AWR_CONQUEST_AUDI_20250722,326,7,True,False,DE
CFG003679,2025-09-21,DEEPAL S07,Pure,mobile,direct,email,META_GB_S07_AWR_SITE_VISITORS_20250518,127,4,False,False,DE
CFG003680,2025-09-21,DEEPAL S07,Pure,desktop,google,organic,organic,74,7,True,False,GB
CFG003681,2025-09-21,DEEPAL S07,Design,mobile,meta,email,TT_GB_S07_AWR_RESERVATION_CTA_20250706,130,2,False,False,GB
CFG003682,2025-09-21,AVATR 12,Performance,mobile,tiktok,referral,TT_GB_S07_AWR_COMPARISON_20250526,95,7,False,False,GB
CFG003683,2025-09-21,DEEPAL S07,Pure,mobile,organic,referral,META_GB_S07_AWR_CONQUEST_BMW_20250628,161,7,True,False,GB
CFG003684,2025-09-21,AVATR 12,Long Range,mobile,google,display,organic,96,7,False,False,GB
CFG003685,2025-09-21,DEEPAL S07,Design,desktop,tiktok,cpc,TT_GB_S07_AWR_PRODUCT_FEATURES_20250413,231,6,True,False,GB
CFG003686,2025-09-21,AVATR 12,Long Range,mobile,linkedin,social,TT_GB_S07_AWR_AWARD_WINNER_20250228,425,3,False,False,GB
CFG003687,2025-09-21,DEEPAL S07,Intelligence,mobile,tiktok,referral,META_GB_AVATR12_RTG_CONQUEST_TESLA_20250907,237,7,False,False,FR
CFG003688,2025-09-21,AVATR 12,Long Range,mobile,tiktok,referral,META_GB_S07_AWR_SITE_VISITORS_20250710,174,7,True,False,GB
CFG003689,2025-09-21,DEEPAL S07,Design,desktop,linkedin,email,organic,59,1,False,False,GB
CFG003690,2025-09-21,DEEPAL S07,Intelligence,mobile,direct,email,TT_GB_S07_AWR_TESTIMONIAL_20250831,141,2,False,False,GB
CFG003691,2025-09-21,DEEPAL S07,Intelligence,mobile,direct,social,organic,180,6,True,False,GB
CFG003692,2025-09-21,DEEPAL S07,Pure,mobile,meta,cpc,organic,326,5,True,True,DE
CFG003693,2025-09-21,AVATR 12,Performance,mobile,meta,display,META_GB_S07_AWR_SITE_VISITORS_20250831,155,5,False,False,DE
CFG003694,2025-09-21,DEEPAL S07,Intelligence,desktop,organic,social,META_GB_AVATR12_RTG_CONFIGURATOR_USERS_20250915,34,6,False,False,GB
CFG003695,2025-09-21,DEEPAL S07,Intelligence,mobile,google,display,organic,299,4,False,False,DE
CFG003696,2025-09-21,DEEPAL S07,Intelligence,desktop,direct,social,organic,158,4,False,False,GB
CFG003697,2025-09-21,DEEPAL S07,Design,mobile,meta,social,organic,211,6,True,False,FR
CFG003698,2025-09-21,DEEPAL S07,Design,mobile,linkedin,display,META_GB_S07_AWR_CONQUEST_AUDI_20250102,103,7,True,False,GB
CFG003699,2025-09-21,DEEPAL S07,Pure,mobile,tiktok,cpc,TT_GB_S07_AWR_TESTIMONIAL_20250301,90,7,True,False,GB
CFG003700,2025-09-21,DEEPAL S07,Design,desktop,organic,social,META_GB_S07_AWR_ECO_CONSCIOUS_20250508,211,2,False,False,GB
CFG003701,2025-09-21,AVATR 12,Long Range,desktop,tiktok,cpc,organic,429,7,True,False,DE
CFG003702,2025-09-21,DEEPAL S07,Intelligence,desktop,meta,email,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250825,217,4,False,False,GB
CFG003703,2025-09-22,DEEPAL S07,Pure,mobile,meta,display,organic,51,5,True,True,GB
CFG003704,2025-09-22,DEEPAL S07,Design,desktop,tiktok,cpc,TT_GB_S07_AWR_COMPARISON_20250630,118,2,False,False,GB
CFG003705,2025-09-22,DEEPAL S07,Design,mobile,tiktok,referral,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250831,106,3,False,False,GB
CFG003706,2025-09-22,DEEPAL S07,Pure,mobile,organic,social,TT_GB_S07_AWR_COMPARISON_20250608,119,6,True,False,DE
CFG003707,2025-09-22,DEEPAL S07,Intelligence,desktop,tiktok,email,organic,99,7,False,False,FR
CFG003708,2025-09-22,DEEPAL S07,Intelligence,desktop,meta,organic,META_GB_S07_AWR_FLEET_MANAGERS_20250512,57,6,True,True,GB
CFG003709,2025-09-22,DEEPAL S07,Intelligence,desktop,tiktok,email,TT_GB_S07_AWR_COMPARISON_20250106,54,6,True,False,GB
CFG003710,2025-09-22,DEEPAL S07,Design,tablet,organic,referral,META_GB_S07_AWR_CONQUEST_BMW_20250122,115,3,False,False,GB
CFG003711,2025-09-22,DEEPAL S07,Pure,desktop,tiktok,cpc,META_GB_AVATR12_RTG_ENGAGED_VIEWERS_20250912,132,4,False,False,DE
CFG003712,2025-09-22,DEEPAL S07,Intelligence,mobile,direct,organic,organic,88,1,False,False,DE
CFG003713,2025-09-22,DEEPAL S07,Pure,mobile,tiktok,email,organic,79,6,False,False,FR
CFG003714,2025-09-22,DEEPAL S07,Intelligence,mobile,direct,email,META_GB_S07_AWR_ENGAGED_VIEWERS_20250815,241,4,False,False,GB
CFG003715,2025-09-22,DEEPAL S07,Pure,desktop,google,email,organic,439,2,False,False,GB
CFG003716,2025-09-22,DEEPAL S07,Intelligence,mobile,meta,email,META_GB_S07_AWR_ENGAGED_VIEWERS_20250807,44,6,False,False,FR
CFG003717,2025-09-22,DEEPAL S07,Design,mobile,direct,organic,TT_GB_S07_AWR_PRICE_REVEAL_20250613,53,2,False,False,FR
CFG003718,2025-09-22,DEEPAL S07,Design,mobile,meta,organic,organic,92,6,False,False,GB
CFG003719,2025-09-22,DEEPAL S07,Pure,mobile,direct,social,GOOG_GB_S07_SRC_BRAND_20250610,114,5,True,False,GB
CFG003720,2025-09-22,DEEPAL S07,Pure,mobile,linkedin,social,organic,112,4,False,False,FR
CFG003721,2025-09-22,AVATR 12,Performance,desktop,linkedin,email,organic,373,4,False,False,GB
CFG003722,2025-09-22,DEEPAL S07,Design,mobile,meta,organic,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250102,163,7,True,True,GB
CFG003723,2025-09-22,DEEPAL S07,Pure,desktop,tiktok,email,organic,55,6,True,False,GB
CFG003724,2025-09-22,DEEPAL S07,Pure,desktop,tiktok,cpc,organic,221,7,True,True,DE
CFG003725,2025-09-22,DEEPAL S07,Intelligence,mobile,google,cpc,TT_GB_AVATR12_AWR_TESTIMONIAL_20250912,224,1,False,False,GB
CFG003726,2025-09-22,DEEPAL S07,Pure,desktop,google,organic,META_GB_AVATR12_CON_ECO_CONSCIOUS_20250907,145,5,True,False,FR
CFG003727,2025-09-22,AVATR 12,Long Range,mobile,direct,referral,organic,122,2,False,False,DE
CFG003728,2025-09-22,DEEPAL S07,Intelligence,mobile,direct,cpc,organic,118,6,False,False,GB
CFG003729,2025-09-22,DEEPAL S07,Design,mobile,direct,cpc,organic,76,3,False,False,GB
CFG003730,2025-09-22,DEEPAL S07,Intelligence,desktop,linkedin,organic,META_GB_AVATR12_CON_YOUNG_PROFESSIONALS_20250912,339,5,True,False,GB
CFG003731,2025-09-22,DEEPAL S07,Pure,desktop,direct,organic,organic,109,2,False,False,GB
CFG003732,2025-09-22,DEEPAL S07,Pure,mobile,direct,referral,organic,221,3,False,False,DE
CFG003733,2025-09-22,DEEPAL S07,Pure,mobile,google,email,META_GB_AVATR12_RTG_SITE_VISITORS_20250903,121,3,False,False,GB
CFG003734,2025-09-22,DEEPAL S07,Pure,mobile,google,cpc,organic,286,7,False,False,GB
CFG003735,2025-09-22,DEEPAL S07,Intelligence,desktop,direct,cpc,META_GB_S07_AWR_CONQUEST_BMW_20250721,56,2,False,False,GB
CFG003736,2025-09-22,DEEPAL S07,Pure,mobile,organic,organic,organic,203,7,False,False,GB
CFG003737,2025-09-22,DEEPAL S07,Design,tablet,linkedin,social,organic,53,7,True,True,GB
CFG003738,2025-09-22,AVATR 12,Long Range,desktop,tiktok,referral,META_GB_S07_AWR_CONQUEST_BMW_20250125,404,5,True,False,DE
CFG003739,2025-09-22,DEEPAL S07,Intelligence,desktop,linkedin,referral,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250612,127,1,False,False,GB
CFG003740,2025-09-22,DEEPAL S07,Pure,mobile,tiktok,cpc,TT_GB_S07_AWR_LIFESTYLE_20250826,89,6,True,False,GB
CFG003741,2025-09-22,AVATR 12,Performance,mobile,google,cpc,organic,168,2,False,False,FR
CFG003742,2025-09-22,DEEPAL S07,Pure,desktop,organic,cpc,META_GB_AVATR12_CON_EV_INTENDERS_20250919,237,1,False,False,GB
CFG003743,2025-09-22,AVATR 12,Long Range,desktop,meta,referral,organic,138,2,False,False,GB
CFG003744,2025-09-22,DEEPAL S07,Intelligence,mobile,organic,email,META_GB_S07_CVR_YOUNG_PROFESSIONALS_20250905,254,4,False,False,FR
CFG003745,2025-09-22,DEEPAL S07,Intelligence,desktop,tiktok,cpc,META_GB_S07_AWR_PREMIUM_AUTO_20250428,219,4,False,False,FR
CFG003746,2025-09-22,DEEPAL S07,Pure,mobile,direct,cpc,organic,239,3,False,False,DE
CFG003747,2025-09-22,DEEPAL S07,Design,mobile,direct,email,META_GB_S07_AWR_EV_INTENDERS_20250302,47,2,False,False,FR
CFG003748,2025-09-22,AVATR 12,Long Range,mobile,organic,email,GOOG_GB_S07_SRC_BRAND_20250501,105,1,False,False,GB
CFG003749,2025-09-22,DEEPAL S07,Pure,mobile,google,display,organic,274,5,True,False,GB
CFG003750,2025-09-22,AVATR 12,Performance,desktop,meta,email,organic,146,5,True,False,GB
CFG003751,2025-09-22,DEEPAL S07,Pure,mobile,linkedin,social,META_GB_AVATR12_CON_CONQUEST_AUDI_20250909,66,5,False,False,GB
CFG003752,2025-09-22,DEEPAL S07,Intelligence,mobile,tiktok,cpc,META_GB_S07_AWR_CONQUEST_BMW_20250904,285,7,True,False,GB
CFG003753,2025-09-22,AVATR 12,Long Range,mobile,organic,cpc,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250201,236,7,True,False,DE
CFG003754,2025-09-22,DEEPAL S07,Design,tablet,organic,organic,META_GB_AVATR12_CON_FAMILY_BUYERS_20250912,76,5,False,False,GB
CFG003755,2025-09-22,DEEPAL S07,Intelligence,mobile,google,organic,TT_GB_S07_AWR_COMPARISON_20250728,642,4,False,False,GB
CFG003756,2025-09-22,AVATR 12,Performance,desktop,meta,referral,META_GB_AVATR12_RTG_FLEET_MANAGERS_20250915,116,7,False,False,GB
CFG003757,2025-09-22,AVATR 12,Long Range,mobile,linkedin,email,META_GB_AVATR12_CON_LOOKALIKE_CONVERTERS_20250903,139,6,False,False,DE
CFG003758,2025-09-22,DEEPAL S07,Intelligence,mobile,organic,email,organic,175,2,False,False,DE
CFG003759,2025-09-22,DEEPAL S07,Design,mobile,organic,referral,organic,142,6,False,False,FR
CFG003760,2025-09-22,DEEPAL S07,Design,mobile,google,display,TT_GB_S07_AWR_DEALER_LOCATOR_20250721,455,5,True,False,GB
CFG003761,2025-09-22,DEEPAL S07,Design,mobile,direct,organic,organic,342,6,True,False,FR
CFG003762,2025-09-22,AVATR 12,Long Range,tablet,google,cpc,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250704,76,5,True,False,GB
CFG003763,2025-09-22,DEEPAL S07,Pure,tablet,direct,referral,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250518,237,5,True,False,GB
CFG003764,2025-09-22,DEEPAL S07,Intelligence,mobile,direct,cpc,organic,77,3,False,False,GB
CFG003765,2025-09-22,DEEPAL S07,Pure,mobile,organic,cpc,organic,83,1,False,False,FR
CFG003766,2025-09-22,DEEPAL S07,Pure,mobile,linkedin,display,TT_GB_S07_AWR_HERO_LAUNCH_20250407,98,7,False,False,GB
CFG003767,2025-09-22,DEEPAL S07,Intelligence,desktop,linkedin,display,organic,276,6,True,False,DE
CFG003768,2025-09-22,DEEPAL S07,Design,tablet,organic,organic,TT_GB_S07_AWR_RESERVATION_CTA_20250221,63,6,False,False,GB
CFG003769,2025-09-22,DEEPAL S07,Pure,desktop,meta,cpc,META_GB_S07_CVR_CONQUEST_TESLA_20250914,87,1,False,False,DE
CFG003770,2025-09-22,DEEPAL S07,Pure,tablet,google,organic,META_GB_S07_AWR_ENGAGED_VIEWERS_20250912,115,6,False,False,GB
CFG003771,2025-09-22,DEEPAL S07,Pure,mobile,direct,display,TT_GB_S07_AWR_AWARD_WINNER_20250521,196,7,True,False,GB
CFG003772,2025-09-22,DEEPAL S07,Design,tablet,tiktok,cpc,META_GB_AVATR12_RTG_ENGAGED_VIEWERS_20250919,315,5,False,False,DE
CFG003773,2025-09-22,DEEPAL S07,Design,mobile,google,email,organic,75,1,False,False,DE
CFG003774,2025-09-22,DEEPAL S07,Intelligence,desktop,google,display,TT_GB_AVATR12_AWR_DEALER_LOCATOR_20250901,224,4,False,False,GB
CFG003775,2025-09-22,DEEPAL S07,Design,mobile,organic,referral,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250604,53,7,True,False,GB
CFG003776,2025-09-22,DEEPAL S07,Pure,desktop,meta,cpc,TT_GB_S07_AWR_TESTIMONIAL_20250314,72,4,False,False,GB
CFG003777,2025-09-22,DEEPAL S07,Design,mobile,linkedin,organic,organic,491,7,True,False,GB
CFG003778,2025-09-22,DEEPAL S07,Design,mobile,meta,referral,META_GB_S07_AWR_EV_INTENDERS_20250115,145,6,True,False,GB
CFG003779,2025-09-22,DEEPAL S07,Design,mobile,direct,display,META_GB_S07_AWR_SITE_VISITORS_20250130,164,7,False,False,GB
CFG003780,2025-09-22,AVATR 12,Long Range,desktop,linkedin,organic,organic,192,2,False,False,DE
CFG003781,2025-09-22,AVATR 12,Long Range,desktop,google,organic,META_GB_S07_AWR_CONQUEST_BMW_20250731,156,1,False,False,GB
CFG003782,2025-09-22,DEEPAL S07,Pure,tablet,tiktok,email,organic,70,5,True,False,DE
CFG003783,2025-09-22,AVATR 12,Performance,mobile,meta,email,organic,122,5,True,False,GB
CFG003784,2025-09-22,DEEPAL S07,Design,mobile,google,social,META_GB_S07_AWR_ENGAGED_VIEWERS_20250515,195,7,True,False,DE
CFG003785,2025-09-22,DEEPAL S07,Intelligence,desktop,linkedin,referral,META_GB_S07_AWR_ENGAGED_VIEWERS_20250428,255,6,True,False,GB
CFG003786,2025-09-22,DEEPAL S07,Pure,mobile,meta,social,META_GB_S07_AWR_FLEET_MANAGERS_20250226,128,7,False,False,DE
CFG003787,2025-09-22,DEEPAL S07,Intelligence,mobile,organic,display,organic,122,2,False,False,GB
CFG003788,2025-09-22,DEEPAL S07,Pure,tablet,meta,organic,organic,461,3,False,False,GB
CFG003789,2025-09-22,DEEPAL S07,Intelligence,desktop,direct,email,organic,186,7,False,False,GB
CFG003790,2025-09-22,DEEPAL S07,Design,desktop,meta,social,organic,131,6,True,False,GB
CFG003791,2025-09-22,DEEPAL S07,Design,desktop,organic,social,organic,417,5,False,False,GB
CFG003792,2025-09-22,DEEPAL S07,Intelligence,mobile,meta,cpc,organic,142,6,True,False,GB
CFG003793,2025-09-22,AVATR 12,Long Range,desktop,google,social,META_GB_S07_AWR_CONFIGURATOR_USERS_20250408,247,7,False,False,GB
CFG003794,2025-09-22,DEEPAL S07,Design,mobile,linkedin,social,META_GB_S07_AWR_FAMILY_BUYERS_20250806,277,4,False,False,FR
CFG003795,2025-09-22,AVATR 12,Long Range,mobile,tiktok,organic,TT_GB_S07_AWR_COMPARISON_20250605,52,5,False,False,GB
CFG003796,2025-09-22,DEEPAL S07,Pure,desktop,direct,display,organic,312,3,False,False,DE
CFG003797,2025-09-22,DEEPAL S07,Design,desktop,direct,cpc,organic,142,7,True,False,DE
CFG003798,2025-09-22,DEEPAL S07,Pure,mobile,linkedin,cpc,organic,145,6,False,False,FR
CFG003799,2025-09-22,DEEPAL S07,Design,tablet,linkedin,organic,organic,277,7,False,False,GB
CFG003800,2025-09-22,AVATR 12,Long Range,desktop,tiktok,referral,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250902,313,6,False,False,GB
CFG003801,2025-09-22,DEEPAL S07,Pure,desktop,meta,email,organic,490,5,True,False,FR
CFG003802,2025-09-22,DEEPAL S07,Intelligence,tablet,organic,organic,META_GB_S07_CVR_FAMILY_BUYERS_20250906,120,5,False,False,GB
CFG003803,2025-09-22,DEEPAL S07,Intelligence,desktop,meta,display,organic,79,6,True,False,GB
CFG003804,2025-09-22,DEEPAL S07,Intelligence,desktop,linkedin,referral,TT_GB_S07_AWR_LIFESTYLE_20250910,177,2,False,False,GB
CFG003805,2025-09-22,DEEPAL S07,Intelligence,desktop,tiktok,email,META_GB_S07_AWR_CONQUEST_TESLA_20250503,93,3,False,False,GB
CFG003806,2025-09-22,DEEPAL S07,Design,mobile,organic,organic,organic,118,6,True,False,GB
CFG003807,2025-09-22,DEEPAL S07,Intelligence,desktop,meta,organic,META_GB_AVATR12_RTG_SITE_VISITORS_20250911,109,4,False,False,GB
CFG003808,2025-09-22,DEEPAL S07,Intelligence,mobile,meta,social,TT_GB_S07_AWR_LIFESTYLE_20250411,84,6,True,False,GB
CFG003809,2025-09-22,DEEPAL S07,Intelligence,tablet,linkedin,email,organic,80,1,False,False,GB
CFG003810,2025-09-22,AVATR 12,Long Range,desktop,organic,email,META_GB_S07_AWR_CONQUEST_BMW_20250810,101,6,True,False,GB
CFG003811,2025-09-22,DEEPAL S07,Intelligence,mobile,tiktok,display,organic,189,2,False,False,GB
CFG003812,2025-09-22,DEEPAL S07,Pure,desktop,meta,display,organic,116,6,False,False,DE
CFG003813,2025-09-22,DEEPAL S07,Intelligence,mobile,tiktok,referral,organic,41,6,True,False,DE
CFG003814,2025-09-22,DEEPAL S07,Intelligence,mobile,direct,social,organic,546,3,False,False,FR
CFG003815,2025-09-22,DEEPAL S07,Intelligence,desktop,organic,referral,organic,264,2,False,False,GB
CFG003816,2025-09-22,DEEPAL S07,Pure,mobile,meta,display,organic,288,6,True,False,GB
CFG003817,2025-09-22,DEEPAL S07,Design,mobile,meta,referral,TT_GB_S07_AWR_COMPARISON_20250106,113,7,True,False,GB
CFG003818,2025-09-22,AVATR 12,Performance,tablet,direct,referral,organic,461,6,False,False,FR
CFG003819,2025-09-22,DEEPAL S07,Intelligence,mobile,meta,email,META_GB_S07_AWR_CONQUEST_BMW_20250527,503,3,False,False,GB
CFG003820,2025-09-22,DEEPAL S07,Design,mobile,tiktok,display,TT_GB_S07_AWR_RESERVATION_CTA_20250825,188,2,False,False,GB
CFG003821,2025-09-22,DEEPAL S07,Pure,desktop,meta,cpc,META_GB_AVATR12_RTG_YOUNG_PROFESSIONALS_20250918,117,4,False,False,GB
CFG003822,2025-09-22,DEEPAL S07,Pure,mobile,direct,email,META_GB_S07_AWR_FAMILY_BUYERS_20250828,150,5,False,False,GB
CFG003823,2025-09-22,DEEPAL S07,Design,mobile,organic,display,TT_GB_S07_AWR_PRICE_REVEAL_20250714,69,5,True,False,GB
CFG003824,2025-09-22,DEEPAL S07,Pure,mobile,meta,cpc,TT_GB_S07_AWR_HERO_LAUNCH_20250503,253,4,False,False,DE
CFG003825,2025-09-22,DEEPAL S07,Design,desktop,meta,email,META_GB_AVATR12_RTG_CONQUEST_BMW_20250919,48,6,True,False,GB
CFG003826,2025-09-22,DEEPAL S07,Design,mobile,direct,display,organic,194,7,True,False,GB
CFG003827,2025-09-22,AVATR 12,Long Range,mobile,linkedin,email,organic,872,7,False,False,GB
CFG003828,2025-09-22,DEEPAL S07,Design,desktop,google,email,META_GB_S07_AWR_CONQUEST_BMW_20250203,85,4,False,False,GB
CFG003829,2025-09-22,DEEPAL S07,Intelligence,desktop,tiktok,social,TT_GB_S07_AWR_RESERVATION_CTA_20250810,61,7,True,False,GB
CFG003830,2025-09-22,DEEPAL S07,Design,mobile,linkedin,organic,organic,170,6,True,False,GB
CFG003831,2025-09-22,AVATR 12,Long Range,mobile,organic,social,TT_GB_S07_TRF_HERO_LAUNCH_20250905,108,5,False,False,GB
CFG003832,2025-09-22,DEEPAL S07,Design,mobile,google,social,META_GB_S07_CVR_SITE_VISITORS_20250905,112,7,False,False,GB
CFG003833,2025-09-22,AVATR 12,Long Range,mobile,organic,referral,META_GB_S07_AWR_CONFIGURATOR_USERS_20250920,152,1,False,False,DE
CFG003834,2025-09-22,DEEPAL S07,Design,desktop,tiktok,organic,organic,82,6,True,False,GB
CFG003835,2025-09-22,DEEPAL S07,Design,mobile,tiktok,cpc,META_GB_S07_AWR_PREMIUM_AUTO_20250125,339,5,False,False,FR
CFG003836,2025-09-22,DEEPAL S07,Pure,mobile,tiktok,social,TT_GB_S07_AWR_PRICE_REVEAL_20250814,110,1,False,False,GB
CFG003837,2025-09-22,DEEPAL S07,Intelligence,mobile,direct,social,organic,97,6,False,False,GB
CFG003838,2025-09-22,DEEPAL S07,Design,mobile,meta,display,organic,65,6,False,False,GB
CFG003839,2025-09-22,DEEPAL S07,Intelligence,mobile,organic,social,organic,70,3,False,False,GB
CFG003840,2025-09-22,DEEPAL S07,Pure,desktop,linkedin,display,organic,346,4,False,False,GB
CFG003841,2025-09-22,DEEPAL S07,Pure,tablet,meta,organic,organic,159,6,False,False,GB
CFG003842,2025-09-22,DEEPAL S07,Pure,desktop,meta,display,META_GB_S07_AWR_EV_INTENDERS_20250419,250,7,False,False,GB
CFG003843,2025-09-22,AVATR 12,Performance,mobile,tiktok,email,GOOG_GB_AVATR12_GDN_FLEET_MANAGERS_20250914,146,5,True,False,DE
CFG003844,2025-09-22,DEEPAL S07,Design,desktop,meta,display,organic,73,5,True,True,GB
CFG003845,2025-09-22,AVATR 12,Long Range,desktop,meta,display,organic,153,7,False,False,DE
CFG003846,2025-09-22,DEEPAL S07,Intelligence,mobile,organic,cpc,organic,223,6,True,False,GB
CFG003847,2025-09-22,DEEPAL S07,Pure,mobile,google,social,TT_GB_S07_AWR_HERO_LAUNCH_20250222,91,7,False,False,DE
CFG003848,2025-09-22,DEEPAL S07,Pure,mobile,google,social,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250719,75,1,False,False,GB
CFG003849,2025-09-22,AVATR 12,Performance,desktop,meta,email,META_GB_S07_AWR_EV_INTENDERS_20250820,453,6,True,True,GB
CFG003850,2025-09-23,DEEPAL S07,Pure,tablet,organic,display,META_GB_AVATR12_CON_LOOKALIKE_CONVERTERS_20250906,201,1,False,False,GB
CFG003851,2025-09-23,DEEPAL S07,Design,tablet,organic,cpc,organic,68,6,True,False,GB
CFG003852,2025-09-23,DEEPAL S07,Pure,mobile,organic,referral,TT_GB_S07_AWR_TESTIMONIAL_20250803,144,5,True,False,GB
CFG003853,2025-09-23,DEEPAL S07,Intelligence,mobile,meta,email,organic,96,6,True,False,DE
CFG003854,2025-09-23,DEEPAL S07,Intelligence,desktop,direct,referral,organic,365,7,False,False,GB
CFG003855,2025-09-23,DEEPAL S07,Design,desktop,linkedin,social,organic,81,1,False,False,GB
CFG003856,2025-09-23,DEEPAL S07,Intelligence,mobile,organic,display,organic,408,6,True,False,DE
CFG003857,2025-09-23,DEEPAL S07,Pure,mobile,meta,organic,META_GB_S07_AWR_EV_INTENDERS_20250124,106,7,False,False,GB
CFG003858,2025-09-23,AVATR 12,Long Range,mobile,meta,social,organic,238,2,False,False,DE
CFG003859,2025-09-23,DEEPAL S07,Design,desktop,google,cpc,organic,23,4,False,False,GB
CFG003860,2025-09-23,DEEPAL S07,Intelligence,tablet,google,display,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250918,205,2,False,False,GB
CFG003861,2025-09-23,DEEPAL S07,Intelligence,mobile,linkedin,cpc,META_GB_S07_AWR_CONQUEST_BMW_20250524,52,5,True,False,GB
CFG003862,2025-09-23,DEEPAL S07,Design,desktop,linkedin,social,organic,32,3,False,False,GB
CFG003863,2025-09-23,AVATR 12,Long Range,mobile,direct,cpc,TT_GB_S07_AWR_DEALER_LOCATOR_20250511,39,4,False,False,GB
CFG003864,2025-09-23,AVATR 12,Long Range,mobile,meta,cpc,TT_GB_S07_AWR_DEALER_LOCATOR_20250912,224,7,False,False,DE
CFG003865,2025-09-23,DEEPAL S07,Pure,desktop,tiktok,cpc,organic,149,5,True,False,DE
CFG003866,2025-09-23,DEEPAL S07,Pure,tablet,tiktok,social,META_GB_S07_AWR_CONFIGURATOR_USERS_20250706,26,3,False,False,GB
CFG003867,2025-09-23,DEEPAL S07,Intelligence,mobile,tiktok,organic,organic,467,5,True,False,GB
CFG003868,2025-09-23,DEEPAL S07,Intelligence,mobile,google,display,organic,172,5,True,False,GB
CFG003869,2025-09-23,DEEPAL S07,Pure,mobile,linkedin,email,organic,104,5,False,False,GB
CFG003870,2025-09-23,DEEPAL S07,Pure,mobile,meta,referral,META_GB_S07_AWR_FLEET_MANAGERS_20250504,89,4,False,False,GB
CFG003871,2025-09-23,DEEPAL S07,Intelligence,desktop,meta,email,organic,40,7,False,False,GB
CFG003872,2025-09-23,DEEPAL S07,Pure,tablet,linkedin,referral,META_GB_S07_AWR_CONFIGURATOR_USERS_20250126,236,5,False,False,GB
CFG003873,2025-09-23,DEEPAL S07,Intelligence,mobile,tiktok,referral,organic,37,4,False,False,GB
CFG003874,2025-09-23,DEEPAL S07,Design,desktop,linkedin,cpc,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250505,87,2,False,False,DE
CFG003875,2025-09-23,AVATR 12,Performance,tablet,google,social,organic,319,6,False,False,GB
CFG003876,2025-09-23,DEEPAL S07,Intelligence,desktop,meta,organic,organic,87,5,True,False,GB
CFG003877,2025-09-23,DEEPAL S07,Design,mobile,tiktok,referral,organic,235,5,False,False,GB
CFG003878,2025-09-23,AVATR 12,Performance,mobile,tiktok,email,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250820,159,6,True,False,GB
CFG003879,2025-09-23,DEEPAL S07,Intelligence,desktop,tiktok,referral,META_GB_S07_AWR_SITE_VISITORS_20250424,69,5,True,False,DE
CFG003880,2025-09-23,AVATR 12,Performance,mobile,google,referral,organic,108,5,True,False,GB
CFG003881,2025-09-23,DEEPAL S07,Design,mobile,linkedin,email,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250203,926,7,False,False,GB
CFG003882,2025-09-23,DEEPAL S07,Intelligence,desktop,linkedin,email,GOOG_GB_S07_SRC_BRAND_20250607,892,6,True,False,GB
CFG003883,2025-09-23,DEEPAL S07,Design,mobile,meta,referral,META_GB_AVATR12_RTG_PREMIUM_AUTO_20250919,248,1,False,False,GB
CFG003884,2025-09-23,AVATR 12,Performance,mobile,meta,email,TT_GB_S07_AWR_COMPARISON_20250801,21,3,False,False,GB
