date,campaign_name,campaign_id,platform,objective,market,model,impressions,clicks,ctr,cpm,cpc,spend,reach,frequency,video_views,video_view_rate,leads,link_clicks,landing_page_views,cost_per_lead
2025-05-04,META_GB_S07_AWR_SITE_VISITORS_20250504,ME50901,Facebook,awareness,GB,DEEPAL S07,46409,464,0.009998,3.53,0.35,163.75,26630,1.74,8152,0.1757,0,358,238,0.0
2025-05-04,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250504,ME82911,Instagram,awareness,GB,DEEPAL S07,9464,234,0.024725,8.25,0.33,78.06,7735,1.22,2175,0.2298,0,188,113,0.0
2025-05-04,META_GB_S07_AWR_FAMILY_BUYERS_20250504,ME93886,Facebook,awareness,GB,DEEPAL S07,462,7,0.015152,10.44,0.69,4.82,362,1.28,166,0.3593,0,5,3,0.0
2025-05-04,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250504,ME46354,Instagram,awareness,GB,DEEPAL S07,20173,201,0.009964,14.79,1.48,298.39,17008,1.19,3136,0.1555,0,187,141,0.0
2025-05-04,META_GB_S07_AWR_FAMILY_BUYERS_20250504,ME46656,Facebook,awareness,GB,DEEPAL S07,2100,49,0.023333,3.73,0.16,7.84,1730,1.21,407,0.1938,0,35,23,0.0
2025-05-04,META_GB_S07_AWR_CONQUEST_TESLA_20250504,ME26460,Facebook,awareness,GB,DEEPAL S07,96992,1494,0.015403,9.93,0.64,963.04,73880,1.31,34854,0.3593,0,1280,1059,0.0
2025-05-04,META_GB_S07_AWR_FLEET_MANAGERS_20250504,ME44219,Instagram,awareness,GB,DEEPAL S07,17030,250,0.01468,14.18,0.97,241.55,12671,1.34,3572,0.2097,0,187,149,0.0
2025-05-04,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250504,ME68991,Instagram,awareness,GB,DEEPAL S07,7788,166,0.021315,13.02,0.61,101.41,4846,1.61,2478,0.3182,0,122,78,0.0
2025-05-05,META_GB_S07_AWR_EV_INTENDERS_20250505,ME77893,Facebook,awareness,GB,DEEPAL S07,31569,612,0.019386,10.33,0.53,326.22,23003,1.37,8176,0.259,0,482,335,0.0
2025-05-05,META_GB_S07_AWR_CONQUEST_TESLA_20250505,ME93614,Instagram,awareness,GB,DEEPAL S07,8074,174,0.021551,15.1,0.7,121.9,4767,1.69,1811,0.2243,0,161,108,0.0
2025-05-05,META_GB_S07_AWR_FAMILY_BUYERS_20250505,ME11330,Instagram,awareness,GB,DEEPAL S07,14059,256,0.018209,13.26,0.73,186.43,8343,1.69,4576,0.3255,0,204,159,0.0
2025-05-05,META_GB_S07_AWR_ECO_CONSCIOUS_20250505,ME27118,Instagram,awareness,GB,DEEPAL S07,68937,1039,0.015072,10.67,0.71,735.76,52055,1.32,23922,0.347,0,881,530,0.0
2025-05-05,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250505,ME48046,Instagram,awareness,GB,DEEPAL S07,23353,277,0.011861,14.13,1.19,329.94,17948,1.3,8784,0.3761,0,225,178,0.0
2025-05-05,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250505,ME26249,Instagram,awareness,GB,DEEPAL S07,17915,414,0.023109,4.64,0.2,83.1,13764,1.3,6720,0.3751,0,301,253,0.0
2025-05-05,META_GB_S07_AWR_FAMILY_BUYERS_20250505,ME69700,Instagram,awareness,GB,DEEPAL S07,44016,683,0.015517,4.07,0.26,179.35,33137,1.33,7583,0.1723,0,550,436,0.0
2025-05-05,META_GB_S07_AWR_ECO_CONSCIOUS_20250505,ME78209,Instagram,awareness,GB,DEEPAL S07,560,12,0.021429,13.97,0.65,7.83,382,1.47,137,0.2446,0,11,6,0.0
2025-05-05,META_GB_S07_AWR_PREMIUM_AUTO_20250505,ME63490,Facebook,awareness,GB,DEEPAL S07,12269,290,0.023637,10.25,0.43,125.71,6812,1.8,3329,0.2713,0,203,147,0.0
2025-05-05,META_GB_S07_AWR_CONQUEST_TESLA_20250505,ME63841,Instagram,awareness,GB,DEEPAL S07,227391,2013,0.008853,5.03,0.57,1144.8,159052,1.43,70218,0.3088,0,1572,1220,0.0
2025-05-06,META_GB_S07_AWR_ECO_CONSCIOUS_20250506,ME19080,Instagram,awareness,GB,DEEPAL S07,44915,745,0.016587,15.3,0.92,687.22,31858,1.41,13548,0.3016,0,666,434,0.0
2025-05-06,META_GB_S07_AWR_ECO_CONSCIOUS_20250506,ME24317,Instagram,awareness,GB,DEEPAL S07,12963,221,0.017049,10.63,0.62,137.84,8875,1.46,3129,0.2414,0,207,138,0.0
2025-05-06,META_GB_S07_AWR_CONQUEST_AUDI_20250506,ME34955,Instagram,awareness,GB,DEEPAL S07,6464,63,0.009746,11.67,1.2,75.44,5087,1.27,1652,0.2556,0,47,36,0.0
2025-05-06,META_GB_S07_AWR_CONQUEST_BMW_20250506,ME69212,Instagram,awareness,GB,DEEPAL S07,7382,95,0.012869,10.13,0.79,74.77,6207,1.19,2896,0.3923,0,86,70,0.0
2025-05-06,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250506,ME11789,Instagram,awareness,GB,DEEPAL S07,19478,257,0.013194,13.15,1.0,256.08,16072,1.21,3963,0.2035,0,189,118,0.0
2025-05-06,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250506,ME99898,Instagram,awareness,GB,DEEPAL S07,32212,756,0.02347,4.5,0.19,144.88,24149,1.33,5835,0.1811,0,552,400,0.0
2025-05-06,META_GB_S07_AWR_CONQUEST_BMW_20250506,ME77213,Facebook,awareness,GB,DEEPAL S07,73239,1214,0.016576,6.86,0.41,502.63,55121,1.33,21855,0.2984,0,975,641,0.0
2025-05-06,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250506,ME87213,Facebook,awareness,GB,DEEPAL S07,57928,1447,0.024979,15.59,0.62,903.31,37234,1.56,20359,0.3515,0,1082,663,0.0
2025-05-06,META_GB_S07_AWR_ECO_CONSCIOUS_20250506,ME43601,Facebook,awareness,GB,DEEPAL S07,12013,116,0.009656,12.81,1.33,153.93,9732,1.23,2574,0.2143,0,96,61,0.0
2025-05-06,META_GB_S07_AWR_SITE_VISITORS_20250506,ME67859,Instagram,awareness,GB,DEEPAL S07,2151,46,0.021385,12.59,0.59,27.1,1500,1.43,322,0.1497,0,34,20,0.0
2025-05-07,META_GB_S07_AWR_FLEET_MANAGERS_20250507,ME89688,Instagram,awareness,GB,DEEPAL S07,5056,93,0.018394,15.75,0.86,79.62,3499,1.44,953,0.1885,0,68,54,0.0
2025-05-07,META_GB_S07_AWR_ECO_CONSCIOUS_20250507,ME24531,Instagram,awareness,GB,DEEPAL S07,95262,2013,0.021131,5.42,0.26,516.5,55628,1.71,33849,0.3553,0,1545,1017,0.0
2025-05-07,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250507,ME84913,Facebook,awareness,GB,DEEPAL S07,59975,1345,0.022426,7.6,0.34,456.03,47514,1.26,20139,0.3358,0,1071,718,0.0
2025-05-07,META_GB_S07_AWR_SITE_VISITORS_20250507,ME30400,Facebook,awareness,GB,DEEPAL S07,45218,997,0.022049,14.47,0.66,654.47,34618,1.31,14639,0.3237,0,891,545,0.0
2025-05-07,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250507,ME93285,Facebook,awareness,GB,DEEPAL S07,4977,117,0.023508,7.34,0.31,36.56,2825,1.76,1251,0.2514,0,103,77,0.0
2025-05-07,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250507,ME93316,Facebook,awareness,GB,DEEPAL S07,5048,40,0.007924,8.78,1.11,44.3,3743,1.35,1234,0.2445,0,32,20,0.0
2025-05-07,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250507,ME17249,Instagram,awareness,GB,DEEPAL S07,3778,42,0.011117,12.15,1.09,45.91,2563,1.47,858,0.2271,0,34,22,0.0
2025-05-07,META_GB_S07_AWR_CONFIGURATOR_USERS_20250507,ME36996,Facebook,awareness,GB,DEEPAL S07,40448,664,0.016416,5.87,0.36,237.38,24348,1.66,11074,0.2738,0,566,411,0.0
2025-05-07,META_GB_S07_AWR_FLEET_MANAGERS_20250507,ME86238,Facebook,awareness,GB,DEEPAL S07,8940,187,0.020917,13.95,0.67,124.69,7140,1.25,3219,0.3601,0,169,108,0.0
2025-05-07,META_GB_S07_AWR_SITE_VISITORS_20250507,ME72852,Instagram,awareness,GB,DEEPAL S07,48609,565,0.011623,10.72,0.92,521.31,39390,1.23,11372,0.2339,0,439,316,0.0
2025-05-08,META_GB_S07_AWR_EV_INTENDERS_20250508,ME35997,Facebook,awareness,GB,DEEPAL S07,138218,3165,0.022899,9.1,0.4,1257.38,112957,1.22,38094,0.2756,0,2962,2174,0.0
2025-05-08,META_GB_S07_AWR_FLEET_MANAGERS_20250508,ME49754,Instagram,awareness,GB,DEEPAL S07,19429,384,0.019764,6.11,0.31,118.72,16184,1.2,6115,0.3147,0,325,253,0.0
2025-05-08,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250508,ME41717,Facebook,awareness,GB,DEEPAL S07,69343,795,0.011465,8.79,0.77,609.83,55281,1.25,20115,0.2901,0,712,601,0.0
2025-05-08,META_GB_S07_AWR_FAMILY_BUYERS_20250508,ME39417,Facebook,awareness,GB,DEEPAL S07,20172,453,0.022457,5.54,0.25,111.68,14868,1.36,4251,0.2107,0,370,250,0.0
2025-05-08,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250508,ME51560,Facebook,awareness,GB,DEEPAL S07,6012,123,0.020459,4.71,0.23,28.34,4169,1.44,1095,0.1821,0,114,75,0.0
2025-05-08,META_GB_S07_AWR_ECO_CONSCIOUS_20250508,ME29418,Instagram,awareness,GB,DEEPAL S07,19820,342,0.017255,12.82,0.74,254.12,12819,1.55,7235,0.365,0,297,193,0.0
2025-05-08,META_GB_S07_AWR_CONFIGURATOR_USERS_20250508,ME26025,Facebook,awareness,GB,DEEPAL S07,11857,176,0.014844,4.76,0.32,56.5,9439,1.26,3204,0.2702,0,158,106,0.0
2025-05-08,META_GB_S07_AWR_CONQUEST_TESLA_20250508,ME63924,Facebook,awareness,GB,DEEPAL S07,73573,1289,0.01752,10.61,0.61,780.63,46489,1.58,18045,0.2453,0,1207,961,0.0
2025-05-08,META_GB_S07_AWR_CONFIGURATOR_USERS_20250508,ME12249,Instagram,awareness,GB,DEEPAL S07,6223,103,0.016552,14.16,0.86,88.12,4940,1.26,2254,0.3622,0,97,58,0.0
2025-05-08,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250508,ME32928,Instagram,awareness,GB,DEEPAL S07,5930,143,0.024115,15.45,0.64,91.63,4542,1.31,2143,0.3614,0,117,76,0.0
2025-05-09,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250509,ME31324,Facebook,awareness,GB,DEEPAL S07,12004,166,0.013829,14.73,1.06,176.76,9407,1.28,2728,0.2273,0,146,114,0.0
2025-05-09,META_GB_S07_AWR_ENGAGED_VIEWERS_20250509,ME13651,Facebook,awareness,GB,DEEPAL S07,48083,706,0.014683,11.33,0.77,544.94,38352,1.25,7737,0.1609,0,664,403,0.0
2025-05-09,META_GB_S07_AWR_ENGAGED_VIEWERS_20250509,ME40769,Instagram,awareness,GB,DEEPAL S07,8675,96,0.011066,8.98,0.81,77.86,5420,1.6,2959,0.3411,0,77,63,0.0
2025-05-09,META_GB_S07_AWR_FLEET_MANAGERS_20250509,ME27441,Facebook,awareness,GB,DEEPAL S07,3090,40,0.012945,10.74,0.83,33.2,1704,1.81,502,0.1625,0,28,22,0.0
2025-05-09,META_GB_S07_AWR_ECO_CONSCIOUS_20250509,ME78642,Facebook,awareness,GB,DEEPAL S07,4558,59,0.012944,7.46,0.58,34.01,3529,1.29,1592,0.3493,0,43,26,0.0
2025-05-09,META_GB_S07_AWR_PREMIUM_AUTO_20250509,ME81808,Facebook,awareness,GB,DEEPAL S07,5230,81,0.015488,10.37,0.67,54.23,2991,1.75,1903,0.3639,0,72,59,0.0
2025-05-09,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250509,ME14815,Instagram,awareness,GB,DEEPAL S07,48451,559,0.011537,3.93,0.34,190.28,32679,1.48,14728,0.304,0,462,298,0.0
2025-05-09,META_GB_S07_AWR_FAMILY_BUYERS_20250509,ME63212,Facebook,awareness,GB,DEEPAL S07,89597,2026,0.022612,8.34,0.37,747.26,72240,1.24,16613,0.1854,0,1521,1128,0.0
2025-05-09,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250509,ME19478,Facebook,awareness,GB,DEEPAL S07,21367,301,0.014087,15.9,1.13,339.64,15413,1.39,3214,0.1504,0,218,135,0.0
2025-05-09,META_GB_S07_AWR_FLEET_MANAGERS_20250509,ME47003,Instagram,awareness,GB,DEEPAL S07,67992,1600,0.023532,13.29,0.56,903.84,56493,1.2,11064,0.1627,0,1509,1058,0.0
2025-05-10,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250510,ME77453,Facebook,awareness,GB,DEEPAL S07,55918,814,0.014557,11.75,0.81,657.07,40885,1.37,20634,0.369,0,576,441,0.0
2025-05-10,META_GB_S07_AWR_CONQUEST_BMW_20250510,ME70952,Facebook,awareness,GB,DEEPAL S07,46620,611,0.013106,5.84,0.45,272.42,27348,1.7,13424,0.2879,0,475,295,0.0
2025-05-10,META_GB_S07_AWR_FAMILY_BUYERS_20250510,ME55167,Facebook,awareness,GB,DEEPAL S07,7385,67,0.009072,10.69,1.18,78.96,5528,1.34,2587,0.3503,0,59,45,0.0
2025-05-10,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250510,ME93826,Instagram,awareness,GB,DEEPAL S07,34049,641,0.018826,9.7,0.52,330.35,23758,1.43,7905,0.2322,0,477,324,0.0
2025-05-10,META_GB_S07_AWR_PREMIUM_AUTO_20250510,ME48522,Facebook,awareness,GB,DEEPAL S07,53601,500,0.009328,7.29,0.78,390.99,39305,1.36,18784,0.3504,0,447,336,0.0
2025-05-10,META_GB_S07_AWR_CONFIGURATOR_USERS_20250510,ME17827,Instagram,awareness,GB,DEEPAL S07,28773,322,0.011191,8.09,0.72,232.83,20529,1.4,6894,0.2396,0,242,202,0.0
2025-05-10,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250510,ME54330,Instagram,awareness,GB,DEEPAL S07,40441,875,0.021636,5.44,0.25,219.89,28315,1.43,10396,0.2571,0,619,382,0.0
2025-05-10,META_GB_S07_AWR_PREMIUM_AUTO_20250510,ME66175,Facebook,awareness,GB,DEEPAL S07,2430,57,0.023457,4.61,0.2,11.2,1381,1.76,496,0.2041,0,42,28,0.0
2025-05-10,META_GB_S07_AWR_ECO_CONSCIOUS_20250510,ME88655,Facebook,awareness,GB,DEEPAL S07,12512,266,0.02126,9.28,0.44,116.13,7176,1.74,2978,0.238,0,203,138,0.0
2025-05-10,META_GB_S07_AWR_CONFIGURATOR_USERS_20250510,ME85370,Instagram,awareness,GB,DEEPAL S07,8197,104,0.012688,9.31,0.73,76.28,5635,1.45,2714,0.3311,0,84,61,0.0
2025-05-11,META_GB_S07_AWR_EV_INTENDERS_20250511,ME15769,Instagram,awareness,GB,DEEPAL S07,98041,1293,0.013188,4.67,0.35,458.24,59877,1.64,30974,0.3159,0,1220,996,0.0
2025-05-11,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250511,ME12045,Instagram,awareness,GB,DEEPAL S07,4499,94,0.020894,10.2,0.49,45.89,2542,1.77,762,0.1694,0,67,51,0.0
2025-05-11,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250511,ME80279,Instagram,awareness,GB,DEEPAL S07,61789,1246,0.020165,6.64,0.33,410.07,34539,1.79,23160,0.3748,0,900,660,0.0
2025-05-11,META_GB_S07_AWR_ENGAGED_VIEWERS_20250511,ME86983,Instagram,awareness,GB,DEEPAL S07,10374,145,0.013977,12.96,0.93,134.48,8706,1.19,3416,0.3293,0,110,81,0.0
2025-05-11,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250511,ME49705,Instagram,awareness,GB,DEEPAL S07,4960,65,0.013105,5.16,0.39,25.57,2865,1.73,1806,0.3641,0,60,43,0.0
2025-05-11,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250511,ME20046,Instagram,awareness,GB,DEEPAL S07,77171,1527,0.019787,4.14,0.21,319.32,51909,1.49,14218,0.1842,0,1435,1205,0.0
2025-05-11,META_GB_S07_AWR_FLEET_MANAGERS_20250511,ME70796,Instagram,awareness,GB,DEEPAL S07,9866,213,0.021589,14.32,0.66,141.26,6047,1.63,2821,0.2859,0,193,117,0.0
2025-05-11,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250511,ME42675,Instagram,awareness,GB,DEEPAL S07,3767,68,0.018051,10.51,0.58,39.58,2430,1.55,987,0.262,0,54,39,0.0
2025-05-11,META_GB_S07_AWR_CONFIGURATOR_USERS_20250511,ME65778,Facebook,awareness,GB,DEEPAL S07,38580,795,0.020607,13.67,0.66,527.35,23234,1.66,8261,0.2141,0,663,546,0.0
2025-05-11,META_GB_S07_AWR_FAMILY_BUYERS_20250511,ME80249,Instagram,awareness,GB,DEEPAL S07,21862,455,0.020812,14.84,0.71,324.44,17385,1.26,6199,0.2836,0,425,342,0.0
2025-05-12,META_GB_S07_AWR_FAMILY_BUYERS_20250512,ME64364,Facebook,awareness,GB,DEEPAL S07,59894,1323,0.022089,7.57,0.34,453.12,37963,1.58,15159,0.2531,0,934,661,0.0
2025-05-12,META_GB_S07_AWR_CONQUEST_TESLA_20250512,ME76197,Instagram,awareness,GB,DEEPAL S07,34699,734,0.021153,15.41,0.73,534.58,23320,1.49,7226,0.2082,0,527,357,0.0
2025-05-12,META_GB_S07_AWR_CONFIGURATOR_USERS_20250512,ME36292,Facebook,awareness,GB,DEEPAL S07,61042,1431,0.023443,6.9,0.29,421.29,42587,1.43,23293,0.3816,0,1199,743,0.0
2025-05-12,META_GB_S07_AWR_EV_INTENDERS_20250512,ME84032,Facebook,awareness,GB,DEEPAL S07,4123,62,0.015038,15.29,1.02,63.07,2650,1.56,1078,0.2615,0,55,42,0.0
2025-05-12,META_GB_S07_AWR_FLEET_MANAGERS_20250512,ME73650,Instagram,awareness,GB,DEEPAL S07,92,1,0.01087,13.08,1.21,1.21,67,1.37,24,0.2609,0,0,0,0.0
2025-05-12,META_GB_S07_AWR_EV_INTENDERS_20250512,ME79134,Facebook,awareness,GB,DEEPAL S07,5032,75,0.014905,9.83,0.66,49.49,2795,1.8,797,0.1584,0,57,36,0.0
2025-05-12,META_GB_S07_AWR_CONFIGURATOR_USERS_20250512,ME35526,Instagram,awareness,GB,DEEPAL S07,77416,1867,0.024116,14.76,0.61,1142.45,61782,1.25,26714,0.3451,0,1660,1202,0.0
2025-05-12,META_GB_S07_AWR_ECO_CONSCIOUS_20250512,ME73662,Facebook,awareness,GB,DEEPAL S07,33976,728,0.021427,15.68,0.73,532.8,26581,1.28,5219,0.1536,0,683,411,0.0
2025-05-12,META_GB_S07_AWR_SITE_VISITORS_20250512,ME32487,Facebook,awareness,GB,DEEPAL S07,876,19,0.021689,12.25,0.56,10.73,506,1.73,301,0.3436,0,16,13,0.0
2025-05-12,META_GB_S07_AWR_CONQUEST_AUDI_20250512,ME11564,Facebook,awareness,GB,DEEPAL S07,23125,304,0.013146,5.09,0.39,117.77,17653,1.31,8487,0.367,0,284,170,0.0
2025-05-13,META_GB_S07_AWR_FAMILY_BUYERS_20250513,ME95759,Instagram,awareness,GB,DEEPAL S07,46562,527,0.011318,3.77,0.33,175.32,30635,1.52,7369,0.1583,0,377,258,0.0
2025-05-13,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250513,ME21296,Instagram,awareness,GB,DEEPAL S07,20163,421,0.02088,9.66,0.46,194.84,13440,1.5,6517,0.3232,0,346,268,0.0
2025-05-13,META_GB_S07_AWR_FAMILY_BUYERS_20250513,ME50411,Facebook,awareness,GB,DEEPAL S07,4766,84,0.017625,9.77,0.55,46.57,2700,1.77,1196,0.2509,0,72,45,0.0
2025-05-13,META_GB_S07_AWR_CONFIGURATOR_USERS_20250513,ME24778,Facebook,awareness,GB,DEEPAL S07,83683,803,0.009596,7.46,0.78,623.87,68811,1.22,31094,0.3716,0,754,604,0.0
2025-05-13,META_GB_S07_AWR_FLEET_MANAGERS_20250513,ME33183,Facebook,awareness,GB,DEEPAL S07,17867,230,0.012873,13.28,1.03,237.35,13107,1.36,3708,0.2075,0,176,113,0.0
2025-05-13,META_GB_S07_AWR_EV_INTENDERS_20250513,ME28405,Facebook,awareness,GB,DEEPAL S07,33436,798,0.023866,10.17,0.43,340.07,26826,1.25,11229,0.3358,0,648,449,0.0
2025-05-13,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250513,ME19171,Facebook,awareness,GB,DEEPAL S07,25936,396,0.015268,7.48,0.49,194.04,21381,1.21,9339,0.3601,0,324,210,0.0
2025-05-13,META_GB_S07_AWR_ECO_CONSCIOUS_20250513,ME86671,Instagram,awareness,GB,DEEPAL S07,212404,2727,0.012839,3.77,0.29,801.64,116972,1.82,32348,0.1523,0,2456,1503,0.0
2025-05-13,META_GB_S07_AWR_FAMILY_BUYERS_20250513,ME21626,Instagram,awareness,GB,DEEPAL S07,56969,612,0.010743,9.27,0.86,527.91,43860,1.3,11559,0.2029,0,548,454,0.0
2025-05-13,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250513,ME78905,Instagram,awareness,GB,DEEPAL S07,59987,1260,0.021005,4.13,0.2,247.52,33617,1.78,19277,0.3214,0,1147,791,0.0
2025-05-14,META_GB_S07_AWR_FAMILY_BUYERS_20250514,ME28222,Instagram,awareness,GB,DEEPAL S07,31108,626,0.020123,6.27,0.31,195.19,25118,1.24,9890,0.3179,0,534,388,0.0
2025-05-14,META_GB_S07_AWR_CONQUEST_BMW_20250514,ME22222,Instagram,awareness,GB,DEEPAL S07,1823,31,0.017005,11.53,0.68,21.01,1332,1.37,505,0.277,0,22,16,0.0
2025-05-14,META_GB_S07_AWR_ENGAGED_VIEWERS_20250514,ME65788,Facebook,awareness,GB,DEEPAL S07,24499,575,0.02347,15.79,0.67,386.77,18623,1.32,7531,0.3074,0,506,408,0.0
2025-05-14,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250514,ME44074,Instagram,awareness,GB,DEEPAL S07,32208,555,0.017232,11.0,0.64,354.26,26624,1.21,11433,0.355,0,455,368,0.0
2025-05-14,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250514,ME39763,Facebook,awareness,GB,DEEPAL S07,38316,612,0.015972,15.05,0.94,576.7,23722,1.62,14320,0.3737,0,450,326,0.0
2025-05-14,META_GB_S07_AWR_CONQUEST_AUDI_20250514,ME61377,Instagram,awareness,GB,DEEPAL S07,37567,538,0.014321,15.98,1.12,600.32,22674,1.66,13722,0.3653,0,492,334,0.0
2025-05-14,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250514,ME69267,Facebook,awareness,GB,DEEPAL S07,13658,176,0.012886,9.89,0.77,135.11,9958,1.37,3520,0.2577,0,126,96,0.0
2025-05-14,META_GB_S07_AWR_EV_INTENDERS_20250514,ME27301,Facebook,awareness,GB,DEEPAL S07,16307,275,0.016864,13.04,0.77,212.61,12174,1.34,5001,0.3067,0,194,154,0.0
2025-05-14,META_GB_S07_AWR_CONQUEST_AUDI_20250514,ME53463,Instagram,awareness,GB,DEEPAL S07,39489,970,0.024564,7.38,0.3,291.56,33186,1.19,6734,0.1705,0,765,564,0.0
2025-05-14,META_GB_S07_AWR_FLEET_MANAGERS_20250514,ME69891,Instagram,awareness,GB,DEEPAL S07,9218,227,0.024626,11.09,0.45,102.22,7566,1.22,3608,0.3914,0,208,134,0.0
2025-05-15,META_GB_S07_AWR_CONQUEST_TESLA_20250515,ME49100,Instagram,awareness,GB,DEEPAL S07,14439,183,0.012674,12.6,0.99,181.87,8157,1.77,2624,0.1817,0,149,113,0.0
2025-05-15,META_GB_S07_AWR_ENGAGED_VIEWERS_20250515,ME85139,Facebook,awareness,GB,DEEPAL S07,6429,122,0.018977,6.46,0.34,41.53,4684,1.37,1772,0.2756,0,87,65,0.0
2025-05-15,META_GB_S07_AWR_SITE_VISITORS_20250515,ME37192,Instagram,awareness,GB,DEEPAL S07,9833,130,0.013221,15.03,1.14,147.79,7298,1.35,2084,0.2119,0,115,91,0.0
2025-05-15,META_GB_S07_AWR_CONQUEST_BMW_20250515,ME67839,Instagram,awareness,GB,DEEPAL S07,11773,273,0.023189,11.66,0.5,137.22,6642,1.77,1886,0.1602,0,218,141,0.0
2025-05-15,META_GB_S07_AWR_SITE_VISITORS_20250515,ME30715,Facebook,awareness,GB,DEEPAL S07,7716,98,0.012701,12.36,0.97,95.36,5113,1.51,1309,0.1696,0,84,68,0.0
2025-05-15,META_GB_S07_AWR_SITE_VISITORS_20250515,ME19485,Facebook,awareness,GB,DEEPAL S07,147056,1796,0.012213,5.39,0.44,792.06,105675,1.39,32452,0.2207,0,1340,1005,0.0
2025-05-15,META_GB_S07_AWR_PREMIUM_AUTO_20250515,ME98962,Facebook,awareness,GB,DEEPAL S07,9360,143,0.015278,6.44,0.42,60.32,5680,1.65,3031,0.3238,0,111,89,0.0
2025-05-15,META_GB_S07_AWR_SITE_VISITORS_20250515,ME71830,Facebook,awareness,GB,DEEPAL S07,5472,55,0.010051,6.39,0.64,34.98,3490,1.57,1717,0.3138,0,43,35,0.0
2025-05-15,META_GB_S07_AWR_PREMIUM_AUTO_20250515,ME21993,Facebook,awareness,GB,DEEPAL S07,13950,346,0.024803,12.72,0.51,177.42,9860,1.41,5399,0.387,0,242,193,0.0
2025-05-15,META_GB_S07_AWR_CONQUEST_AUDI_20250515,ME42387,Instagram,awareness,GB,DEEPAL S07,115447,1712,0.014829,14.21,0.96,1640.53,87134,1.32,29130,0.2523,0,1395,1062,0.0
2025-05-16,META_GB_S07_AWR_FAMILY_BUYERS_20250516,ME61649,Instagram,awareness,GB,DEEPAL S07,7013,137,0.019535,8.66,0.44,60.77,5522,1.27,2140,0.3051,0,104,82,0.0
2025-05-16,META_GB_S07_AWR_CONQUEST_AUDI_20250516,ME93660,Instagram,awareness,GB,DEEPAL S07,22930,389,0.016965,11.65,0.69,267.03,15129,1.52,5894,0.257,0,329,210,0.0
2025-05-16,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250516,ME64903,Instagram,awareness,GB,DEEPAL S07,58792,1170,0.019901,9.78,0.49,575.23,48187,1.22,21398,0.364,0,1093,805,0.0
2025-05-16,META_GB_S07_AWR_CONQUEST_AUDI_20250516,ME36822,Instagram,awareness,GB,DEEPAL S07,28625,413,0.014428,9.8,0.68,280.44,19535,1.47,8652,0.3023,0,335,258,0.0
2025-05-16,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250516,ME89295,Facebook,awareness,GB,DEEPAL S07,75990,1370,0.018029,3.7,0.2,280.82,42462,1.79,11725,0.1543,0,1219,843,0.0
2025-05-16,META_GB_S07_AWR_CONFIGURATOR_USERS_20250516,ME52670,Instagram,awareness,GB,DEEPAL S07,170025,4052,0.023832,4.61,0.19,783.2,133197,1.28,26198,0.1541,0,3181,1958,0.0
2025-05-16,META_GB_S07_AWR_SITE_VISITORS_20250516,ME57211,Facebook,awareness,GB,DEEPAL S07,17382,428,0.024623,5.24,0.21,91.06,14092,1.23,5538,0.3186,0,308,222,0.0
2025-05-16,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250516,ME39712,Facebook,awareness,GB,DEEPAL S07,16379,164,0.010013,9.74,0.97,159.6,10177,1.61,3640,0.2222,0,148,91,0.0
2025-05-16,META_GB_S07_AWR_ENGAGED_VIEWERS_20250516,ME42064,Instagram,awareness,GB,DEEPAL S07,14881,369,0.024797,14.8,0.6,220.32,11703,1.27,2261,0.1519,0,350,267,0.0
