date,campaign_name,campaign_id,objective,market,model,impressions,clicks,ctr,cpm,spend,video_views,video_view_rate,avg_watch_time_seconds,shares,comments,likes,profile_visits,website_clicks
2025-06-24,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250624,TI59976,awareness,GB,DEEPAL S07,22658,296,0.013064,9.2,208.45,10146,0.4478,6.3,68,9,95,15,111
2025-06-24,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250624,TI91209,awareness,GB,DEEPAL S07,119125,1882,0.015799,5.68,676.74,79464,0.6671,3.7,507,94,506,240,1178
2025-06-25,TT_GB_S07_AWR_PRODUCT_FEATURES_20250625,TI44761,awareness,GB,DEEPAL S07,52790,346,0.006554,9.82,518.42,30944,0.5862,8.8,178,29,259,34,200
2025-06-25,TT_GB_S07_AWR_LIFESTYLE_20250625,TI19428,awareness,GB,DEEPAL S07,21429,294,0.01372,6.79,145.5,10605,0.4949,4.5,15,19,60,45,95
2025-06-25,TT_GB_S07_AWR_TESTIMONIAL_20250625,TI67319,awareness,GB,DEEPAL S07,138695,1418,0.010224,5.07,702.71,87540,0.6312,11.1,638,117,644,255,705
2025-06-25,TT_GB_S07_AWR_DEALER_LOCATOR_20250625,TI73482,awareness,GB,DEEPAL S07,23986,242,0.010089,4.88,116.94,16186,0.6748,7.2,89,47,361,12,143
2025-06-25,TT_GB_S07_AWR_COMPARISON_20250625,TI32152,awareness,GB,DEEPAL S07,78888,412,0.005223,4.62,364.46,58962,0.7474,14.0,169,64,787,22,224
2025-06-26,TT_GB_S07_AWR_TESTIMONIAL_20250626,TI88197,awareness,GB,DEEPAL S07,10588,82,0.007745,6.22,65.89,5981,0.5649,14.1,34,17,34,13,50
2025-06-26,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250626,TI14121,awareness,GB,DEEPAL S07,102684,595,0.005794,4.68,480.71,53141,0.5175,8.6,138,60,679,75,285
2025-06-26,TT_GB_S07_AWR_HERO_LAUNCH_20250626,TI55601,awareness,GB,DEEPAL S07,119977,1441,0.012011,6.43,770.91,71690,0.5975,11.3,201,169,1067,221,437
2025-06-26,TT_GB_S07_AWR_RESERVATION_CTA_20250626,TI36748,awareness,GB,DEEPAL S07,23097,216,0.009352,8.61,198.77,11913,0.5158,6.8,15,24,115,16,68
2025-06-26,TT_GB_S07_AWR_PRODUCT_FEATURES_20250626,TI13165,awareness,GB,DEEPAL S07,34549,262,0.007583,6.98,241.08,15372,0.4449,12.6,63,18,322,48,114
2025-06-27,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250627,TI75819,awareness,GB,DEEPAL S07,16996,127,0.007472,9.28,157.73,11603,0.6827,13.9,65,16,124,15,64
2025-06-27,TT_GB_S07_AWR_COMPARISON_20250627,TI16828,awareness,GB,DEEPAL S07,17253,199,0.011534,9.69,167.21,8073,0.4679,11.0,61,5,135,35,132
2025-06-27,TT_GB_S07_AWR_TESTIMONIAL_20250627,TI41343,awareness,GB,DEEPAL S07,95491,1076,0.011268,5.13,489.75,53348,0.5587,4.6,350,142,413,192,470
2025-06-27,TT_GB_S07_AWR_HERO_LAUNCH_20250627,TI35546,awareness,GB,DEEPAL S07,91147,1485,0.016292,8.46,770.8,46029,0.505,14.6,297,52,1074,288,941
2025-06-27,TT_GB_S07_AWR_PRODUCT_FEATURES_20250627,TI86599,awareness,GB,DEEPAL S07,7780,86,0.011054,4.6,35.78,3982,0.5118,10.6,14,2,70,10,55
2025-06-28,TT_GB_S07_AWR_TESTIMONIAL_20250628,TI19863,awareness,GB,DEEPAL S07,42164,374,0.00887,9.3,392.18,24527,0.5817,5.7,74,34,389,40,140
2025-06-28,TT_GB_S07_AWR_RESERVATION_CTA_20250628,TI82170,awareness,GB,DEEPAL S07,23110,413,0.017871,8.41,194.42,10733,0.4644,12.6,68,22,102,78,196
2025-06-28,TT_GB_S07_AWR_AWARD_WINNER_20250628,TI73884,awareness,GB,DEEPAL S07,50110,511,0.010198,4.12,206.5,21729,0.4336,13.6,159,48,293,36,187
2025-06-28,TT_GB_S07_AWR_COMPARISON_20250628,TI54150,awareness,GB,DEEPAL S07,8828,47,0.005324,8.96,79.07,3730,0.4225,13.5,28,9,28,7,22
2025-06-28,TT_GB_S07_AWR_PRICE_REVEAL_20250628,TI99840,awareness,GB,DEEPAL S07,117671,700,0.005949,4.51,530.99,52881,0.4494,11.6,288,49,743,36,455
2025-06-29,TT_GB_S07_AWR_AWARD_WINNER_20250629,TI79252,awareness,GB,DEEPAL S07,27981,322,0.011508,6.3,176.39,18288,0.6536,4.3,82,40,281,25,182
2025-06-29,TT_GB_S07_AWR_PRODUCT_FEATURES_20250629,TI25809,awareness,GB,DEEPAL S07,37880,657,0.017344,5.54,209.82,27829,0.7347,14.7,59,31,397,130,353
2025-06-29,TT_GB_S07_AWR_DEALER_LOCATOR_20250629,TI58804,awareness,GB,DEEPAL S07,7534,120,0.015928,8.97,67.55,4668,0.6196,12.0,5,2,43,15,58
2025-06-29,TT_GB_S07_AWR_RESERVATION_CTA_20250629,TI44496,awareness,GB,DEEPAL S07,113482,1351,0.011905,7.91,898.02,49950,0.4402,3.9,203,35,605,194,568
2025-06-29,TT_GB_S07_AWR_LIFESTYLE_20250629,TI19754,awareness,GB,DEEPAL S07,24428,224,0.00917,9.2,224.66,15159,0.6206,8.5,62,33,266,28,147
2025-06-30,TT_GB_S07_AWR_HERO_LAUNCH_20250630,TI76364,awareness,GB,DEEPAL S07,36391,592,0.016268,5.57,202.55,15332,0.4213,4.5,120,25,292,92,345
2025-06-30,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250630,TI67538,awareness,GB,DEEPAL S07,37873,484,0.01278,7.33,277.75,20750,0.5479,8.5,137,21,467,76,218
2025-06-30,TT_GB_S07_AWR_COMPARISON_20250630,TI57287,awareness,GB,DEEPAL S07,142454,1050,0.007371,4.93,701.61,82878,0.5818,7.9,251,246,1834,190,525
2025-06-30,TT_GB_S07_AWR_PRICE_REVEAL_20250630,TI24174,awareness,GB,DEEPAL S07,68710,1107,0.016111,6.79,466.67,34990,0.5092,7.5,228,26,782,213,590
2025-06-30,TT_GB_S07_AWR_PRODUCT_FEATURES_20250630,TI70317,awareness,GB,DEEPAL S07,6880,58,0.00843,8.72,60.03,3151,0.458,14.2,11,5,29,6,31
2025-07-01,TT_GB_S07_AWR_RESERVATION_CTA_20250701,TI95507,awareness,GB,DEEPAL S07,75975,691,0.009095,9.4,714.19,41016,0.5399,11.8,326,63,950,62,425
2025-07-01,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250701,TI84362,awareness,GB,DEEPAL S07,84258,917,0.010883,5.61,472.44,41020,0.4868,14.7,49,21,687,156,431
2025-07-01,TT_GB_S07_AWR_PRICE_REVEAL_20250701,TI34576,awareness,GB,DEEPAL S07,38928,525,0.013486,8.66,337.24,23187,0.5956,10.0,41,67,550,42,236
2025-07-01,TT_GB_S07_AWR_PRODUCT_FEATURES_20250701,TI40085,awareness,GB,DEEPAL S07,67279,863,0.012827,9.9,666.0,39962,0.594,14.2,111,81,442,102,339
2025-07-01,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250701,TI85547,awareness,GB,DEEPAL S07,9632,85,0.008825,7.54,72.63,6698,0.6954,11.7,17,18,81,16,28
2025-07-02,TT_GB_S07_AWR_COMPARISON_20250702,TI63209,awareness,GB,DEEPAL S07,9481,86,0.009071,6.15,58.27,6330,0.6677,14.2,12,4,129,8,58
2025-07-02,TT_GB_S07_AWR_COMPARISON_20250702,TI46557,awareness,GB,DEEPAL S07,32385,272,0.008399,4.15,134.26,20101,0.6207,3.7,57,30,212,26,124
2025-07-02,TT_GB_S07_AWR_AWARD_WINNER_20250702,TI69031,awareness,GB,DEEPAL S07,151885,1176,0.007743,7.46,1133.77,89133,0.5868,6.8,662,233,940,152,611
2025-07-02,TT_GB_S07_AWR_HERO_LAUNCH_20250702,TI52380,awareness,GB,DEEPAL S07,49023,426,0.00869,5.52,270.49,22314,0.4552,7.3,91,25,451,62,145
2025-07-02,TT_GB_S07_AWR_HERO_LAUNCH_20250702,TI13445,awareness,GB,DEEPAL S07,147966,2127,0.014375,6.83,1010.76,84425,0.5706,11.4,322,132,1013,361,1316
2025-07-03,TT_GB_S07_AWR_COMPARISON_20250703,TI77766,awareness,GB,DEEPAL S07,16680,294,0.017626,5.24,87.46,10314,0.6183,13.0,15,5,53,16,99
2025-07-03,TT_GB_S07_AWR_DEALER_LOCATOR_20250703,TI63769,awareness,GB,DEEPAL S07,25830,439,0.016996,8.39,216.6,14103,0.546,5.0,112,39,145,82,170
2025-07-03,TT_GB_S07_AWR_DEALER_LOCATOR_20250703,TI97464,awareness,GB,DEEPAL S07,170893,1007,0.005893,6.04,1032.32,123455,0.7224,4.2,653,292,719,195,348
2025-07-03,TT_GB_S07_AWR_DEALER_LOCATOR_20250703,TI18301,awareness,GB,DEEPAL S07,114169,1929,0.016896,9.3,1061.71,79315,0.6947,14.1,346,122,554,174,1231
2025-07-03,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250703,TI25599,awareness,GB,DEEPAL S07,1012,12,0.011858,9.7,9.82,696,0.6877,9.8,3,1,14,1,4
2025-07-04,TT_GB_S07_AWR_HERO_LAUNCH_20250704,TI65501,awareness,GB,DEEPAL S07,283021,2516,0.00889,4.2,1188.45,124448,0.4397,13.0,818,265,2533,202,768
2025-07-04,TT_GB_S07_AWR_DEALER_LOCATOR_20250704,TI30316,awareness,GB,DEEPAL S07,17408,98,0.00563,9.7,168.89,11910,0.6842,6.7,36,6,269,11,61
2025-07-04,TT_GB_S07_AWR_HERO_LAUNCH_20250704,TI46738,awareness,GB,DEEPAL S07,64805,590,0.009104,7.02,454.93,31660,0.4885,8.0,215,20,568,58,301
2025-07-04,TT_GB_S07_AWR_AWARD_WINNER_20250704,TI62781,awareness,GB,DEEPAL S07,101359,930,0.009175,5.75,582.54,65176,0.643,14.9,194,165,456,142,532
2025-07-04,TT_GB_S07_AWR_AWARD_WINNER_20250704,TI27268,awareness,GB,DEEPAL S07,19486,344,0.017654,6.57,128.07,8797,0.4515,12.0,9,7,82,25,150
2025-07-05,TT_GB_S07_AWR_AWARD_WINNER_20250705,TI16190,awareness,GB,DEEPAL S07,190328,3397,0.017848,6.86,1305.97,119064,0.6256,13.9,647,160,1567,279,1296
2025-07-05,TT_GB_S07_AWR_HERO_LAUNCH_20250705,TI45517,awareness,GB,DEEPAL S07,12553,196,0.015614,5.71,71.66,6528,0.52,12.1,20,6,147,35,81
2025-07-05,TT_GB_S07_AWR_RESERVATION_CTA_20250705,TI40164,awareness,GB,DEEPAL S07,19904,301,0.015123,6.65,132.32,11035,0.5544,8.6,49,8,217,40,167
2025-07-05,TT_GB_S07_AWR_HERO_LAUNCH_20250705,TI59765,awareness,GB,DEEPAL S07,6091,48,0.00788,8.72,53.13,2700,0.4433,6.3,20,2,61,9,20
2025-07-05,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250705,TI15216,awareness,GB,DEEPAL S07,109331,1959,0.017918,4.94,540.28,64873,0.5934,7.8,347,186,556,155,1323
2025-07-06,TT_GB_S07_AWR_HERO_LAUNCH_20250706,TI54379,awareness,GB,DEEPAL S07,7923,71,0.008961,9.89,78.39,3297,0.4161,11.2,18,9,56,11,23
2025-07-06,TT_GB_S07_AWR_HERO_LAUNCH_20250706,TI48958,awareness,GB,DEEPAL S07,208555,2345,0.011244,4.31,898.64,98021,0.47,10.7,593,251,1733,241,1470
2025-07-06,TT_GB_S07_AWR_RESERVATION_CTA_20250706,TI51335,awareness,GB,DEEPAL S07,161066,1353,0.0084,4.01,646.29,72704,0.4514,12.1,118,202,1145,219,656
2025-07-06,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250706,TI12312,awareness,GB,DEEPAL S07,29357,176,0.005995,9.48,278.36,12627,0.4301,13.2,100,13,277,26,111
2025-07-06,TT_GB_S07_AWR_LIFESTYLE_20250706,TI62164,awareness,GB,DEEPAL S07,10892,147,0.013496,8.23,89.62,5264,0.4833,7.3,41,8,71,19,69
2025-07-07,TT_GB_S07_AWR_PRICE_REVEAL_20250707,TI70753,awareness,GB,DEEPAL S07,51241,536,0.01046,9.26,474.45,26374,0.5147,4.4,47,56,474,42,320
2025-07-07,TT_GB_S07_AWR_TESTIMONIAL_20250707,TI48788,awareness,GB,DEEPAL S07,86355,1355,0.015691,7.93,685.08,35351,0.4094,10.3,274,38,364,253,767
2025-07-07,TT_GB_S07_AWR_COMPARISON_20250707,TI29951,awareness,GB,DEEPAL S07,140783,2050,0.014561,8.5,1196.53,68615,0.4874,9.0,531,68,851,373,825
2025-07-07,TT_GB_S07_AWR_PRODUCT_FEATURES_20250707,TI82133,awareness,GB,DEEPAL S07,6468,77,0.011905,6.3,40.77,4339,0.6708,14.0,28,2,70,6,44
2025-07-07,TT_GB_S07_AWR_HERO_LAUNCH_20250707,TI91884,awareness,GB,DEEPAL S07,42174,319,0.007564,4.69,197.62,20272,0.4807,13.6,104,52,497,61,101
2025-07-08,TT_GB_S07_AWR_LIFESTYLE_20250708,TI68924,awareness,GB,DEEPAL S07,27812,223,0.008018,4.52,125.7,12089,0.4347,14.8,89,12,270,17,97
2025-07-08,TT_GB_S07_AWR_PRICE_REVEAL_20250708,TI94859,awareness,GB,DEEPAL S07,176198,2980,0.016913,8.41,1482.21,100934,0.5728,10.8,303,273,2172,468,1408
2025-07-08,TT_GB_S07_AWR_COMPARISON_20250708,TI78608,awareness,GB,DEEPAL S07,62422,702,0.011246,4.01,250.59,43220,0.6924,11.3,284,22,260,130,359
2025-07-08,TT_GB_S07_AWR_HERO_LAUNCH_20250708,TI71950,awareness,GB,DEEPAL S07,7151,47,0.006573,7.89,56.44,3367,0.4708,14.5,4,9,31,3,26
2025-07-08,TT_GB_S07_AWR_PRICE_REVEAL_20250708,TI48065,awareness,GB,DEEPAL S07,82503,632,0.00766,6.87,566.57,35060,0.425,4.9,271,36,583,111,410
2025-07-09,TT_GB_S07_AWR_RESERVATION_CTA_20250709,TI97813,awareness,GB,DEEPAL S07,33025,327,0.009902,4.29,141.78,20414,0.6181,11.9,118,58,217,59,174
2025-07-09,TT_GB_S07_AWR_HERO_LAUNCH_20250709,TI79291,awareness,GB,DEEPAL S07,225251,4031,0.017896,5.18,1166.44,166788,0.7405,13.9,560,383,3723,230,2133
2025-07-09,TT_GB_S07_AWR_LIFESTYLE_20250709,TI32752,awareness,GB,DEEPAL S07,51776,927,0.017904,8.81,456.37,21598,0.4171,3.1,164,12,210,180,422
2025-07-09,TT_GB_S07_AWR_AWARD_WINNER_20250709,TI11332,awareness,GB,DEEPAL S07,11094,98,0.008834,9.5,105.43,6788,0.6119,14.4,9,6,135,16,46
2025-07-09,TT_GB_S07_AWR_DEALER_LOCATOR_20250709,TI70449,awareness,GB,DEEPAL S07,44641,775,0.017361,8.36,373.35,29325,0.6569,6.5,149,59,316,85,381
2025-07-10,TT_GB_S07_AWR_RESERVATION_CTA_20250710,TI51709,awareness,GB,DEEPAL S07,237373,2989,0.012592,7.18,1704.78,98419,0.4146,4.1,706,164,705,522,1406
2025-07-10,TT_GB_S07_AWR_DEALER_LOCATOR_20250710,TI53558,awareness,GB,DEEPAL S07,53240,493,0.00926,7.51,400.0,23568,0.4427,8.0,179,16,475,44,305
2025-07-10,TT_GB_S07_AWR_COMPARISON_20250710,TI61143,awareness,GB,DEEPAL S07,12417,101,0.008134,7.22,89.7,7009,0.5645,14.0,24,14,118,10,46
2025-07-10,TT_GB_S07_AWR_AWARD_WINNER_20250710,TI94492,awareness,GB,DEEPAL S07,6543,77,0.011768,7.37,48.24,3758,0.5744,7.4,4,6,77,6,47
2025-07-10,TT_GB_S07_AWR_HERO_LAUNCH_20250710,TI95090,awareness,GB,DEEPAL S07,862,11,0.012761,5.95,5.13,555,0.6439,7.3,1,1,5,2,5
2025-07-11,TT_GB_S07_AWR_DEALER_LOCATOR_20250711,TI70426,awareness,GB,DEEPAL S07,77956,898,0.011519,9.75,759.93,33921,0.4351,12.5,150,82,498,62,610
2025-07-11,TT_GB_S07_AWR_PRODUCT_FEATURES_20250711,TI43714,awareness,GB,DEEPAL S07,15183,253,0.016663,8.73,132.61,10614,0.6991,12.0,51,13,239,43,85
2025-07-11,TT_GB_S07_AWR_HERO_LAUNCH_20250711,TI55156,awareness,GB,DEEPAL S07,277994,4697,0.016896,5.23,1454.43,188837,0.6793,13.7,1478,498,3122,493,3066
2025-07-11,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250711,TI22679,awareness,GB,DEEPAL S07,9247,134,0.014491,5.34,49.36,6523,0.7054,6.0,38,4,78,19,64
2025-07-11,TT_GB_S07_AWR_PRODUCT_FEATURES_20250711,TI92371,awareness,GB,DEEPAL S07,18302,110,0.00601,6.43,117.6,11050,0.6038,14.3,60,29,89,14,50
2025-07-12,TT_GB_S07_AWR_PRICE_REVEAL_20250712,TI14805,awareness,GB,DEEPAL S07,78712,960,0.012196,9.06,712.88,34182,0.4343,11.9,36,30,744,93,505
2025-07-12,TT_GB_S07_AWR_LIFESTYLE_20250712,TI49833,awareness,GB,DEEPAL S07,108527,1558,0.014356,6.14,666.36,78161,0.7202,4.9,341,169,994,290,992
2025-07-12,TT_GB_S07_AWR_HERO_LAUNCH_20250712,TI67109,awareness,GB,DEEPAL S07,1090,14,0.012844,4.11,4.48,470,0.4312,4.0,2,1,7,0,8
2025-07-12,TT_GB_S07_AWR_DEALER_LOCATOR_20250712,TI67261,awareness,GB,DEEPAL S07,71188,362,0.005085,7.74,550.78,33044,0.4642,3.4,194,93,233,70,182
2025-07-12,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250712,TI65500,awareness,GB,DEEPAL S07,3267,32,0.009795,5.35,17.49,2337,0.7153,3.8,5,5,47,2,12
2025-07-13,TT_GB_S07_AWR_PRODUCT_FEATURES_20250713,TI74556,awareness,GB,DEEPAL S07,118722,601,0.005062,4.98,591.78,61235,0.5158,13.0,217,45,1348,48,227
2025-07-13,TT_GB_S07_AWR_HERO_LAUNCH_20250713,TI63609,awareness,GB,DEEPAL S07,26675,275,0.010309,7.3,194.6,11165,0.4186,12.3,52,9,233,49,139
2025-07-13,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250713,TI63220,awareness,GB,DEEPAL S07,41128,339,0.008243,8.65,355.61,22620,0.55,6.3,119,34,503,41,156
2025-07-13,TT_GB_S07_AWR_PRODUCT_FEATURES_20250713,TI41136,awareness,GB,DEEPAL S07,25191,308,0.012227,8.16,205.49,10225,0.4059,7.7,27,25,246,58,137
2025-07-13,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250713,TI42697,awareness,GB,DEEPAL S07,39959,379,0.009485,8.96,358.18,17447,0.4366,12.3,123,14,377,40,262
2025-07-14,TT_GB_S07_AWR_AWARD_WINNER_20250714,TI20078,awareness,GB,DEEPAL S07,92860,1340,0.01443,7.24,672.76,62029,0.668,11.4,192,140,1247,182,498
2025-07-14,TT_GB_S07_AWR_HERO_LAUNCH_20250714,TI92488,awareness,GB,DEEPAL S07,64419,432,0.006706,7.5,482.87,35799,0.5557,7.3,137,30,603,67,227
2025-07-14,TT_GB_S07_AWR_PRICE_REVEAL_20250714,TI49206,awareness,GB,DEEPAL S07,26833,255,0.009503,5.05,135.47,16627,0.6196,12.5,128,18,320,25,160
2025-07-14,TT_GB_S07_AWR_DEALER_LOCATOR_20250714,TI84984,awareness,GB,DEEPAL S07,51238,386,0.007533,9.79,501.85,25095,0.4898,6.4,154,26,164,25,159
2025-07-14,TT_GB_S07_AWR_LIFESTYLE_20250714,TI59423,awareness,GB,DEEPAL S07,139105,1263,0.009079,6.49,902.18,93665,0.6733,10.7,679,182,1232,213,861
2025-07-15,TT_GB_S07_AWR_PRODUCT_FEATURES_20250715,TI38359,awareness,GB,DEEPAL S07,35433,573,0.016171,8.85,313.47,19660,0.5548,9.8,130,32,148,58,244
2025-07-15,TT_GB_S07_AWR_COMPARISON_20250715,TI39056,awareness,GB,DEEPAL S07,21781,367,0.01685,7.42,161.72,14667,0.6734,6.2,46,34,313,37,143
2025-07-15,TT_GB_S07_AWR_LIFESTYLE_20250715,TI91408,awareness,GB,DEEPAL S07,96978,1287,0.013271,4.07,395.16,44034,0.4541,5.9,340,124,814,71,551
2025-07-15,TT_GB_S07_AWR_HERO_LAUNCH_20250715,TI13051,awareness,GB,DEEPAL S07,50689,546,0.010772,6.77,343.05,24765,0.4886,6.7,79,48,431,57,341
2025-07-15,TT_GB_S07_AWR_RESERVATION_CTA_20250715,TI45199,awareness,GB,DEEPAL S07,190795,2295,0.012029,4.48,854.43,107996,0.566,4.7,413,137,1477,226,1081
2025-07-16,TT_GB_S07_AWR_RESERVATION_CTA_20250716,TI92235,awareness,GB,DEEPAL S07,9741,96,0.009855,5.9,57.47,4547,0.4668,10.0,21,10,38,9,42
2025-07-16,TT_GB_S07_AWR_PRODUCT_FEATURES_20250716,TI32659,awareness,GB,DEEPAL S07,768,9,0.011719,8.52,6.54,366,0.4766,13.5,1,0,2,0,3
2025-07-16,TT_GB_S07_AWR_PRODUCT_FEATURES_20250716,TI98698,awareness,GB,DEEPAL S07,12833,155,0.012078,5.17,66.3,6879,0.536,12.4,9,14,54,12,64
2025-07-16,TT_GB_S07_AWR_PRICE_REVEAL_20250716,TI55489,awareness,GB,DEEPAL S07,339056,4324,0.012753,6.36,2154.84,254242,0.7499,3.6,1188,525,1579,800,2997
2025-07-16,TT_GB_S07_AWR_RESERVATION_CTA_20250716,TI36818,awareness,GB,DEEPAL S07,3969,47,0.011842,7.3,28.98,2932,0.7387,4.7,11,8,18,4,31
2025-07-17,TT_GB_S07_AWR_LIFESTYLE_20250717,TI58395,awareness,GB,DEEPAL S07,11168,80,0.007163,9.75,108.95,6379,0.5712,12.5,43,6,80,6,45
2025-07-17,TT_GB_S07_AWR_RESERVATION_CTA_20250717,TI89573,awareness,GB,DEEPAL S07,110772,1620,0.014625,4.13,457.51,51495,0.4649,3.1,410,51,1187,102,736
2025-07-17,TT_GB_S07_AWR_PRICE_REVEAL_20250717,TI83097,awareness,GB,DEEPAL S07,159195,987,0.0062,6.48,1031.92,67078,0.4214,8.7,350,47,907,129,541
2025-07-17,TT_GB_S07_AWR_HERO_LAUNCH_20250717,TI75387,awareness,GB,DEEPAL S07,113256,1019,0.008997,4.14,469.15,64007,0.5652,12.4,441,113,1134,144,563
2025-07-17,TT_GB_S07_AWR_RESERVATION_CTA_20250717,TI14519,awareness,GB,DEEPAL S07,89093,1293,0.014513,5.53,492.6,61726,0.6928,8.9,234,175,1107,175,398
2025-07-18,TT_GB_S07_AWR_RESERVATION_CTA_20250718,TI80563,awareness,GB,DEEPAL S07,85755,1035,0.012069,4.0,343.42,45075,0.5256,14.5,225,97,831,119,370
2025-07-18,TT_GB_S07_AWR_LIFESTYLE_20250718,TI14476,awareness,GB,DEEPAL S07,31848,167,0.005244,5.52,175.66,19754,0.6203,12.4,61,41,115,24,56
2025-07-18,TT_GB_S07_AWR_DEALER_LOCATOR_20250718,TI22532,awareness,GB,DEEPAL S07,26688,472,0.017686,6.64,177.33,13145,0.4925,10.2,33,30,249,70,236
2025-07-18,TT_GB_S07_AWR_DEALER_LOCATOR_20250718,TI48415,awareness,GB,DEEPAL S07,66126,1091,0.016499,7.99,528.58,47994,0.7258,7.4,266,55,1184,190,517
2025-07-18,TT_GB_S07_AWR_PRICE_REVEAL_20250718,TI44863,awareness,GB,DEEPAL S07,148441,2663,0.01794,7.51,1115.11,61930,0.4172,10.2,297,48,964,340,1174
2025-07-19,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250719,TI80816,awareness,GB,DEEPAL S07,60057,424,0.00706,6.96,417.95,35502,0.5911,7.5,224,53,640,65,282
2025-07-19,TT_GB_S07_AWR_DEALER_LOCATOR_20250719,TI38479,awareness,GB,DEEPAL S07,31911,384,0.012033,9.95,317.67,19877,0.6229,4.0,111,21,285,73,209
2025-07-19,TT_GB_S07_AWR_PRODUCT_FEATURES_20250719,TI80216,awareness,GB,DEEPAL S07,5821,48,0.008246,7.72,44.94,3636,0.6246,13.6,9,10,62,7,24
2025-07-19,TT_GB_S07_AWR_LIFESTYLE_20250719,TI53680,awareness,GB,DEEPAL S07,97696,1749,0.017902,8.73,853.04,67791,0.6939,4.5,164,50,1422,153,540
2025-07-19,TT_GB_S07_AWR_TESTIMONIAL_20250719,TI72247,awareness,GB,DEEPAL S07,47876,543,0.011342,4.47,214.07,33156,0.6925,4.6,264,53,231,48,344
2025-07-20,TT_GB_S07_AWR_LIFESTYLE_20250720,TI55985,awareness,GB,DEEPAL S07,5984,30,0.005013,4.67,27.97,3856,0.6444,3.3,14,4,58,5,18
2025-07-20,TT_GB_S07_AWR_DEALER_LOCATOR_20250720,TI67508,awareness,GB,DEEPAL S07,7032,66,0.009386,8.89,62.51,4552,0.6473,9.8,24,8,87,5,22
2025-07-20,TT_GB_S07_AWR_LIFESTYLE_20250720,TI96023,awareness,GB,DEEPAL S07,66082,1122,0.016979,4.71,311.52,46332,0.7011,12.3,51,35,947,171,700
2025-07-20,TT_GB_S07_AWR_COMPARISON_20250720,TI50264,awareness,GB,DEEPAL S07,103276,1469,0.014224,8.03,828.9,72150,0.6986,4.0,179,185,692,266,557
2025-07-20,TT_GB_S07_AWR_COMPARISON_20250720,TI23249,awareness,GB,DEEPAL S07,77775,978,0.012575,6.2,481.84,38995,0.5014,13.3,53,66,708,77,640
2025-07-21,TT_GB_S07_AWR_DEALER_LOCATOR_20250721,TI98414,awareness,GB,DEEPAL S07,146243,1308,0.008944,4.02,588.14,90884,0.6215,14.8,628,209,882,259,535
2025-07-21,TT_GB_S07_AWR_PRICE_REVEAL_20250721,TI42142,awareness,GB,DEEPAL S07,74015,727,0.009822,9.53,705.16,46201,0.6242,3.5,102,73,1141,109,494
2025-07-21,TT_GB_S07_AWR_HERO_LAUNCH_20250721,TI14677,awareness,GB,DEEPAL S07,4452,67,0.015049,6.11,27.2,2643,0.5937,14.5,16,4,38,11,45
2025-07-21,TT_GB_S07_AWR_RESERVATION_CTA_20250721,TI46050,awareness,GB,DEEPAL S07,120480,1227,0.010184,5.08,611.85,73256,0.608,8.0,438,83,810,80,556
2025-07-21,TT_GB_S07_AWR_COMPARISON_20250721,TI75079,awareness,GB,DEEPAL S07,90376,1083,0.011983,4.58,414.28,57022,0.6309,10.8,320,100,955,72,332
2025-07-22,TT_GB_S07_AWR_TESTIMONIAL_20250722,TI80091,awareness,GB,DEEPAL S07,14685,85,0.005788,4.31,63.26,10337,0.7039,13.6,45,19,136,13,34
2025-07-22,TT_GB_S07_AWR_TESTIMONIAL_20250722,TI53402,awareness,GB,DEEPAL S07,231127,1339,0.005793,4.43,1024.68,127112,0.55,7.3,554,147,2276,223,522
2025-07-22,TT_GB_S07_AWR_HERO_LAUNCH_20250722,TI69505,awareness,GB,DEEPAL S07,64134,808,0.012599,8.27,530.47,30106,0.4694,5.6,168,89,566,83,347
2025-07-22,TT_GB_S07_AWR_RESERVATION_CTA_20250722,TI60672,awareness,GB,DEEPAL S07,6919,109,0.015754,8.68,60.03,4823,0.6971,14.5,8,11,116,15,64
2025-07-22,TT_GB_S07_AWR_HERO_LAUNCH_20250722,TI10226,awareness,GB,DEEPAL S07,95618,1598,0.016712,6.29,601.19,42117,0.4405,14.5,79,55,317,290,1109
2025-07-23,TT_GB_S07_AWR_HERO_LAUNCH_20250723,TI55610,awareness,GB,DEEPAL S07,3554,17,0.004783,6.98,24.82,2616,0.7361,8.0,9,5,51,0,9
2025-07-23,TT_GB_S07_AWR_HERO_LAUNCH_20250723,TI93768,awareness,GB,DEEPAL S07,16109,232,0.014402,6.73,108.46,8681,0.5389,5.2,63,7,199,24,111
