date,campaign_name,campaign_id,objective,market,model,impressions,clicks,ctr,cpm,cpc,spend,leads,cost_per_lead,social_actions,follower_gains,company_page_clicks
2025-05-11,LI_GB_S07_AWR_CONQUEST_TESLA_20250511,LI19687,awareness,GB,DEEPAL S07,4144,25,0.006033,43.76,7.26,181.39,0,0.0,18,1,3
2025-05-12,LI_GB_S07_AWR_PREMIUM_AUTO_20250512,LI82619,awareness,GB,DEEPAL S07,22537,202,0.008963,22.17,2.47,499.7,0,0.0,73,2,15
2025-05-12,LI_GB_S07_AWR_ECO_CONSCIOUS_20250512,LI34003,awareness,GB,DEEPAL S07,3043,18,0.005915,20.82,3.52,63.36,0,0.0,4,0,1
2025-05-12,LI_GB_S07_AWR_FAMILY_BUYERS_20250512,LI71533,awareness,GB,DEEPAL S07,15584,48,0.00308,25.25,8.2,393.58,0,0.0,69,3,2
2025-05-13,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250513,LI84670,awareness,GB,DEEPAL S07,3386,23,0.006793,34.64,5.1,117.33,0,0.0,12,0,2
2025-05-13,LI_GB_S07_AWR_FAMILY_BUYERS_20250513,LI72739,awareness,GB,DEEPAL S07,14370,67,0.004662,25.69,5.51,369.23,0,0.0,53,1,8
2025-05-13,LI_GB_S07_AWR_CONQUEST_TESLA_20250513,LI94940,awareness,GB,DEEPAL S07,19064,177,0.009285,26.9,2.9,512.76,0,0.0,94,8,24
2025-05-14,LI_GB_S07_AWR_ENGAGED_VIEWERS_20250514,LI84961,awareness,GB,DEEPAL S07,17730,149,0.008404,35.59,4.24,631.11,0,0.0,47,1,8
2025-05-14,LI_GB_S07_AWR_CONQUEST_BMW_20250514,LI31896,awareness,GB,DEEPAL S07,3260,10,0.003067,35.75,11.66,116.57,0,0.0,11,1,0
2025-05-14,LI_GB_S07_AWR_CONQUEST_BMW_20250514,LI14440,awareness,GB,DEEPAL S07,3354,29,0.008646,37.78,4.37,126.72,0,0.0,7,0,4
2025-05-15,LI_GB_S07_AWR_PREMIUM_AUTO_20250515,LI26793,awareness,GB,DEEPAL S07,640,2,0.003125,44.72,14.32,28.64,0,0.0,1,0,0
2025-05-15,LI_GB_S07_AWR_EV_INTENDERS_20250515,LI55386,awareness,GB,DEEPAL S07,19195,191,0.009951,34.08,3.43,654.29,0,0.0,20,0,25
2025-05-15,LI_GB_S07_AWR_CONQUEST_BMW_20250515,LI80360,awareness,GB,DEEPAL S07,4357,42,0.00964,42.03,4.36,183.14,0,0.0,20,1,3
2025-05-16,LI_GB_S07_AWR_CONQUEST_AUDI_20250516,LI68981,awareness,GB,DEEPAL S07,10440,93,0.008908,30.65,3.44,320.02,0,0.0,14,0,7
2025-05-16,LI_GB_S07_AWR_CONQUEST_BMW_20250516,LI35522,awareness,GB,DEEPAL S07,22535,88,0.003905,22.94,5.88,517.02,0,0.0,28,1,7
2025-05-16,LI_GB_S07_AWR_EV_INTENDERS_20250516,LI79995,awareness,GB,DEEPAL S07,3609,19,0.005265,37.77,7.17,136.32,0,0.0,16,0,1
2025-05-17,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250517,LI50706,awareness,GB,DEEPAL S07,892,6,0.006726,27.36,4.07,24.43,0,0.0,4,0,0
2025-05-17,LI_GB_S07_AWR_FLEET_MANAGERS_20250517,LI49225,awareness,GB,DEEPAL S07,4872,44,0.009031,44.45,4.92,216.58,0,0.0,11,0,6
2025-05-17,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250517,LI44737,awareness,GB,DEEPAL S07,7764,61,0.007857,27.68,3.52,214.92,0,0.0,34,3,5
2025-05-18,LI_GB_S07_AWR_CONQUEST_TESLA_20250518,LI63723,awareness,GB,DEEPAL S07,225,1,0.004444,39.49,8.89,8.89,0,0.0,0,0,0
2025-05-18,LI_GB_S07_AWR_EV_INTENDERS_20250518,LI28929,awareness,GB,DEEPAL S07,11315,61,0.005391,42.43,7.87,480.08,0,0.0,16,1,3
2025-05-18,LI_GB_S07_AWR_PREMIUM_AUTO_20250518,LI62413,awareness,GB,DEEPAL S07,303,2,0.006601,23.54,3.57,7.14,0,0.0,1,0,0
2025-05-19,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250519,LI92310,awareness,GB,DEEPAL S07,12458,96,0.007706,32.11,4.17,400.01,0,0.0,17,1,8
2025-05-19,LI_GB_S07_AWR_FLEET_MANAGERS_20250519,LI22749,awareness,GB,DEEPAL S07,717,5,0.006974,34.07,4.89,24.46,0,0.0,1,0,0
2025-05-19,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250519,LI45722,awareness,GB,DEEPAL S07,16253,121,0.007445,32.18,4.32,522.99,0,0.0,30,2,12
2025-05-20,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250520,LI71158,awareness,GB,DEEPAL S07,20055,87,0.004338,37.44,8.63,750.87,0,0.0,55,1,11
2025-05-20,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250520,LI37084,awareness,GB,DEEPAL S07,1361,12,0.008817,35.08,3.98,47.75,0,0.0,3,0,1
2025-05-20,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250520,LI50118,awareness,GB,DEEPAL S07,3423,30,0.008764,43.75,4.99,149.77,0,0.0,10,0,3
2025-05-21,LI_GB_S07_AWR_FAMILY_BUYERS_20250521,LI23813,awareness,GB,DEEPAL S07,20276,133,0.006559,29.52,4.5,598.62,0,0.0,59,2,11
2025-05-21,LI_GB_S07_AWR_ECO_CONSCIOUS_20250521,LI79283,awareness,GB,DEEPAL S07,4001,31,0.007748,29.65,3.83,118.67,0,0.0,15,0,4
2025-05-21,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250521,LI55991,awareness,GB,DEEPAL S07,4741,27,0.005695,31.81,5.59,150.85,0,0.0,11,0,3
2025-05-22,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250522,LI69599,awareness,GB,DEEPAL S07,5855,28,0.004782,37.38,7.82,218.87,0,0.0,7,0,1
2025-05-22,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250522,LI84350,awareness,GB,DEEPAL S07,1988,14,0.007042,28.2,4.01,56.09,0,0.0,2,0,1
2025-05-22,LI_GB_S07_AWR_CONQUEST_TESLA_20250522,LI28087,awareness,GB,DEEPAL S07,16133,143,0.008864,35.3,3.98,569.59,0,0.0,54,1,16
2025-05-23,LI_GB_S07_AWR_SITE_VISITORS_20250523,LI35346,awareness,GB,DEEPAL S07,3749,22,0.005868,27.43,4.68,102.86,0,0.0,4,0,2
2025-05-23,LI_GB_S07_AWR_ECO_CONSCIOUS_20250523,LI33939,awareness,GB,DEEPAL S07,39099,119,0.003044,20.71,6.8,809.71,0,0.0,96,4,16
2025-05-23,LI_GB_S07_AWR_ECO_CONSCIOUS_20250523,LI46542,awareness,GB,DEEPAL S07,848,3,0.003538,43.92,12.42,37.27,0,0.0,2,0,0
2025-05-24,LI_GB_S07_AWR_PREMIUM_AUTO_20250524,LI80656,awareness,GB,DEEPAL S07,5500,21,0.003818,24.58,6.44,135.22,0,0.0,7,0,1
2025-05-24,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250524,LI66038,awareness,GB,DEEPAL S07,7048,37,0.00525,41.13,7.84,289.92,0,0.0,29,1,2
2025-05-24,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250524,LI14480,awareness,GB,DEEPAL S07,3315,15,0.004525,28.02,6.19,92.9,0,0.0,14,0,1
2025-05-25,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250525,LI98830,awareness,GB,DEEPAL S07,3607,30,0.008317,33.17,3.99,119.63,0,0.0,17,1,3
2025-05-25,LI_GB_S07_AWR_CONQUEST_AUDI_20250525,LI16883,awareness,GB,DEEPAL S07,29,1,0.034483,29.61,0.87,0.87,0,0.0,0,0,0
2025-05-25,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250525,LI60594,awareness,GB,DEEPAL S07,10613,88,0.008292,33.55,4.05,356.13,0,0.0,47,3,9
2025-05-26,LI_GB_S07_AWR_EV_INTENDERS_20250526,LI99041,awareness,GB,DEEPAL S07,8357,80,0.009573,33.52,3.5,280.13,0,0.0,27,1,8
2025-05-26,LI_GB_S07_AWR_CONQUEST_BMW_20250526,LI63237,awareness,GB,DEEPAL S07,13984,124,0.008867,22.74,2.56,317.99,0,0.0,34,2,16
2025-05-26,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250526,LI78604,awareness,GB,DEEPAL S07,4045,40,0.009889,44.95,4.55,181.84,0,0.0,12,0,3
2025-05-27,LI_GB_S07_AWR_ENGAGED_VIEWERS_20250527,LI80345,awareness,GB,DEEPAL S07,7503,74,0.009863,25.74,2.61,193.13,0,0.0,33,2,5
2025-05-27,LI_GB_S07_AWR_ENGAGED_VIEWERS_20250527,LI79229,awareness,GB,DEEPAL S07,10606,97,0.009146,23.37,2.56,247.87,0,0.0,46,3,11
2025-05-27,LI_GB_S07_AWR_CONQUEST_TESLA_20250527,LI59282,awareness,GB,DEEPAL S07,11746,62,0.005278,37.89,7.18,445.01,0,0.0,34,2,9
2025-05-28,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250528,LI71965,awareness,GB,DEEPAL S07,8343,65,0.007791,22.94,2.94,191.41,0,0.0,40,2,8
2025-05-28,LI_GB_S07_AWR_FAMILY_BUYERS_20250528,LI95271,awareness,GB,DEEPAL S07,5492,35,0.006373,37.87,5.94,207.99,0,0.0,7,0,4
2025-05-28,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250528,LI15337,awareness,GB,DEEPAL S07,12137,79,0.006509,36.76,5.65,446.24,0,0.0,44,3,5
2025-05-29,LI_GB_S07_AWR_ECO_CONSCIOUS_20250529,LI44409,awareness,GB,DEEPAL S07,6367,63,0.009895,23.94,2.42,152.45,0,0.0,11,0,6
2025-05-29,LI_GB_S07_AWR_FLEET_MANAGERS_20250529,LI31059,awareness,GB,DEEPAL S07,20237,68,0.00336,30.08,8.95,608.82,0,0.0,23,0,4
2025-05-29,LI_GB_S07_AWR_CONQUEST_BMW_20250529,LI42766,awareness,GB,DEEPAL S07,510,4,0.007843,25.24,3.22,12.88,0,0.0,0,0,0
2025-05-30,LI_GB_S07_AWR_ENGAGED_VIEWERS_20250530,LI70668,awareness,GB,DEEPAL S07,11528,104,0.009022,35.03,3.88,403.85,0,0.0,24,1,13
2025-05-30,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250530,LI66806,awareness,GB,DEEPAL S07,3385,19,0.005613,42.56,7.58,144.1,0,0.0,10,0,2
2025-05-30,LI_GB_S07_AWR_CONQUEST_TESLA_20250530,LI32446,awareness,GB,DEEPAL S07,6036,41,0.006793,42.15,6.21,254.47,0,0.0,29,1,5
2025-05-31,LI_GB_S07_AWR_CONQUEST_BMW_20250531,LI86846,awareness,GB,DEEPAL S07,12344,122,0.009883,22.85,2.31,282.08,0,0.0,39,2,7
2025-05-31,LI_GB_S07_AWR_SITE_VISITORS_20250531,LI90495,awareness,GB,DEEPAL S07,3411,10,0.002932,29.84,10.18,101.79,0,0.0,5,0,1
2025-05-31,LI_GB_S07_AWR_ECO_CONSCIOUS_20250531,LI32617,awareness,GB,DEEPAL S07,3492,24,0.006873,22.41,3.26,78.27,0,0.0,10,0,1
2025-06-01,LI_GB_S07_AWR_EV_INTENDERS_20250601,LI94628,awareness,GB,DEEPAL S07,5621,29,0.005159,31.89,6.18,179.29,0,0.0,10,0,2
2025-06-01,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250601,LI32651,awareness,GB,DEEPAL S07,2134,17,0.007966,44.44,5.58,94.86,0,0.0,8,0,0
2025-06-01,LI_GB_S07_AWR_CONQUEST_TESLA_20250601,LI80815,awareness,GB,DEEPAL S07,11638,97,0.008335,24.59,2.95,286.17,0,0.0,32,1,8
2025-06-02,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250602,LI59460,awareness,GB,DEEPAL S07,10123,92,0.009088,40.72,4.48,412.21,0,0.0,45,2,13
2025-06-02,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250602,LI55229,awareness,GB,DEEPAL S07,6188,43,0.006949,36.51,5.25,225.94,0,0.0,30,1,5
2025-06-02,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250602,LI46778,awareness,GB,DEEPAL S07,12271,87,0.00709,28.98,4.09,355.65,0,0.0,37,3,6
2025-06-03,LI_GB_S07_AWR_EV_INTENDERS_20250603,LI93288,awareness,GB,DEEPAL S07,25848,204,0.007892,39.03,4.95,1008.89,0,0.0,31,2,19
2025-06-03,LI_GB_S07_AWR_EV_INTENDERS_20250603,LI59297,awareness,GB,DEEPAL S07,1079,10,0.009268,29.67,3.2,32.02,0,0.0,4,0,1
2025-06-03,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250603,LI46723,awareness,GB,DEEPAL S07,1868,8,0.004283,36.8,8.59,68.76,0,0.0,7,0,0
2025-06-04,LI_GB_S07_AWR_FAMILY_BUYERS_20250604,LI99548,awareness,GB,DEEPAL S07,20952,98,0.004677,40.32,8.62,844.77,0,0.0,26,2,6
2025-06-04,LI_GB_S07_AWR_FAMILY_BUYERS_20250604,LI86962,awareness,GB,DEEPAL S07,2666,9,0.003376,43.63,12.93,116.35,0,0.0,5,0,1
2025-06-04,LI_GB_S07_AWR_FLEET_MANAGERS_20250604,LI64526,awareness,GB,DEEPAL S07,2774,14,0.005047,28.49,5.65,79.04,0,0.0,4,0,1
2025-06-05,LI_GB_S07_AWR_FAMILY_BUYERS_20250605,LI80005,awareness,GB,DEEPAL S07,10610,102,0.009614,34.71,3.61,368.34,0,0.0,48,2,13
2025-06-05,LI_GB_S07_AWR_FLEET_MANAGERS_20250605,LI75785,awareness,GB,DEEPAL S07,15773,152,0.009637,30.71,3.19,484.42,0,0.0,59,5,13
2025-06-05,LI_GB_S07_AWR_FAMILY_BUYERS_20250605,LI10901,awareness,GB,DEEPAL S07,11516,84,0.007294,22.98,3.15,264.66,0,0.0,30,2,7
2025-06-06,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250606,LI53012,awareness,GB,DEEPAL S07,13655,46,0.003369,44.67,13.26,610.04,0,0.0,50,1,2
2025-06-06,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250606,LI42271,awareness,GB,DEEPAL S07,9659,35,0.003624,26.65,7.36,257.43,0,0.0,24,1,2
2025-06-06,LI_GB_S07_AWR_ECO_CONSCIOUS_20250606,LI57178,awareness,GB,DEEPAL S07,2345,22,0.009382,42.66,4.55,100.06,0,0.0,9,0,2
2025-06-07,LI_GB_S07_AWR_CONQUEST_TESLA_20250607,LI84986,awareness,GB,DEEPAL S07,5377,35,0.006509,40.67,6.25,218.71,0,0.0,15,1,2
2025-06-07,LI_GB_S07_AWR_CONQUEST_TESLA_20250607,LI19696,awareness,GB,DEEPAL S07,2803,10,0.003568,39.05,10.95,109.46,0,0.0,8,0,0
2025-06-07,LI_GB_S07_AWR_FLEET_MANAGERS_20250607,LI41309,awareness,GB,DEEPAL S07,7695,35,0.004548,25.67,5.65,197.59,0,0.0,17,0,5
2025-06-08,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250608,LI62016,awareness,GB,DEEPAL S07,9691,39,0.004024,22.78,5.66,220.81,0,0.0,27,2,2
2025-06-08,LI_GB_S07_AWR_FAMILY_BUYERS_20250608,LI71919,awareness,GB,DEEPAL S07,3483,13,0.003732,24.95,6.68,86.9,0,0.0,12,0,1
2025-06-08,LI_GB_S07_AWR_CONQUEST_BMW_20250608,LI88083,awareness,GB,DEEPAL S07,6665,45,0.006752,44.49,6.59,296.51,0,0.0,17,1,6
2025-06-09,LI_GB_S07_AWR_ENGAGED_VIEWERS_20250609,LI82438,awareness,GB,DEEPAL S07,24534,182,0.007418,33.48,4.51,821.51,0,0.0,25,1,13
2025-06-09,LI_GB_S07_AWR_CONQUEST_TESLA_20250609,LI86438,awareness,GB,DEEPAL S07,6807,39,0.005729,39.73,6.93,270.45,0,0.0,20,0,4
2025-06-09,LI_GB_S07_AWR_EV_INTENDERS_20250609,LI61970,awareness,GB,DEEPAL S07,1287,10,0.00777,44.9,5.78,57.79,0,0.0,6,0,1
2025-06-10,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250610,LI35550,awareness,GB,DEEPAL S07,1508,10,0.006631,30.23,4.56,45.59,0,0.0,5,0,1
2025-06-10,LI_GB_S07_AWR_FAMILY_BUYERS_20250610,LI98616,awareness,GB,DEEPAL S07,17480,67,0.003833,35.33,9.22,617.61,0,0.0,86,4,8
2025-06-10,LI_GB_S07_AWR_CONQUEST_TESLA_20250610,LI59677,awareness,GB,DEEPAL S07,15181,92,0.00606,36.31,5.99,551.16,0,0.0,18,1,7
2025-06-11,LI_GB_S07_AWR_FAMILY_BUYERS_20250611,LI78225,awareness,GB,DEEPAL S07,24512,101,0.00412,27.2,6.6,666.71,0,0.0,121,3,11
2025-06-11,LI_GB_S07_AWR_FLEET_MANAGERS_20250611,LI11749,awareness,GB,DEEPAL S07,3123,12,0.003842,39.57,10.3,123.6,0,0.0,9,0,1
2025-06-11,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250611,LI21955,awareness,GB,DEEPAL S07,7862,74,0.009412,34.9,3.71,274.41,0,0.0,37,1,8
2025-06-12,LI_GB_S07_AWR_FAMILY_BUYERS_20250612,LI59100,awareness,GB,DEEPAL S07,10430,81,0.007766,40.24,5.18,419.73,0,0.0,47,3,5
2025-06-12,LI_GB_S07_AWR_ENGAGED_VIEWERS_20250612,LI29075,awareness,GB,DEEPAL S07,20699,69,0.003333,31.37,9.41,649.32,0,0.0,54,1,6
2025-06-12,LI_GB_S07_AWR_CONQUEST_AUDI_20250612,LI26105,awareness,GB,DEEPAL S07,7084,57,0.008046,22.04,2.74,156.13,0,0.0,26,2,5
2025-06-13,LI_GB_S07_AWR_CONQUEST_BMW_20250613,LI96176,awareness,GB,DEEPAL S07,38956,276,0.007085,21.3,3.01,829.64,0,0.0,108,5,25
2025-06-13,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250613,LI27884,awareness,GB,DEEPAL S07,9185,83,0.009036,33.84,3.74,310.82,0,0.0,39,3,9
2025-06-13,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250613,LI84551,awareness,GB,DEEPAL S07,2449,16,0.006533,37.51,5.74,91.89,0,0.0,5,0,1
2025-06-14,LI_GB_S07_AWR_SITE_VISITORS_20250614,LI33535,awareness,GB,DEEPAL S07,17028,84,0.004933,21.43,4.35,365.0,0,0.0,73,3,9
2025-06-14,LI_GB_S07_AWR_SITE_VISITORS_20250614,LI14459,awareness,GB,DEEPAL S07,7279,66,0.009067,24.31,2.68,176.94,0,0.0,32,2,5
2025-06-14,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250614,LI73945,awareness,GB,DEEPAL S07,4223,39,0.009235,33.79,3.66,142.7,0,0.0,17,0,4
2025-06-15,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250615,LI70627,awareness,GB,DEEPAL S07,10890,41,0.003765,30.93,8.22,336.88,0,0.0,19,0,3
2025-06-15,LI_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250615,LI59118,awareness,GB,DEEPAL S07,10837,40,0.003691,24.86,6.74,269.44,0,0.0,42,1,2
2025-06-15,LI_GB_S07_AWR_CONQUEST_BMW_20250615,LI47450,awareness,GB,DEEPAL S07,1184,10,0.008446,41.18,4.88,48.79,0,0.0,3,0,0
2025-06-16,LI_GB_S07_AWR_CONQUEST_BMW_20250616,LI87301,awareness,GB,DEEPAL S07,11057,62,0.005607,44.72,7.98,494.49,0,0.0,34,1,5
2025-06-16,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250616,LI74304,awareness,GB,DEEPAL S07,7278,26,0.003572,43.18,12.09,314.3,0,0.0,13,0,3
2025-06-16,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250616,LI86006,awareness,GB,DEEPAL S07,4323,32,0.007402,38.23,5.17,165.29,0,0.0,18,0,4
2025-06-17,LI_GB_S07_AWR_FAMILY_BUYERS_20250617,LI16709,awareness,GB,DEEPAL S07,19797,91,0.004597,26.59,5.79,526.47,0,0.0,80,7,10
2025-06-17,LI_GB_S07_AWR_FLEET_MANAGERS_20250617,LI16576,awareness,GB,DEEPAL S07,12388,60,0.004843,37.1,7.66,459.56,0,0.0,41,2,8
2025-06-17,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250617,LI95746,awareness,GB,DEEPAL S07,7063,63,0.00892,21.01,2.36,148.44,0,0.0,22,1,4
2025-06-18,LI_GB_S07_AWR_ECO_CONSCIOUS_20250618,LI32719,awareness,GB,DEEPAL S07,51346,471,0.009173,20.64,2.25,1059.6,0,0.0,244,22,39
2025-06-18,LI_GB_S07_AWR_CONQUEST_TESLA_20250618,LI26311,awareness,GB,DEEPAL S07,579,2,0.003454,36.87,10.69,21.38,0,0.0,1,0,0
2025-06-18,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250618,LI99823,awareness,GB,DEEPAL S07,542,4,0.00738,29.64,4.02,16.08,0,0.0,0,0,0
2025-06-19,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250619,LI93133,awareness,GB,DEEPAL S07,1835,16,0.008719,39.84,4.57,73.11,0,0.0,2,0,2
2025-06-19,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250619,LI94640,awareness,GB,DEEPAL S07,22166,124,0.005594,39.42,7.05,873.86,0,0.0,86,2,13
2025-06-19,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250619,LI74738,awareness,GB,DEEPAL S07,7705,32,0.004153,40.41,9.73,311.34,0,0.0,33,3,2
2025-06-20,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250620,LI62506,awareness,GB,DEEPAL S07,5814,24,0.004128,38.89,9.42,226.14,0,0.0,15,1,3
2025-06-20,LI_GB_S07_AWR_CONQUEST_BMW_20250620,LI21137,awareness,GB,DEEPAL S07,28462,221,0.007765,27.69,3.57,788.11,0,0.0,74,6,28
2025-06-20,LI_GB_S07_AWR_CONQUEST_TESLA_20250620,LI84368,awareness,GB,DEEPAL S07,429,3,0.006993,41.09,5.89,17.67,0,0.0,0,0,0
2025-06-21,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250621,LI92401,awareness,GB,DEEPAL S07,12976,109,0.0084,36.98,4.4,479.83,0,0.0,42,3,5
2025-06-21,LI_GB_S07_AWR_PREMIUM_AUTO_20250621,LI25443,awareness,GB,DEEPAL S07,396,1,0.002525,39.51,15.68,15.68,0,0.0,0,0,0
2025-06-21,LI_GB_S07_AWR_EV_INTENDERS_20250621,LI75542,awareness,GB,DEEPAL S07,885,7,0.00791,30.92,3.91,27.37,0,0.0,1,0,0
2025-06-22,LI_GB_S07_AWR_CONQUEST_TESLA_20250622,LI52389,awareness,GB,DEEPAL S07,8459,33,0.003901,42.81,10.97,362.13,0,0.0,41,1,2
2025-06-22,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250622,LI38577,awareness,GB,DEEPAL S07,10289,58,0.005637,24.52,4.35,252.33,0,0.0,18,1,5
2025-06-22,LI_GB_S07_AWR_CONQUEST_TESLA_20250622,LI73861,awareness,GB,DEEPAL S07,2091,7,0.003348,30.58,9.14,63.95,0,0.0,10,0,0
2025-06-23,LI_GB_S07_AWR_PREMIUM_AUTO_20250623,LI70163,awareness,GB,DEEPAL S07,24549,223,0.009084,27.35,3.01,671.48,0,0.0,29,1,27
2025-06-23,LI_GB_S07_AWR_CONQUEST_TESLA_20250623,LI76167,awareness,GB,DEEPAL S07,11453,86,0.007509,20.21,2.69,231.47,0,0.0,12,1,11
2025-06-23,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250623,LI30121,awareness,GB,DEEPAL S07,7845,74,0.009433,32.8,3.48,257.32,0,0.0,35,1,10
2025-06-24,LI_GB_S07_AWR_SITE_VISITORS_20250624,LI10034,awareness,GB,DEEPAL S07,13469,45,0.003341,31.33,9.38,421.97,0,0.0,16,1,3
2025-06-24,LI_GB_S07_AWR_ECO_CONSCIOUS_20250624,LI31029,awareness,GB,DEEPAL S07,144,1,0.006944,44.72,6.46,6.46,0,0.0,0,0,0
2025-06-24,LI_GB_S07_AWR_FLEET_MANAGERS_20250624,LI67143,awareness,GB,DEEPAL S07,21266,75,0.003527,30.41,8.62,646.69,0,0.0,66,5,6
2025-06-25,LI_GB_S07_AWR_FAMILY_BUYERS_20250625,LI16939,awareness,GB,DEEPAL S07,8606,34,0.003951,35.99,9.11,309.77,0,0.0,27,1,4
2025-06-25,LI_GB_S07_AWR_FLEET_MANAGERS_20250625,LI48222,awareness,GB,DEEPAL S07,3572,19,0.005319,22.95,4.32,81.99,0,0.0,8,0,1
2025-06-25,LI_GB_S07_AWR_PREMIUM_AUTO_20250625,LI88185,awareness,GB,DEEPAL S07,24198,171,0.007067,27.36,3.87,662.01,0,0.0,110,7,17
2025-06-26,LI_GB_S07_AWR_EV_INTENDERS_20250626,LI60462,awareness,GB,DEEPAL S07,2316,15,0.006477,34.4,5.31,79.69,0,0.0,2,0,0
2025-06-26,LI_GB_S07_AWR_LUXURY_LIFESTYLE_20250626,LI53736,awareness,GB,DEEPAL S07,11290,80,0.007086,42.39,5.98,478.59,0,0.0,39,3,11
2025-06-26,LI_GB_S07_AWR_CONQUEST_TESLA_20250626,LI31376,awareness,GB,DEEPAL S07,20786,189,0.009093,28.98,3.19,602.35,0,0.0,102,3,16
2025-06-27,LI_GB_S07_AWR_PREMIUM_AUTO_20250627,LI70550,awareness,GB,DEEPAL S07,19064,114,0.00598,42.42,7.09,808.78,0,0.0,23,2,15
2025-06-27,LI_GB_S07_AWR_CONFIGURATOR_USERS_20250627,LI42198,awareness,GB,DEEPAL S07,8576,75,0.008745,44.24,5.06,379.46,0,0.0,22,1,5
2025-06-27,LI_GB_S07_AWR_FLEET_MANAGERS_20250627,LI75054,awareness,GB,DEEPAL S07,816,4,0.004902,28.5,5.82,23.28,0,0.0,2,0,0
2025-06-28,LI_GB_S07_AWR_PREMIUM_AUTO_20250628,LI30178,awareness,GB,DEEPAL S07,2261,12,0.005307,42.69,8.04,96.54,0,0.0,2,0,1
2025-06-28,LI_GB_S07_AWR_CONQUEST_BMW_20250628,LI22788,awareness,GB,DEEPAL S07,7191,45,0.006258,32.33,5.17,232.5,0,0.0,21,0,4
2025-06-28,LI_GB_S07_AWR_PREMIUM_AUTO_20250628,LI52611,awareness,GB,DEEPAL S07,8669,39,0.004499,35.34,7.86,306.42,0,0.0,16,0,2
2025-06-29,LI_GB_S07_AWR_ENGAGED_VIEWERS_20250629,LI12729,awareness,GB,DEEPAL S07,3042,11,0.003616,27.56,7.62,83.87,0,0.0,9,0,0
2025-06-29,LI_GB_S07_AWR_CONQUEST_TESLA_20250629,LI19457,awareness,GB,DEEPAL S07,5912,34,0.005751,41.72,7.25,246.66,0,0.0,8,0,2
2025-06-29,LI_GB_S07_AWR_ECO_CONSCIOUS_20250629,LI18468,awareness,GB,DEEPAL S07,10279,90,0.008756,21.76,2.49,223.69,0,0.0,17,1,5
2025-06-30,LI_GB_S07_AWR_YOUNG_PROFESSIONALS_20250630,LI33486,awareness,GB,DEEPAL S07,12394,115,0.009279,33.46,3.61,414.67,0,0.0,37,1,16
2025-06-30,LI_GB_S07_AWR_TECH_ENTHUSIASTS_20250630,LI98942,awareness,GB,DEEPAL S07,3779,19,0.005028,41.54,8.26,156.98,0,0.0,12,0,1
2025-06-30,LI_GB_S07_AWR_ECO_CONSCIOUS_20250630,LI71212,awareness,GB,DEEPAL S07,16169,114,0.007051,29.97,4.25,484.54,0,0.0,23,0,7
