lead_id,created_date,source,model,dealer_id,stage,stage_updated_date,market,finance_type,is_qualified
LD002689,2025-09-05,referral,DEEPAL S07,DLR041,CONTACTED,2025-09-07,GB,,False
LD002690,2025-07-15,website_organic,DEEPAL S07,DLR003,TD_COMPLETED,2025-07-30,GB,,True
LD002691,2025-09-09,referral,DEEPAL S07,DLR050,QUALIFIED,2025-10-01,FR,,True
LD002692,2025-04-03,social_media,DEEPAL S07,DLR001,NEW,2025-04-03,GB,,False
LD002693,2025-10-06,dealer_walkin,DEEPAL S07,DLR002,CONTACTED,2025-10-13,DE,,False
LD002694,2025-08-12,live_chat,DEEPAL S07,DLR002,LOST,2025-08-21,GB,,False
LD002695,2025-09-06,dealer_walkin,DEEPAL S07,DLR041,CONTACTED,2025-09-07,DE,,False
LD002696,2025-05-12,live_chat,DEEPAL S07,DLR002,TD_BOOKED,2025-06-05,GB,,True
LD002697,2025-12-27,event,AVATR 12,DLR038,LOST,2025-12-31,GB,,False
LD002698,2025-09-23,live_chat,DEEPAL S07,DLR025,CONTACTED,2025-09-26,GB,,False
LD002699,2025-08-23,website_organic,DEEPAL S07,DLR002,LOST,2025-09-23,GB,,False
LD002700,2025-08-04,social_media,DEEPAL S07,DLR004,NEW,2025-08-04,DE,,False
LD002701,2025-11-20,website_organic,AVATR 12,DLR012,TD_COMPLETED,2025-12-17,GB,,True
LD002702,2025-03-11,event,DEEPAL S07,DLR001,LOST,2025-04-05,GB,,False
LD002703,2025-08-21,website_organic,DEEPAL S07,DLR005,NEW,2025-08-21,DE,,False
LD002704,2025-07-20,social_media,DEEPAL S07,DLR004,CONTACTED,2025-07-24,GB,,False
LD002705,2025-10-15,website_organic,DEEPAL S07,DLR024,LOST,2025-10-30,GB,,False
LD002706,2025-07-24,event,DEEPAL S07,DLR004,NEW,2025-07-24,FR,,False
LD002707,2025-09-28,phone_enquiry,DEEPAL S07,DLR049,QUALIFIED,2025-10-12,FR,,True
LD002708,2025-04-04,dealer_walkin,DEEPAL S07,DLR002,LOST,2025-04-16,GB,,False
LD002709,2025-10-09,email_campaign,AVATR 12,DLR030,LOST,2025-10-13,GB,,False
LD002710,2025-08-25,dealer_walkin,DEEPAL S07,DLR004,LOST,2025-09-04,GB,,False
LD002711,2025-09-30,social_media,AVATR 12,DLR027,TD_BOOKED,2025-10-31,GB,,True
LD002712,2025-01-06,phone_enquiry,DEEPAL S07,DLR003,NEW,2025-01-06,GB,,False
LD002713,2025-10-14,website_organic,AVATR 12,DLR016,LOST,2025-10-23,GB,,False
LD002714,2025-03-27,live_chat,DEEPAL S07,DLR004,LOST,2025-04-29,GB,,False
LD002715,2025-01-17,website_organic,DEEPAL S07,DLR001,NEW,2025-01-17,GB,,False
LD002716,2025-09-13,live_chat,DEEPAL S07,DLR025,TD_BOOKED,2025-10-04,GB,,True
LD002717,2025-03-11,event,DEEPAL S07,DLR005,TD_BOOKED,2025-04-07,GB,,True
LD002718,2025-08-25,website_organic,DEEPAL S07,DLR004,LOST,2025-08-31,GB,,False
LD002719,2025-12-07,event,DEEPAL S07,DLR042,NEW,2025-12-07,GB,,False
LD002720,2025-06-09,social_media,DEEPAL S07,DLR003,NEW,2025-06-09,GB,,False
LD002721,2025-10-28,phone_enquiry,DEEPAL S07,DLR022,QUALIFIED,2025-11-04,DE,,True
LD002722,2025-10-02,social_media,DEEPAL S07,DLR021,QUALIFIED,2025-10-22,DE,,True
LD002723,2025-06-16,social_media,DEEPAL S07,DLR005,LOST,2025-06-29,GB,,False
LD002724,2025-11-01,website_organic,AVATR 12,DLR045,NEW,2025-11-01,GB,,False
LD002725,2025-06-22,phone_enquiry,DEEPAL S07,DLR001,LOST,2025-07-13,GB,,False
LD002726,2025-09-04,website_organic,DEEPAL S07,DLR012,TD_BOOKED,2025-09-24,GB,,True
LD002727,2025-11-18,phone_enquiry,AVATR 11,DLR020,LOST,2025-12-22,GB,,False
LD002728,2025-09-20,social_media,AVATR 12,DLR025,QUALIFIED,2025-10-06,GB,,True
LD002729,2025-09-29,dealer_walkin,DEEPAL S07,DLR037,LOST,2025-11-03,DE,,False
LD002730,2025-04-30,referral,DEEPAL S07,DLR005,TD_BOOKED,2025-05-27,GB,,True
LD002731,2025-08-17,email_campaign,DEEPAL S07,DLR005,TD_BOOKED,2025-09-07,GB,,True
LD002732,2025-08-31,social_media,DEEPAL S07,DLR002,TD_BOOKED,2025-09-10,GB,,True
LD002733,2025-09-29,website_organic,DEEPAL S07,DLR021,LOST,2025-11-02,GB,,False
LD002734,2025-10-13,email_campaign,DEEPAL S07,DLR001,QUALIFIED,2025-11-01,GB,,True
LD002735,2025-11-26,phone_enquiry,DEEPAL S07,DLR037,CONTACTED,2025-12-08,GB,,False
LD002736,2025-10-18,live_chat,DEEPAL S07,DLR048,LOST,2025-10-28,GB,,False
LD002737,2025-11-30,dealer_walkin,DEEPAL S07,DLR004,QUALIFIED,2025-12-09,DE,,True
LD002738,2025-07-24,email_campaign,DEEPAL S07,DLR004,LOST,2025-08-31,DE,,False
LD002739,2025-07-09,dealer_walkin,DEEPAL S07,DLR004,TD_BOOKED,2025-08-05,DE,,True
LD002740,2025-10-04,email_campaign,DEEPAL S07,DLR022,QUALIFIED,2025-10-17,DE,,True
LD002741,2025-04-26,live_chat,DEEPAL S07,DLR003,LOST,2025-05-09,GB,,False
LD002742,2025-11-20,event,DEEPAL S07,DLR036,LOST,2025-12-09,GB,,False
LD002743,2025-06-25,referral,DEEPAL S07,DLR004,QUALIFIED,2025-07-03,GB,,True
LD002744,2025-08-22,social_media,DEEPAL S07,DLR004,CONTACTED,2025-08-24,DE,,False
LD002745,2025-08-28,website_organic,DEEPAL S07,DLR004,LOST,2025-09-05,GB,,False
LD002746,2025-09-02,phone_enquiry,DEEPAL S07,DLR019,NEW,2025-09-02,GB,,False
LD002747,2025-09-17,phone_enquiry,DEEPAL S07,DLR011,NEW,2025-09-17,DE,,False
LD002748,2025-07-21,phone_enquiry,DEEPAL S07,DLR002,LOST,2025-07-26,DE,,False
LD002749,2025-09-24,social_media,DEEPAL S07,DLR024,TD_BOOKED,2025-10-16,GB,,True
LD002750,2025-10-25,social_media,AVATR 11,DLR032,LOST,2025-11-12,GB,,False
LD002751,2025-09-11,social_media,AVATR 12,DLR024,LOST,2025-09-21,GB,,False
LD002752,2025-08-24,website_organic,DEEPAL S07,DLR003,CONTACTED,2025-08-29,GB,,False
LD002753,2025-04-17,website_organic,DEEPAL S07,DLR005,NEW,2025-04-17,DE,,False
LD002754,2025-09-13,phone_enquiry,DEEPAL S07,DLR019,LOST,2025-09-20,DE,,False
LD002755,2025-07-16,event,DEEPAL S07,DLR001,LOST,2025-07-23,DE,,False
LD002756,2025-09-07,live_chat,DEEPAL S07,DLR027,LOST,2025-10-05,DE,,False
LD002757,2025-08-25,social_media,DEEPAL S07,DLR001,LOST,2025-09-03,GB,,False
LD002758,2025-12-19,dealer_walkin,DEEPAL S07,DLR011,QUALIFIED,2025-12-31,GB,,True
LD002759,2025-09-13,event,DEEPAL S07,DLR049,TD_BOOKED,2025-09-27,GB,,True
LD002760,2025-05-21,website_organic,DEEPAL S07,DLR001,QUALIFIED,2025-06-01,GB,,True
LD002761,2025-07-19,referral,DEEPAL S07,DLR001,CONTACTED,2025-07-24,GB,,False
LD002762,2025-02-21,website_organic,DEEPAL S07,DLR005,LOST,2025-02-28,GB,,False
LD002763,2025-10-14,dealer_walkin,AVATR 12,DLR019,LOST,2025-10-26,GB,,False
LD002764,2025-02-24,dealer_walkin,DEEPAL S07,DLR005,LOST,2025-03-09,GB,,False
LD002765,2025-10-02,event,DEEPAL S07,DLR040,NEGOTIATION,2025-10-30,FR,PCP,True
LD002766,2025-06-30,phone_enquiry,DEEPAL S07,DLR002,CONTACTED,2025-07-04,DE,,False
LD002767,2025-08-25,website_organic,DEEPAL S07,DLR001,QUALIFIED,2025-09-11,DE,,True
LD002768,2025-07-02,social_media,DEEPAL S07,DLR005,NEW,2025-07-02,GB,,False
LD002769,2025-05-05,website_organic,DEEPAL S07,DLR001,NEW,2025-05-05,GB,,False
LD002770,2025-02-09,phone_enquiry,DEEPAL S07,DLR001,LOST,2025-02-14,GB,,False
LD002771,2025-02-12,social_media,DEEPAL S07,DLR002,QUALIFIED,2025-03-04,DE,,True
LD002772,2025-12-02,referral,AVATR 12,DLR015,QUALIFIED,2025-12-24,GB,,True
LD002773,2025-11-11,phone_enquiry,AVATR 12,DLR016,LOST,2025-12-04,FR,,False
LD002774,2025-11-26,event,DEEPAL S07,DLR048,LOST,2025-12-01,GB,,False
LD002775,2025-08-26,event,DEEPAL S07,DLR004,CONTACTED,2025-09-03,FR,,False
LD002776,2025-06-11,social_media,DEEPAL S07,DLR001,LOST,2025-06-30,GB,,False
LD002777,2025-02-08,live_chat,DEEPAL S07,DLR003,QUALIFIED,2025-02-23,GB,,True
LD002778,2025-11-14,live_chat,DEEPAL S07,DLR014,LOST,2025-11-25,FR,,False
LD002779,2025-12-30,website_organic,DEEPAL S07,DLR027,LOST,2025-12-31,FR,,False
LD002780,2025-09-16,event,DEEPAL S07,DLR002,LOST,2025-09-17,GB,,False
LD002781,2025-04-16,email_campaign,DEEPAL S07,DLR002,LOST,2025-05-10,DE,,False
LD002782,2025-10-04,phone_enquiry,AVATR 12,DLR025,LOST,2025-11-07,DE,,False
LD002783,2025-10-25,dealer_walkin,AVATR 11,DLR012,QUALIFIED,2025-11-03,GB,,True
LD002784,2025-02-03,website_organic,DEEPAL S07,DLR005,NEW,2025-02-03,DE,,False
LD002785,2025-12-02,referral,DEEPAL S07,DLR025,NEW,2025-12-02,GB,,False
LD002786,2025-07-27,event,DEEPAL S07,DLR002,LOST,2025-08-05,DE,,False
LD002787,2025-06-01,social_media,DEEPAL S07,DLR003,QUALIFIED,2025-06-18,GB,,True
LD002788,2025-06-24,social_media,DEEPAL S07,DLR002,TD_COMPLETED,2025-07-17,GB,,True
LD002789,2025-09-04,event,DEEPAL S07,DLR012,LOST,2025-09-13,GB,,False
LD002790,2025-10-12,referral,DEEPAL S07,DLR027,NEW,2025-10-12,DE,,False
LD002791,2025-12-17,live_chat,DEEPAL S07,DLR033,LOST,2025-12-20,GB,,False
LD002792,2025-07-20,social_media,DEEPAL S07,DLR001,LOST,2025-08-03,GB,,False
LD002793,2025-06-07,website_organic,DEEPAL S07,DLR004,LOST,2025-06-19,GB,,False
LD002794,2025-10-06,website_organic,DEEPAL S07,DLR002,TD_BOOKED,2025-10-27,DE,,True
LD002795,2025-03-15,dealer_walkin,DEEPAL S07,DLR001,TD_BOOKED,2025-04-09,GB,,True
LD002796,2025-09-07,social_media,AVATR 12,DLR050,QUALIFIED,2025-09-16,GB,,True
LD002797,2025-12-22,event,AVATR 11,DLR017,LOST,2025-12-31,GB,,False
LD002798,2025-02-11,referral,DEEPAL S07,DLR004,LOST,2025-03-13,DE,,False
LD002799,2025-11-06,website_organic,DEEPAL S07,DLR022,QUALIFIED,2025-11-13,GB,,True
LD002800,2025-11-08,website_organic,DEEPAL S07,DLR030,CONTACTED,2025-11-13,GB,,False
LD002801,2025-10-14,website_organic,DEEPAL S07,DLR023,TD_COMPLETED,2025-11-29,GB,,True
LD002802,2025-07-16,live_chat,DEEPAL S07,DLR004,CONTACTED,2025-07-23,GB,,False
LD002803,2025-09-03,email_campaign,DEEPAL S07,DLR049,LOST,2025-09-12,GB,,False
LD002804,2025-12-25,live_chat,DEEPAL S07,DLR017,NEW,2025-12-25,GB,,False
LD002805,2025-09-12,event,DEEPAL S07,DLR027,LOST,2025-09-25,GB,,False
LD002806,2025-09-02,dealer_walkin,DEEPAL S07,DLR002,TD_BOOKED,2025-09-19,GB,,True
LD002807,2025-09-20,phone_enquiry,DEEPAL S07,DLR021,LOST,2025-10-10,GB,,False
LD002808,2025-04-27,email_campaign,DEEPAL S07,DLR004,LOST,2025-04-30,FR,,False
LD002809,2025-10-28,live_chat,DEEPAL S07,DLR024,TD_BOOKED,2025-11-20,GB,,True
LD002810,2025-09-18,dealer_walkin,DEEPAL S07,DLR025,CONTACTED,2025-09-24,DE,,False
LD002811,2025-02-04,event,DEEPAL S07,DLR002,LOST,2025-02-14,GB,,False
LD002812,2025-10-19,live_chat,AVATR 12,DLR027,NEW,2025-10-19,GB,,False
LD002813,2025-09-26,social_media,DEEPAL S07,DLR036,CONTACTED,2025-10-08,GB,,False
LD002814,2025-10-27,dealer_walkin,DEEPAL S07,DLR018,LOST,2025-10-29,GB,,False
LD002815,2025-09-15,phone_enquiry,DEEPAL S07,DLR037,NEW,2025-09-15,FR,,False
LD002816,2025-07-07,referral,DEEPAL S07,DLR002,LOST,2025-07-13,GB,,False
LD002817,2025-11-29,email_campaign,AVATR 12,DLR045,LOST,2025-12-06,GB,,False
LD002818,2025-11-14,phone_enquiry,AVATR 11,DLR033,LOST,2025-12-05,GB,,False
LD002819,2025-11-23,dealer_walkin,DEEPAL S07,DLR036,LOST,2025-12-07,GB,,False
LD002820,2025-02-19,website_organic,DEEPAL S07,DLR001,QUALIFIED,2025-02-24,GB,,True
LD002821,2025-08-31,event,DEEPAL S07,DLR002,QUALIFIED,2025-09-13,GB,,True
LD002822,2025-10-07,live_chat,DEEPAL S07,DLR037,QUALIFIED,2025-10-16,GB,,True
LD002823,2025-09-08,referral,DEEPAL S07,DLR021,LOST,2025-09-16,GB,,False
LD002824,2025-12-10,email_campaign,AVATR 12,DLR014,NEW,2025-12-10,GB,,False
LD002825,2025-09-26,referral,DEEPAL S07,DLR015,NEW,2025-09-26,GB,,False
LD002826,2025-07-06,dealer_walkin,DEEPAL S07,DLR001,LOST,2025-07-19,GB,,False
LD002827,2025-06-29,dealer_walkin,DEEPAL S07,DLR004,QUALIFIED,2025-07-19,GB,,True
LD002828,2025-09-12,event,DEEPAL S07,DLR027,QUALIFIED,2025-10-01,DE,,True
LD002829,2025-11-11,dealer_walkin,AVATR 12,DLR027,LOST,2025-11-20,GB,,False
LD002830,2025-08-12,phone_enquiry,DEEPAL S07,DLR005,LOST,2025-09-01,DE,,False
LD002831,2025-07-23,social_media,DEEPAL S07,DLR003,LOST,2025-08-11,GB,,False
LD002832,2025-11-21,social_media,DEEPAL S07,DLR024,NEW,2025-11-21,GB,,False
LD002833,2025-06-30,live_chat,DEEPAL S07,DLR001,LOST,2025-07-03,GB,,False
LD002834,2025-04-29,website_organic,DEEPAL S07,DLR004,QUALIFIED,2025-05-10,GB,,True
LD002835,2025-11-21,phone_enquiry,DEEPAL S07,DLR001,NEW,2025-11-21,GB,,False
LD002836,2025-02-24,referral,DEEPAL S07,DLR002,LOST,2025-03-20,GB,,False
LD002837,2025-09-05,event,DEEPAL S07,DLR050,TD_BOOKED,2025-09-20,GB,,True
LD002838,2025-08-04,email_campaign,DEEPAL S07,DLR005,CONTACTED,2025-08-08,GB,,False
LD002839,2025-08-29,website_organic,DEEPAL S07,DLR005,TD_BOOKED,2025-09-22,GB,,True
LD002840,2025-05-15,referral,DEEPAL S07,DLR002,LOST,2025-05-18,DE,,False
LD002841,2025-10-12,website_organic,DEEPAL S07,DLR015,CONTACTED,2025-10-18,DE,,False
LD002842,2025-11-28,phone_enquiry,DEEPAL S07,DLR001,QUALIFIED,2025-12-05,GB,,True
LD002843,2025-02-12,website_organic,DEEPAL S07,DLR004,TD_COMPLETED,2025-03-23,GB,,True
LD002844,2025-06-26,referral,DEEPAL S07,DLR005,LOST,2025-08-06,GB,,False
LD002845,2025-12-10,live_chat,DEEPAL S07,DLR034,LOST,2025-12-31,GB,,False
LD002846,2025-06-06,website_organic,DEEPAL S07,DLR002,QUALIFIED,2025-06-17,GB,,True
LD002847,2025-11-18,social_media,DEEPAL S07,DLR037,NEW,2025-11-18,DE,,False
LD002848,2025-07-27,social_media,DEEPAL S07,DLR005,QUALIFIED,2025-08-15,GB,,True
LD002849,2025-12-20,phone_enquiry,AVATR 12,DLR021,QUALIFIED,2025-12-31,GB,,True
LD002850,2025-05-08,social_media,DEEPAL S07,DLR001,LOST,2025-05-17,GB,,False
LD002851,2025-09-25,social_media,AVATR 12,DLR012,WON,2025-10-28,GB,lease,True
LD002852,2025-09-10,referral,DEEPAL S07,DLR002,LOST,2025-09-22,GB,,False
LD002853,2025-10-31,social_media,AVATR 12,DLR018,LOST,2025-11-02,GB,,False
LD002854,2025-09-06,event,DEEPAL S07,DLR016,CONTACTED,2025-09-08,GB,,False
LD002855,2025-12-25,phone_enquiry,DEEPAL S07,DLR009,CONTACTED,2025-12-31,GB,,False
LD002856,2025-09-03,social_media,DEEPAL S07,DLR041,CONTACTED,2025-09-16,GB,,False
LD002857,2025-05-08,referral,DEEPAL S07,DLR003,LOST,2025-05-31,DE,,False
LD002858,2025-09-11,event,DEEPAL S07,DLR041,LOST,2025-09-18,GB,,False
LD002859,2025-11-15,referral,DEEPAL S07,DLR015,NEGOTIATION,2025-12-31,GB,PCP,True
LD002860,2025-09-27,website_organic,DEEPAL S07,DLR022,LOST,2025-10-13,GB,,False
LD002861,2025-11-29,website_organic,DEEPAL S07,DLR012,QUALIFIED,2025-12-13,DE,,True
LD002862,2025-10-10,event,DEEPAL S07,DLR015,TD_BOOKED,2025-11-08,FR,,True
LD002863,2025-10-14,website_organic,DEEPAL S07,DLR013,LOST,2025-10-23,GB,,False
LD002864,2025-12-27,social_media,AVATR 12,DLR029,LOST,2025-12-28,GB,,False
LD002865,2025-11-01,social_media,DEEPAL S07,DLR025,LOST,2025-11-27,GB,,False
LD002866,2025-06-10,dealer_walkin,DEEPAL S07,DLR002,CONTACTED,2025-06-18,DE,,False
LD002867,2025-09-26,live_chat,DEEPAL S07,DLR011,LOST,2025-10-06,GB,,False
LD002868,2025-09-23,website_organic,DEEPAL S07,DLR019,CONTACTED,2025-10-06,GB,,False
LD002869,2025-09-11,social_media,AVATR 12,DLR049,LOST,2025-09-22,GB,,False
LD002870,2025-12-01,email_campaign,DEEPAL S07,DLR014,CONTACTED,2025-12-11,GB,,False
LD002871,2025-09-09,dealer_walkin,DEEPAL S07,DLR049,QUALIFIED,2025-09-28,DE,,True
LD002872,2025-08-23,email_campaign,DEEPAL S07,DLR001,NEW,2025-08-23,GB,,False
LD002873,2025-09-01,website_organic,DEEPAL S07,DLR019,CONTACTED,2025-09-05,DE,,False
LD002874,2025-12-14,referral,DEEPAL S07,DLR047,NEW,2025-12-14,FR,,False
LD002875,2025-10-24,website_organic,AVATR 11,DLR002,NEW,2025-10-24,GB,,False
LD002876,2025-07-31,website_organic,DEEPAL S07,DLR003,LOST,2025-08-03,GB,,False
LD002877,2025-05-24,referral,DEEPAL S07,DLR003,LOST,2025-06-05,GB,,False
LD002878,2025-12-28,social_media,AVATR 12,DLR025,NEW,2025-12-28,GB,,False
LD002879,2025-12-15,referral,AVATR 12,DLR025,QUALIFIED,2025-12-30,GB,,True
LD002880,2025-01-05,phone_enquiry,DEEPAL S07,DLR003,LOST,2025-01-17,GB,,False
LD002881,2025-08-18,dealer_walkin,DEEPAL S07,DLR003,CONTACTED,2025-08-26,DE,,False
LD002882,2025-09-03,phone_enquiry,DEEPAL S07,DLR050,CONTACTED,2025-09-07,GB,,False
LD002883,2025-10-26,live_chat,AVATR 12,DLR026,TD_BOOKED,2025-11-15,GB,,True
LD002884,2025-09-27,phone_enquiry,DEEPAL S07,DLR002,NEW,2025-09-27,GB,,False
LD002885,2025-01-12,phone_enquiry,DEEPAL S07,DLR002,NEW,2025-01-12,GB,,False
LD002886,2025-10-11,dealer_walkin,AVATR 11,DLR027,LOST,2025-10-17,GB,,False
LD002887,2025-11-23,social_media,DEEPAL S07,DLR029,LOST,2025-12-12,GB,,False
LD002888,2025-10-21,email_campaign,DEEPAL S07,DLR023,LOST,2025-11-03,GB,,False
LD002889,2025-09-09,live_chat,DEEPAL S07,DLR002,CONTACTED,2025-09-15,FR,,False
LD002890,2025-10-03,event,DEEPAL S07,DLR041,CONTACTED,2025-10-08,GB,,False
LD002891,2025-09-03,email_campaign,AVATR 12,DLR050,CONTACTED,2025-09-04,DE,,False
LD002892,2025-12-06,phone_enquiry,AVATR 12,DLR031,QUALIFIED,2025-12-25,GB,,True
LD002893,2025-06-20,dealer_walkin,DEEPAL S07,DLR004,LOST,2025-07-01,FR,,False
LD002894,2025-09-09,social_media,DEEPAL S07,DLR021,LOST,2025-09-18,GB,,False
LD002895,2025-06-17,event,DEEPAL S07,DLR001,CONTACTED,2025-06-19,GB,,False
LD002896,2025-11-18,referral,AVATR 11,DLR015,LOST,2025-11-24,GB,,False
LD002897,2025-11-19,website_organic,DEEPAL S07,DLR035,LOST,2025-12-11,GB,,False
LD002898,2025-12-31,phone_enquiry,DEEPAL S07,DLR033,QUALIFIED,2025-12-31,GB,,True
LD002899,2025-01-16,live_chat,DEEPAL S07,DLR003,TD_COMPLETED,2025-02-17,GB,,True
LD002900,2025-09-15,live_chat,DEEPAL S07,DLR011,LOST,2025-09-27,GB,,False
LD002901,2025-09-12,website_organic,DEEPAL S07,DLR002,CONTACTED,2025-09-22,GB,,False
LD002902,2025-10-02,event,DEEPAL S07,DLR022,LOST,2025-10-08,GB,,False
LD002903,2025-08-10,website_organic,DEEPAL S07,DLR001,TD_BOOKED,2025-09-08,DE,,True
LD002904,2025-02-14,dealer_walkin,DEEPAL S07,DLR001,CONTACTED,2025-02-22,GB,,False
LD002905,2025-11-09,website_organic,DEEPAL S07,DLR031,QUALIFIED,2025-11-24,GB,,True
LD002906,2025-12-02,website_organic,DEEPAL S07,DLR046,TD_COMPLETED,2025-12-29,GB,,True
LD002907,2025-10-31,dealer_walkin,DEEPAL S07,DLR030,LOST,2025-11-03,GB,,False
LD002908,2025-10-27,phone_enquiry,DEEPAL S07,DLR011,CONTACTED,2025-10-31,GB,,False
LD002909,2025-07-20,phone_enquiry,DEEPAL S07,DLR002,LOST,2025-07-24,FR,,False
LD002910,2025-09-16,referral,AVATR 12,DLR041,CONTACTED,2025-09-25,DE,,False
LD002911,2025-12-22,social_media,DEEPAL S07,DLR021,QUALIFIED,2025-12-31,FR,,True
LD002912,2025-09-25,live_chat,AVATR 12,DLR028,TD_BOOKED,2025-10-11,GB,,True
LD002913,2025-11-29,referral,DEEPAL S07,DLR027,NEW,2025-11-29,GB,,False
LD002914,2025-11-16,referral,DEEPAL S07,DLR043,QUALIFIED,2025-11-21,GB,,True
LD002915,2025-09-20,phone_enquiry,DEEPAL S07,DLR024,CONTACTED,2025-10-03,GB,,False
LD002916,2025-09-28,website_organic,DEEPAL S07,DLR016,LOST,2025-10-12,GB,,False
LD002917,2025-09-11,email_campaign,DEEPAL S07,DLR024,CONTACTED,2025-09-17,GB,,False
LD002918,2025-08-16,dealer_walkin,DEEPAL S07,DLR001,NEW,2025-08-16,GB,,False
LD002919,2025-09-08,referral,DEEPAL S07,DLR049,TD_COMPLETED,2025-09-24,GB,,True
LD002920,2025-11-25,dealer_walkin,DEEPAL S07,DLR014,LOST,2025-12-09,DE,,False
LD002921,2025-05-18,event,DEEPAL S07,DLR001,QUALIFIED,2025-05-29,GB,,True
LD002922,2025-04-05,website_organic,DEEPAL S07,DLR001,NEW,2025-04-05,GB,,False
LD002923,2025-09-27,social_media,DEEPAL S07,DLR027,TD_COMPLETED,2025-10-22,GB,,True
LD002924,2025-09-18,website_organic,DEEPAL S07,DLR050,LOST,2025-09-22,DE,,False
LD002925,2025-09-10,live_chat,DEEPAL S07,DLR027,LOST,2025-10-02,GB,,False
LD002926,2025-01-15,social_media,DEEPAL S07,DLR002,TD_BOOKED,2025-02-03,GB,,True
LD002927,2025-09-15,dealer_walkin,DEEPAL S07,DLR024,TD_BOOKED,2025-09-26,DE,,True
LD002928,2025-10-30,website_organic,DEEPAL S07,DLR023,CONTACTED,2025-11-03,DE,,False
LD002929,2025-08-15,dealer_walkin,DEEPAL S07,DLR005,LOST,2025-08-29,GB,,False
LD002930,2025-10-09,phone_enquiry,AVATR 12,DLR021,TD_BOOKED,2025-10-27,DE,,True
LD002931,2025-08-16,website_organic,DEEPAL S07,DLR002,LOST,2025-09-08,GB,,False
LD002932,2025-09-19,website_organic,DEEPAL S07,DLR045,LOST,2025-10-13,GB,,False
LD002933,2025-10-05,dealer_walkin,DEEPAL S07,DLR001,LOST,2025-10-12,GB,,False
LD002934,2025-07-28,referral,DEEPAL S07,DLR003,QUALIFIED,2025-08-08,DE,,True
LD002935,2025-06-05,website_organic,DEEPAL S07,DLR004,TD_COMPLETED,2025-07-03,FR,,True
LD002936,2025-05-13,dealer_walkin,DEEPAL S07,DLR004,LOST,2025-05-29,GB,,False
LD002937,2025-08-03,social_media,DEEPAL S07,DLR002,NEW,2025-08-03,DE,,False
LD002938,2025-09-02,social_media,DEEPAL S07,DLR019,NEW,2025-09-02,FR,,False
LD002939,2025-12-04,phone_enquiry,DEEPAL S07,DLR008,NEW,2025-12-04,DE,,False
LD002940,2025-09-17,dealer_walkin,DEEPAL S07,DLR012,LOST,2025-09-27,DE,,False
LD002941,2025-06-11,social_media,DEEPAL S07,DLR004,CONTACTED,2025-06-21,DE,,False
LD002942,2025-06-28,event,DEEPAL S07,DLR001,LOST,2025-07-07,DE,,False
LD002943,2025-09-30,referral,AVATR 12,DLR040,NEW,2025-09-30,FR,,False
LD002944,2025-08-21,live_chat,DEEPAL S07,DLR004,LOST,2025-09-03,FR,,False
LD002945,2025-12-05,website_organic,AVATR 11,DLR035,LOST,2025-12-17,GB,,False
LD002946,2025-09-24,social_media,AVATR 12,DLR028,NEW,2025-09-24,GB,,False
LD002947,2025-09-05,live_chat,DEEPAL S07,DLR019,NEW,2025-09-05,GB,,False
LD002948,2025-08-29,event,DEEPAL S07,DLR005,LOST,2025-09-28,DE,,False
LD002949,2025-11-03,website_organic,DEEPAL S07,DLR022,LOST,2025-12-05,GB,,False
LD002950,2025-10-15,social_media,DEEPAL S07,DLR023,LOST,2025-10-22,GB,,False
LD002951,2025-09-02,email_campaign,AVATR 12,DLR041,LOST,2025-09-23,GB,,False
LD002952,2025-08-30,website_organic,DEEPAL S07,DLR002,LOST,2025-09-07,GB,,False
LD002953,2025-07-15,website_organic,DEEPAL S07,DLR001,LOST,2025-07-25,GB,,False
LD002954,2025-06-02,social_media,DEEPAL S07,DLR002,NEW,2025-06-02,DE,,False
LD002955,2025-07-16,live_chat,DEEPAL S07,DLR001,LOST,2025-07-26,GB,,False
LD002956,2025-08-29,website_organic,DEEPAL S07,DLR002,CONTACTED,2025-09-05,FR,,False
LD002957,2025-08-18,referral,DEEPAL S07,DLR005,LOST,2025-09-11,GB,,False
LD002958,2025-11-20,event,DEEPAL S07,DLR041,NEW,2025-11-20,GB,,False
LD002959,2025-09-22,dealer_walkin,DEEPAL S07,DLR049,TD_BOOKED,2025-10-05,GB,,True
LD002960,2025-11-15,referral,AVATR 12,DLR037,LOST,2025-11-17,DE,,False
LD002961,2025-10-28,social_media,DEEPAL S07,DLR049,LOST,2025-11-14,GB,,False
LD002962,2025-10-13,website_organic,AVATR 12,DLR049,TD_COMPLETED,2025-11-15,GB,,True
LD002963,2025-06-08,social_media,DEEPAL S07,DLR002,TD_BOOKED,2025-07-09,GB,,True
LD002964,2025-12-12,referral,DEEPAL S07,DLR049,CONTACTED,2025-12-18,GB,,False
LD002965,2025-08-31,event,DEEPAL S07,DLR003,LOST,2025-09-15,GB,,False
LD002966,2025-08-26,live_chat,DEEPAL S07,DLR005,NEW,2025-08-26,GB,,False
LD002967,2025-08-04,referral,DEEPAL S07,DLR004,LOST,2025-08-24,GB,,False
LD002968,2025-09-25,event,DEEPAL S07,DLR036,LOST,2025-10-05,DE,,False
LD002969,2025-09-26,website_organic,DEEPAL S07,DLR021,TD_BOOKED,2025-10-10,GB,,True
LD002970,2025-10-09,website_organic,AVATR 11,DLR036,LOST,2025-10-20,GB,,False
