date,campaign_name,campaign_id,campaign_type,market,model,keyword_group,impressions,clicks,ctr,avg_cpc,spend,conversions,conversion_rate,cost_per_conversion,quality_score,impression_share,search_impression_share
2025-05-16,GOOG_GB_S07_SRC_BRAND_20250516,GO40137,Search,GB,DEEPAL S07,price,2081,118,0.056704,1.9,224.33,4,0.0343,56.08,5,0.76,0.31
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO22320,Search,GB,DEEPAL S07,brand_exact,843,121,0.143535,1.22,148.19,3,0.0292,49.4,7,0.72,0.7
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO60683,Search,GB,DEEPAL S07,brand_exact,1089,82,0.075298,3.25,266.9,3,0.037,88.97,7,0.54,0.61
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO74884,Search,GB,DEEPAL S07,competitor,1638,191,0.116606,2.77,528.68,4,0.0221,132.17,6,0.64,0.73
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO60074,Search,GB,DEEPAL S07,brand_broad,885,74,0.083616,2.63,194.61,2,0.0405,97.31,7,0.41,0.6
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO13629,Search,GB,DEEPAL S07,review,309,35,0.113269,1.53,53.49,2,0.0597,26.74,5,0.72,0.4
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO42674,Search,GB,DEEPAL S07,test_drive,64,4,0.0625,3.4,13.61,0,0.0582,0.0,8,0.77,0.7
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO20420,Search,GB,DEEPAL S07,brand_broad,8,1,0.125,3.99,3.99,0,0.0368,0.0,9,0.83,0.54
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO26722,Search,GB,DEEPAL S07,review,748,105,0.140374,1.88,196.89,2,0.022,98.44,7,0.73,0.33
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO12695,Search,GB,DEEPAL S07,ev_suv,2347,336,0.143161,0.57,192.12,11,0.0331,17.47,6,0.51,0.71
2025-05-17,GOOG_GB_S07_SRC_BRAND_20250517,GO68659,Search,GB,DEEPAL S07,test_drive,1849,223,0.120606,1.05,234.29,6,0.0281,39.05,8,0.75,0.55
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO62219,Search,GB,DEEPAL S07,brand_exact,6804,380,0.05585,0.71,268.76,11,0.0291,24.43,6,0.46,0.45
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO33397,Search,GB,DEEPAL S07,test_drive,37,5,0.135135,3.45,17.23,0,0.0267,0.0,7,0.74,0.38
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO95825,Search,GB,DEEPAL S07,review,529,43,0.081285,2.44,104.83,1,0.0442,104.83,9,0.65,0.69
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO97575,Search,GB,DEEPAL S07,electric_car,48,4,0.083333,3.03,12.13,0,0.029,0.0,8,0.76,0.38
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO30699,Search,GB,DEEPAL S07,price,10800,1308,0.121111,0.61,795.63,72,0.0553,11.05,8,0.72,0.63
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO81048,Search,GB,DEEPAL S07,test_drive,718,99,0.137883,0.82,81.07,4,0.0488,20.27,5,0.41,0.65
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO44414,Search,GB,DEEPAL S07,competitor,2501,285,0.113954,0.99,282.91,15,0.056,18.86,8,0.5,0.68
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO45604,Search,GB,DEEPAL S07,electric_car,21,2,0.095238,2.92,5.84,0,0.0334,0.0,9,0.49,0.69
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO32874,Search,GB,DEEPAL S07,ev_suv,239,34,0.142259,0.69,23.52,1,0.0373,23.52,8,0.8,0.75
2025-05-18,GOOG_GB_S07_SRC_BRAND_20250518,GO73481,Search,GB,DEEPAL S07,ev_suv,853,126,0.147714,1.6,201.3,3,0.0317,67.1,5,0.69,0.41
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO52552,Search,GB,DEEPAL S07,review,154,8,0.051948,2.34,18.71,0,0.0297,0.0,8,0.54,0.39
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO67079,Search,GB,DEEPAL S07,brand_broad,534,62,0.116105,2.73,169.5,3,0.0597,56.5,9,0.42,0.57
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO40824,Search,GB,DEEPAL S07,competitor,366,50,0.136612,2.5,125.05,1,0.0224,125.05,9,0.75,0.53
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO36099,Search,GB,DEEPAL S07,ev_suv,350,48,0.137143,2.3,110.24,1,0.023,110.24,9,0.57,0.66
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO66343,Search,GB,DEEPAL S07,review,3593,325,0.090454,0.76,246.85,14,0.0451,17.63,6,0.47,0.37
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO78401,Search,GB,DEEPAL S07,price,3863,213,0.055138,2.66,567.15,12,0.0585,47.26,7,0.74,0.31
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO50033,Search,GB,DEEPAL S07,brand_broad,981,131,0.133537,3.14,410.89,6,0.0485,68.48,7,0.57,0.49
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO35782,Search,GB,DEEPAL S07,competitor,740,74,0.1,3.26,241.57,3,0.0455,80.52,6,0.77,0.69
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO79011,Search,GB,DEEPAL S07,dealer,695,74,0.106475,3.28,242.83,2,0.0386,121.41,8,0.74,0.69
2025-05-19,GOOG_GB_S07_SRC_BRAND_20250519,GO13810,Search,GB,DEEPAL S07,electric_car,10206,612,0.059965,0.98,600.18,12,0.0204,50.02,7,0.62,0.6
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO99157,Search,GB,DEEPAL S07,brand_broad,606,42,0.069307,1.86,77.95,1,0.0387,77.95,9,0.47,0.72
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO15091,Search,GB,DEEPAL S07,test_drive,2479,309,0.124647,2.24,693.36,6,0.0201,115.56,8,0.78,0.4
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO71963,Search,GB,DEEPAL S07,brand_broad,821,45,0.054811,1.92,86.19,1,0.0436,86.19,9,0.4,0.62
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO42407,Search,GB,DEEPAL S07,review,722,63,0.087258,0.51,31.97,1,0.0212,31.97,5,0.69,0.46
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO42197,Search,GB,DEEPAL S07,dealer,22,2,0.090909,1.8,3.61,0,0.0552,0.0,9,0.64,0.5
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO65619,Search,GB,DEEPAL S07,brand_broad,229,26,0.113537,2.04,52.96,1,0.0583,52.96,5,0.8,0.62
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO53584,Search,GB,DEEPAL S07,dealer,398,29,0.072864,3.04,88.03,1,0.0593,88.03,7,0.4,0.46
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO38471,Search,GB,DEEPAL S07,review,2958,389,0.131508,2.68,1044.41,11,0.0301,94.95,8,0.68,0.32
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO70337,Search,GB,DEEPAL S07,brand_broad,342,29,0.084795,3.02,87.61,1,0.0552,87.61,7,0.44,0.55
2025-05-20,GOOG_GB_S07_SRC_BRAND_20250520,GO21408,Search,GB,DEEPAL S07,test_drive,1457,135,0.092656,3.03,408.38,2,0.0208,204.19,8,0.68,0.35
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO68134,Search,GB,DEEPAL S07,ev_suv,8277,605,0.073094,0.53,323.01,35,0.0585,9.23,7,0.46,0.63
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO24597,Search,GB,DEEPAL S07,brand_broad,434,62,0.142857,1.2,74.12,2,0.0434,37.06,5,0.72,0.6
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO15407,Search,GB,DEEPAL S07,brand_broad,310,34,0.109677,2.97,100.9,1,0.0441,100.9,6,0.46,0.39
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO93289,Search,GB,DEEPAL S07,brand_exact,2475,316,0.127677,1.08,341.73,18,0.0577,18.99,6,0.74,0.53
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO22724,Search,GB,DEEPAL S07,competitor,808,112,0.138614,3.5,391.59,3,0.0314,130.53,8,0.84,0.57
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO68598,Search,GB,DEEPAL S07,dealer,297,31,0.104377,1.11,34.43,1,0.0503,34.43,9,0.48,0.33
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO12237,Search,GB,DEEPAL S07,test_drive,1629,135,0.082873,3.23,435.49,5,0.0444,87.1,5,0.62,0.44
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO55375,Search,GB,DEEPAL S07,brand_broad,90,9,0.1,2.97,26.7,0,0.0472,0.0,9,0.6,0.52
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO76686,Search,GB,DEEPAL S07,competitor,36,3,0.083333,4.51,13.52,0,0.0466,0.0,6,0.43,0.38
2025-05-21,GOOG_GB_S07_SRC_BRAND_20250521,GO71530,Search,GB,DEEPAL S07,price,2581,349,0.135219,1.39,485.35,13,0.0396,37.33,9,0.83,0.46
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO45416,Search,GB,DEEPAL S07,ev_suv,1803,224,0.124237,0.55,123.63,5,0.023,24.73,9,0.58,0.32
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO45700,Search,GB,DEEPAL S07,ev_suv,39,4,0.102564,3.15,12.59,0,0.0336,0.0,7,0.72,0.48
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO50631,Search,GB,DEEPAL S07,brand_broad,424,46,0.108491,2.94,135.17,1,0.0426,135.17,5,0.62,0.51
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO80045,Search,GB,DEEPAL S07,brand_broad,1926,106,0.055036,1.5,158.6,5,0.0473,31.72,9,0.77,0.64
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO15349,Search,GB,DEEPAL S07,test_drive,1934,154,0.079628,2.71,417.91,6,0.0403,69.65,6,0.5,0.48
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO37239,Search,GB,DEEPAL S07,brand_broad,1362,106,0.077827,3.05,322.92,3,0.0294,107.64,7,0.81,0.56
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO46103,Search,GB,DEEPAL S07,brand_exact,399,33,0.082707,2.01,66.38,1,0.0498,66.38,9,0.74,0.42
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO46217,Search,GB,DEEPAL S07,ev_suv,4087,371,0.090776,0.9,332.81,22,0.0594,15.13,8,0.57,0.39
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO44704,Search,GB,DEEPAL S07,price,1984,223,0.112399,2.2,490.24,13,0.0589,37.71,5,0.75,0.36
2025-05-22,GOOG_GB_S07_SRC_BRAND_20250522,GO30969,Search,GB,DEEPAL S07,dealer,824,105,0.127427,1.21,126.78,4,0.0474,31.7,8,0.53,0.75
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO85313,Search,GB,DEEPAL S07,review,681,47,0.069016,2.25,105.95,1,0.0302,105.95,9,0.44,0.65
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO36582,Search,GB,DEEPAL S07,dealer,780,98,0.125641,2.15,210.25,2,0.0293,105.13,9,0.43,0.3
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO96424,Search,GB,DEEPAL S07,competitor,1967,289,0.146924,1.1,318.04,7,0.0275,45.43,6,0.66,0.52
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO24053,Search,GB,DEEPAL S07,ev_suv,3942,272,0.069001,1.59,431.62,11,0.0439,39.24,8,0.85,0.47
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO17152,Search,GB,DEEPAL S07,price,1745,143,0.081948,1.86,266.3,5,0.0356,53.26,8,0.52,0.6
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO52062,Search,GB,DEEPAL S07,brand_broad,6877,630,0.09161,1.06,670.15,13,0.0213,51.55,8,0.75,0.37
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO96508,Search,GB,DEEPAL S07,dealer,1615,139,0.086068,2.07,287.43,4,0.0316,71.86,9,0.68,0.59
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO45387,Search,GB,DEEPAL S07,brand_exact,1754,124,0.070696,3.24,401.69,2,0.0212,200.84,5,0.77,0.53
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO29601,Search,GB,DEEPAL S07,brand_exact,187,11,0.058824,2.55,28.1,0,0.0238,0.0,9,0.43,0.34
2025-05-23,GOOG_GB_S07_SRC_BRAND_20250523,GO52565,Search,GB,DEEPAL S07,dealer,196,14,0.071429,3.2,44.78,0,0.054,0.0,8,0.49,0.6
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO54475,Search,GB,DEEPAL S07,price,165,15,0.090909,3.49,52.37,0,0.0461,0.0,6,0.52,0.67
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO88272,Search,GB,DEEPAL S07,electric_car,356,43,0.120787,3.16,135.68,1,0.0289,135.68,7,0.54,0.61
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO85957,Search,GB,DEEPAL S07,electric_car,1647,218,0.132362,1.66,362.78,10,0.0474,36.28,5,0.43,0.59
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO50780,Search,GB,DEEPAL S07,ev_suv,67,7,0.104478,3.69,25.83,0,0.0367,0.0,9,0.82,0.67
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO51815,Search,GB,DEEPAL S07,brand_exact,469,42,0.089552,1.15,48.38,1,0.033,48.38,5,0.85,0.41
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO83631,Search,GB,DEEPAL S07,dealer,2805,145,0.051693,3.13,453.87,3,0.0238,151.29,9,0.81,0.73
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO43196,Search,GB,DEEPAL S07,brand_broad,9342,922,0.098694,0.8,740.39,51,0.0562,14.52,6,0.6,0.37
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO76138,Search,GB,DEEPAL S07,review,968,53,0.054752,1.53,80.94,3,0.0572,26.98,8,0.78,0.42
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO95410,Search,GB,DEEPAL S07,electric_car,428,57,0.133178,2.69,153.45,3,0.0598,51.15,9,0.63,0.31
2025-05-24,GOOG_GB_S07_SRC_BRAND_20250524,GO74734,Search,GB,DEEPAL S07,brand_exact,106,11,0.103774,2.32,25.52,0,0.0567,0.0,7,0.57,0.72
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO92410,Search,GB,DEEPAL S07,review,1905,111,0.058268,3.41,378.24,2,0.0245,189.12,5,0.52,0.57
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO53606,Search,GB,DEEPAL S07,competitor,72,10,0.138889,1.69,16.9,0,0.0232,0.0,9,0.57,0.49
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO89612,Search,GB,DEEPAL S07,electric_car,622,88,0.141479,3.19,280.33,4,0.0466,70.08,7,0.79,0.64
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO64525,Search,GB,DEEPAL S07,dealer,3778,512,0.135521,0.68,349.9,19,0.0375,18.42,7,0.71,0.32
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO66941,Search,GB,DEEPAL S07,test_drive,306,45,0.147059,2.33,104.64,1,0.0254,104.64,7,0.43,0.63
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO82439,Search,GB,DEEPAL S07,review,2303,205,0.089014,1.14,234.35,9,0.0453,26.04,9,0.51,0.35
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO35785,Search,GB,DEEPAL S07,brand_exact,648,67,0.103395,2.61,174.75,3,0.0454,58.25,8,0.79,0.58
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO30965,Search,GB,DEEPAL S07,electric_car,275,30,0.109091,3.23,96.94,1,0.0434,96.94,8,0.44,0.31
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO92297,Search,GB,DEEPAL S07,competitor,23,3,0.130435,3.64,10.93,0,0.0382,0.0,5,0.42,0.33
2025-05-25,GOOG_GB_S07_SRC_BRAND_20250525,GO32871,Search,GB,DEEPAL S07,brand_exact,410,48,0.117073,2.89,138.9,1,0.037,138.9,6,0.78,0.59
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO84954,Search,GB,DEEPAL S07,brand_exact,650,74,0.113846,1.48,109.31,3,0.0495,36.44,6,0.42,0.34
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO10335,Search,GB,DEEPAL S07,ev_suv,4613,284,0.061565,1.75,496.49,14,0.0527,35.46,7,0.59,0.5
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO87546,Search,GB,DEEPAL S07,review,4530,312,0.068874,2.66,831.21,11,0.0357,75.56,7,0.83,0.44
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO18834,Search,GB,DEEPAL S07,brand_exact,1943,270,0.13896,1.41,380.16,15,0.0574,25.34,5,0.53,0.38
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO83462,Search,GB,DEEPAL S07,brand_exact,95,8,0.084211,2.91,23.26,0,0.0354,0.0,6,0.51,0.59
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO98628,Search,GB,DEEPAL S07,competitor,1141,157,0.137599,2.23,349.75,5,0.0358,69.95,7,0.69,0.43
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO13178,Search,GB,DEEPAL S07,electric_car,1243,74,0.059533,1.3,96.48,4,0.0561,24.12,9,0.43,0.49
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO97997,Search,GB,DEEPAL S07,price,7,1,0.142857,3.47,3.47,0,0.0557,0.0,8,0.49,0.51
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO52249,Search,GB,DEEPAL S07,ev_suv,142,13,0.091549,3.63,47.16,0,0.0247,0.0,6,0.61,0.49
2025-05-26,GOOG_GB_S07_SRC_BRAND_20250526,GO35952,Search,GB,DEEPAL S07,brand_broad,1051,132,0.125595,0.75,98.94,4,0.0334,24.73,5,0.45,0.31
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO20715,Search,GB,DEEPAL S07,dealer,350,43,0.122857,3.42,147.26,2,0.0556,73.63,7,0.67,0.36
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO39849,Search,GB,DEEPAL S07,test_drive,728,53,0.072802,3.0,158.94,1,0.0279,158.94,9,0.74,0.56
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO17824,Search,GB,DEEPAL S07,brand_broad,428,61,0.142523,2.62,159.69,1,0.0243,159.69,9,0.61,0.52
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO49139,Search,GB,DEEPAL S07,brand_exact,855,97,0.11345,3.46,336.08,4,0.0433,84.02,6,0.71,0.58
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO49092,Search,GB,DEEPAL S07,test_drive,653,90,0.137825,3.49,313.68,2,0.0242,156.84,7,0.62,0.47
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO14758,Search,GB,DEEPAL S07,electric_car,659,93,0.141123,1.32,122.41,4,0.0492,30.6,7,0.48,0.42
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO40319,Search,GB,DEEPAL S07,electric_car,3408,189,0.055458,1.74,329.62,4,0.0248,82.41,5,0.73,0.3
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO13611,Search,GB,DEEPAL S07,electric_car,1436,113,0.078691,2.98,336.85,3,0.0294,112.28,8,0.52,0.5
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO36699,Search,GB,DEEPAL S07,review,3245,206,0.063482,1.55,318.46,8,0.0428,39.81,5,0.56,0.51
2025-05-27,GOOG_GB_S07_SRC_BRAND_20250527,GO12893,Search,GB,DEEPAL S07,brand_broad,1132,142,0.125442,1.39,196.71,3,0.0224,65.57,7,0.5,0.54
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO19597,Search,GB,DEEPAL S07,competitor,1661,87,0.052378,1.79,155.35,4,0.0492,38.84,7,0.79,0.37
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO10259,Search,GB,DEEPAL S07,brand_broad,7551,957,0.126738,0.95,910.07,47,0.0493,19.36,9,0.74,0.6
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO60930,Search,GB,DEEPAL S07,test_drive,293,41,0.139932,1.62,66.54,1,0.0338,66.54,7,0.75,0.39
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO52358,Search,GB,DEEPAL S07,brand_exact,1488,221,0.148522,2.94,650.0,5,0.0239,130.0,9,0.56,0.69
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO23199,Search,GB,DEEPAL S07,electric_car,479,55,0.114823,2.99,164.42,2,0.0403,82.21,5,0.75,0.33
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO29578,Search,GB,DEEPAL S07,test_drive,81,7,0.08642,2.23,15.58,0,0.0555,0.0,9,0.61,0.36
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO53707,Search,GB,DEEPAL S07,brand_exact,3631,403,0.110989,1.15,465.03,11,0.0275,42.28,6,0.57,0.6
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO38350,Search,GB,DEEPAL S07,test_drive,149,16,0.107383,2.94,46.97,0,0.0338,0.0,6,0.55,0.75
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO77437,Search,GB,DEEPAL S07,brand_broad,140,12,0.085714,3.14,37.71,0,0.0232,0.0,8,0.75,0.33
2025-05-28,GOOG_GB_S07_SRC_BRAND_20250528,GO44575,Search,GB,DEEPAL S07,dealer,738,93,0.126016,3.48,323.39,4,0.0475,80.85,7,0.83,0.41
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO71164,Search,GB,DEEPAL S07,price,70,7,0.1,2.92,20.45,0,0.0571,0.0,5,0.4,0.72
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO92518,Search,GB,DEEPAL S07,ev_suv,152,18,0.118421,2.89,52.07,0,0.0388,0.0,7,0.52,0.63
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO51757,Search,GB,DEEPAL S07,dealer,1782,133,0.074635,3.05,405.16,6,0.0491,67.53,8,0.81,0.43
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO88384,Search,GB,DEEPAL S07,dealer,3571,183,0.051246,1.68,307.13,4,0.0256,76.78,7,0.6,0.34
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO69528,Search,GB,DEEPAL S07,electric_car,1231,94,0.076361,3.07,288.64,4,0.0439,72.16,8,0.58,0.38
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO32756,Search,GB,DEEPAL S07,competitor,348,37,0.106322,2.53,93.77,2,0.0566,46.89,9,0.44,0.73
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO73131,Search,GB,DEEPAL S07,brand_exact,120,10,0.083333,2.84,28.35,0,0.0412,0.0,9,0.75,0.3
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO32916,Search,GB,DEEPAL S07,test_drive,3208,231,0.072007,2.85,658.42,8,0.0376,82.3,8,0.43,0.48
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO56721,Search,GB,DEEPAL S07,test_drive,3773,454,0.120329,1.17,529.59,16,0.036,33.1,9,0.8,0.46
2025-05-29,GOOG_GB_S07_SRC_BRAND_20250529,GO64984,Search,GB,DEEPAL S07,ev_suv,1282,72,0.056162,1.92,137.97,3,0.0434,45.99,8,0.48,0.38
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO27413,Search,GB,DEEPAL S07,test_drive,140,19,0.135714,1.87,35.54,0,0.0353,0.0,7,0.65,0.41
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO92618,Search,GB,DEEPAL S07,dealer,8873,520,0.058605,1.08,562.57,15,0.0304,37.5,8,0.8,0.75
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO10910,Search,GB,DEEPAL S07,price,479,45,0.093946,0.66,29.71,1,0.0383,29.71,8,0.69,0.4
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO85185,Search,GB,DEEPAL S07,review,1312,187,0.14253,2.57,480.55,10,0.0561,48.05,9,0.56,0.58
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO24868,Search,GB,DEEPAL S07,competitor,193,24,0.124352,2.32,55.67,1,0.0493,55.67,7,0.55,0.64
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO14773,Search,GB,DEEPAL S07,test_drive,1635,89,0.054434,1.7,150.97,2,0.0286,75.48,9,0.47,0.33
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO77811,Search,GB,DEEPAL S07,price,1452,203,0.139807,3.09,628.16,4,0.0206,157.04,5,0.43,0.3
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO89676,Search,GB,DEEPAL S07,brand_exact,2493,275,0.110309,1.82,500.47,13,0.0482,38.5,9,0.73,0.65
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO67069,Search,GB,DEEPAL S07,ev_suv,1200,106,0.088333,3.24,343.6,3,0.0292,114.53,5,0.77,0.44
2025-05-30,GOOG_GB_S07_SRC_BRAND_20250530,GO97507,Search,GB,DEEPAL S07,price,11,1,0.090909,2.62,2.62,0,0.0545,0.0,7,0.73,0.57
2025-05-31,GOOG_GB_S07_SRC_BRAND_20250531,GO47517,Search,GB,DEEPAL S07,competitor,1839,145,0.078847,2.22,322.42,4,0.0322,80.6,6,0.61,0.35
2025-05-31,GOOG_GB_S07_SRC_BRAND_20250531,GO73497,Search,GB,DEEPAL S07,price,4051,232,0.05727,2.97,688.97,6,0.0293,114.83,9,0.43,0.64
2025-05-31,GOOG_GB_S07_SRC_BRAND_20250531,GO80641,Search,GB,DEEPAL S07,review,374,36,0.096257,3.05,109.67,0,0.0234,0.0,5,0.7,0.46
2025-05-31,GOOG_GB_S07_SRC_BRAND_20250531,GO98462,Search,GB,DEEPAL S07,electric_car,467,58,0.124197,1.36,78.91,2,0.0396,39.45,9,0.77,0.35
2025-05-31,GOOG_GB_S07_SRC_BRAND_20250531,GO57675,Search,GB,DEEPAL S07,review,3687,248,0.067263,1.39,345.6,11,0.0473,31.42,7,0.75,0.52
2025-05-31,GOOG_GB_S07_SRC_BRAND_20250531,GO26704,Search,GB,DEEPAL S07,review,7,1,0.142857,2.62,2.62,0,0.0553,0.0,9,0.77,0.7
2025-05-31,GOOG_GB_S07_SRC_BRAND_20250531,GO47510,Search,GB,DEEPAL S07,ev_suv,99,11,0.111111,1.46,16.03,0,0.054,0.0,5,0.58,0.38
