date,channel,device,sessions,users,new_users,bounce_rate,avg_session_duration_sec,pages_per_session,configurator_starts
2025-02-24,display,desktop,124,112,71,0.667,252.9,4.37,3
2025-02-24,display,tablet,28,24,18,0.6177,126.1,4.98,0
2025-02-24,display,mobile,177,149,89,0.3488,202.0,4.58,6
2025-02-25,organic_search,mobile,896,768,522,0.4999,276.0,4.28,34
2025-02-25,organic_search,desktop,550,467,304,0.5602,147.6,2.18,17
2025-02-25,organic_search,tablet,147,122,80,0.3003,165.2,3.09,4
2025-02-25,social_organic,mobile,253,228,138,0.4587,66.2,4.06,9
2025-02-25,social_organic,desktop,159,132,77,0.5276,73.4,2.71,6
2025-02-25,social_organic,tablet,52,42,33,0.4388,77.1,2.11,1
2025-02-25,social_paid,mobile,482,430,201,0.4231,58.2,4.4,22
2025-02-25,social_paid,desktop,306,236,135,0.595,120.0,4.67,11
2025-02-25,social_paid,tablet,83,74,39,0.5594,87.9,1.84,4
2025-02-25,referral,mobile,159,146,63,0.3462,73.5,4.55,6
2025-02-25,referral,desktop,117,95,61,0.4837,165.0,2.43,3
2025-02-25,referral,tablet,30,23,15,0.6805,129.7,4.16,1
2025-02-25,display,mobile,236,215,121,0.5686,274.9,4.37,11
2025-02-25,display,desktop,143,123,83,0.5082,177.9,4.61,4
2025-02-25,display,tablet,55,47,38,0.6876,172.5,4.1,2
2025-02-26,email,tablet,22,19,11,0.6461,110.7,4.88,0
2025-02-26,email,desktop,61,48,30,0.6013,290.1,4.08,2
2025-02-26,email,mobile,102,77,55,0.3651,222.2,2.84,2
2025-02-26,paid_search,tablet,67,54,33,0.6274,130.7,3.64,2
2025-02-26,paid_search,desktop,267,221,160,0.6834,220.6,3.79,8
2025-02-26,paid_search,mobile,409,377,180,0.4666,81.3,1.95,16
2025-02-26,display,tablet,27,23,14,0.4557,184.9,2.11,0
2025-02-26,display,desktop,91,75,46,0.5961,284.8,3.6,3
2025-02-26,display,mobile,140,132,64,0.3698,209.6,2.38,4
2025-02-26,social_organic,tablet,27,23,17,0.5937,60.9,1.89,1
2025-02-26,social_organic,desktop,96,76,59,0.6752,31.2,2.47,3
2025-02-26,social_organic,mobile,159,120,103,0.5364,35.4,3.88,3
2025-02-26,direct,tablet,50,44,21,0.433,99.4,4.78,2
2025-02-26,direct,desktop,198,166,90,0.5182,246.1,1.86,9
2025-02-26,direct,mobile,308,287,163,0.6674,203.3,2.33,8
2025-02-27,organic_search,tablet,125,114,82,0.6126,165.4,2.08,5
2025-02-27,organic_search,desktop,475,385,267,0.6909,279.3,4.08,20
2025-02-27,organic_search,mobile,713,538,458,0.6787,212.3,4.06,26
2025-02-27,paid_search,tablet,114,108,54,0.685,195.6,3.87,3
2025-02-27,paid_search,desktop,398,339,225,0.3151,72.1,2.26,8
2025-02-27,paid_search,mobile,611,487,316,0.6792,192.9,4.71,25
2025-02-27,social_paid,tablet,83,78,58,0.4284,90.0,2.21,2
2025-02-27,social_paid,desktop,285,251,130,0.4415,84.1,2.2,11
2025-02-27,social_paid,mobile,481,445,250,0.682,77.4,4.96,17
2025-02-27,email,tablet,20,17,12,0.6984,90.4,1.56,0
2025-02-27,email,desktop,104,92,58,0.6332,276.7,1.73,2
2025-02-27,email,mobile,144,110,75,0.4317,194.9,1.56,4
2025-02-27,social_organic,tablet,40,32,19,0.5675,88.4,2.13,1
2025-02-27,social_organic,desktop,143,128,62,0.3234,64.6,4.09,3
2025-02-27,social_organic,mobile,243,228,112,0.6578,60.5,2.39,12
2025-02-27,display,tablet,32,24,15,0.6451,132.2,2.87,0
2025-02-27,display,desktop,129,121,70,0.6076,62.2,2.88,2
2025-02-27,display,mobile,201,171,99,0.4092,237.6,3.23,4
2025-02-28,direct,tablet,291,251,152,0.6408,155.9,2.19,6
2025-02-28,direct,desktop,997,903,479,0.3323,226.1,3.12,31
2025-02-28,email,tablet,95,73,44,0.3885,107.9,3.74,2
2025-02-28,email,desktop,316,270,149,0.5044,181.8,2.39,8
2025-02-28,referral,tablet,97,80,65,0.3343,246.7,1.69,3
2025-02-28,referral,desktop,329,284,206,0.3971,159.3,3.81,15
2025-02-28,social_paid,tablet,291,243,131,0.5548,87.7,2.0,12
2025-02-28,social_paid,desktop,1001,895,633,0.4035,105.4,2.87,35
2025-02-28,social_organic,tablet,152,141,74,0.626,55.2,3.0,5
2025-02-28,social_organic,desktop,531,399,325,0.325,83.3,2.94,16
2025-02-28,display,tablet,131,110,65,0.6973,278.1,3.25,6
2025-02-28,display,desktop,484,396,201,0.6245,254.5,3.09,11
2025-03-01,organic_search,mobile,602,482,274,0.4063,298.5,2.87,12
2025-03-01,organic_search,desktop,364,306,202,0.653,109.5,3.91,12
2025-03-01,social_organic,mobile,184,153,94,0.6763,43.0,3.74,3
2025-03-01,social_organic,desktop,136,108,85,0.5691,84.7,4.64,4
2025-03-01,paid_search,mobile,503,442,222,0.4887,274.7,4.48,17
2025-03-01,paid_search,desktop,286,215,135,0.3136,209.4,2.67,8
2025-03-01,email,mobile,116,103,79,0.3895,96.2,2.86,4
2025-03-01,email,desktop,79,69,46,0.664,147.9,3.63,3
2025-03-01,social_paid,mobile,367,315,180,0.5608,76.8,2.98,13
2025-03-01,social_paid,desktop,227,182,135,0.6309,91.6,4.13,11
2025-03-02,organic_search,mobile,1910,1550,1283,0.6327,192.2,2.92,65
2025-03-02,organic_search,tablet,309,256,176,0.501,76.0,4.81,11
2025-03-02,display,mobile,508,420,334,0.6614,109.7,2.04,21
2025-03-02,display,tablet,102,79,43,0.4424,166.9,3.56,3
2025-03-02,email,mobile,375,313,248,0.3004,157.4,1.95,7
2025-03-02,email,tablet,69,64,30,0.4504,218.1,3.44,1
2025-03-02,referral,mobile,406,373,250,0.5832,84.8,4.4,11
2025-03-02,referral,tablet,63,56,33,0.3733,84.1,3.03,1
2025-03-02,paid_search,mobile,1495,1368,650,0.6745,294.6,2.91,70
2025-03-02,paid_search,tablet,271,222,142,0.3719,284.2,2.49,11
2025-03-03,paid_search,mobile,1005,789,576,0.6993,82.7,2.4,32
2025-03-03,paid_search,desktop,685,567,442,0.5927,219.7,4.08,18
2025-03-03,email,mobile,233,175,161,0.3161,71.1,4.84,4
2025-03-03,email,desktop,155,134,94,0.3887,215.2,2.42,3
2025-03-03,direct,mobile,772,729,527,0.4795,224.2,3.16,20
2025-03-03,direct,desktop,474,426,277,0.4149,287.6,1.85,20
2025-03-03,social_organic,mobile,383,330,153,0.3935,42.1,3.0,16
2025-03-03,social_organic,desktop,281,254,115,0.3861,53.7,2.11,5
2025-03-03,display,mobile,321,294,173,0.6039,109.5,3.95,8
2025-03-03,display,desktop,248,229,137,0.6115,202.6,2.23,5
2025-03-03,organic_search,mobile,1239,1169,755,0.5928,290.0,1.52,40
2025-03-03,organic_search,desktop,811,680,340,0.5159,142.5,1.57,33
2025-03-04,organic_search,desktop,609,518,355,0.381,199.5,2.2,27
2025-03-04,organic_search,mobile,942,724,534,0.5941,261.3,3.08,21
2025-03-04,display,desktop,168,147,92,0.304,77.8,1.65,6
2025-03-04,display,mobile,258,236,108,0.5309,213.9,1.63,8
2025-03-04,direct,desktop,368,309,150,0.5763,89.6,1.98,10
2025-03-04,direct,mobile,549,506,306,0.6087,70.9,1.79,15
2025-03-04,paid_search,desktop,495,427,340,0.6893,125.6,2.85,21
2025-03-04,paid_search,mobile,798,752,527,0.6327,150.3,3.57,39
2025-03-04,social_organic,desktop,212,199,114,0.4358,68.0,4.81,10
2025-03-04,social_organic,mobile,319,283,137,0.4697,57.7,3.57,8
2025-03-04,social_paid,desktop,343,304,159,0.3094,65.5,3.02,14
2025-03-04,social_paid,mobile,600,565,314,0.5784,64.0,3.72,27
2025-03-05,referral,tablet,12,10,7,0.6299,152.9,1.85,0
2025-03-05,referral,desktop,69,54,28,0.4556,120.0,4.6,1
2025-03-05,referral,mobile,97,76,58,0.5179,216.8,3.57,2
2025-03-05,paid_search,tablet,75,63,35,0.4592,70.0,3.46,1
2025-03-05,paid_search,desktop,283,215,196,0.4851,162.7,4.03,9
2025-03-05,paid_search,mobile,433,345,274,0.6129,238.4,2.58,18
2025-03-05,email,tablet,24,19,14,0.453,247.8,4.85,1
2025-03-05,email,desktop,68,61,29,0.5855,178.1,2.42,3
2025-03-05,email,mobile,111,90,76,0.6682,179.9,2.51,5
2025-03-05,display,tablet,27,23,11,0.4622,267.6,1.9,0
2025-03-05,display,desktop,96,90,59,0.3853,91.5,2.5,2
2025-03-05,display,mobile,152,124,105,0.3998,192.8,3.92,6
2025-03-05,direct,tablet,64,48,43,0.4431,140.4,2.62,3
2025-03-05,direct,desktop,199,157,86,0.6777,84.4,4.7,9
2025-03-05,direct,mobile,297,274,195,0.5221,264.1,2.42,11
2025-03-05,organic_search,tablet,82,63,53,0.3409,212.7,3.7,3
2025-03-05,organic_search,desktop,323,243,217,0.5106,97.0,3.96,12
2025-03-05,organic_search,mobile,486,381,213,0.4075,259.7,2.01,12
2025-03-06,display,tablet,55,44,30,0.684,105.7,4.59,2
2025-03-06,display,mobile,326,298,171,0.3056,290.2,2.13,11
2025-03-06,display,desktop,221,198,150,0.491,253.1,2.79,8
2025-03-06,social_paid,tablet,141,118,62,0.5406,119.8,4.93,3
2025-03-06,social_paid,mobile,762,625,480,0.5566,116.0,4.45,28
2025-03-06,social_paid,desktop,429,360,238,0.5824,69.6,1.77,16
2025-03-06,paid_search,tablet,173,154,83,0.4332,145.2,4.62,6
2025-03-06,paid_search,mobile,1013,783,462,0.3474,270.5,2.82,48
2025-03-06,paid_search,desktop,628,493,267,0.5593,161.6,3.94,25
2025-03-06,email,tablet,43,35,18,0.3881,241.9,1.74,1
2025-03-06,email,mobile,222,210,153,0.4556,248.8,3.55,10
2025-03-06,email,desktop,162,135,87,0.6755,168.6,2.94,5
2025-03-06,social_organic,tablet,69,63,41,0.3026,80.5,2.51,3
2025-03-06,social_organic,mobile,350,273,170,0.5582,61.2,2.62,13
2025-03-06,social_organic,desktop,237,196,142,0.3277,78.6,4.38,10
2025-03-06,direct,tablet,125,96,77,0.4887,250.7,1.65,5
2025-03-06,direct,mobile,728,601,469,0.3131,86.7,1.77,18
2025-03-06,direct,desktop,469,444,291,0.6011,138.0,3.66,18
2025-03-07,organic_search,tablet,257,234,167,0.6519,157.0,1.66,10
2025-03-07,organic_search,mobile,1279,1169,637,0.3917,238.6,4.67,60
2025-03-07,social_organic,tablet,74,65,45,0.5412,69.1,1.93,1
2025-03-07,social_organic,mobile,428,375,290,0.597,53.0,1.64,13
2025-03-07,direct,tablet,139,106,72,0.5679,214.0,4.55,3
2025-03-07,direct,mobile,770,629,318,0.5463,178.0,2.73,35
2025-03-07,email,tablet,42,38,23,0.494,255.6,2.02,1
2025-03-07,email,mobile,249,191,105,0.4954,167.5,2.36,11
2025-03-07,referral,tablet,55,42,29,0.6037,279.4,2.66,2
2025-03-07,referral,mobile,260,205,176,0.519,241.0,3.07,12
2025-03-08,social_paid,mobile,782,621,337,0.6529,52.3,2.65,26
2025-03-08,social_paid,desktop,534,454,233,0.3108,105.2,2.53,13
2025-03-08,social_paid,tablet,153,134,69,0.5093,114.9,3.8,5
2025-03-08,paid_search,mobile,1103,997,679,0.6651,217.8,2.81,29
2025-03-08,paid_search,desktop,683,636,408,0.4504,261.2,1.75,30
2025-03-08,paid_search,tablet,191,146,124,0.4384,183.8,5.0,4
2025-03-08,social_organic,mobile,413,381,232,0.4891,56.7,4.52,19
2025-03-08,social_organic,desktop,269,239,145,0.3274,70.2,2.08,12
2025-03-08,social_organic,tablet,85,73,48,0.6222,86.7,4.47,2
2025-03-08,display,mobile,374,351,214,0.6041,175.6,3.84,16
2025-03-08,display,desktop,254,226,143,0.3595,277.2,3.47,11
2025-03-08,display,tablet,67,52,41,0.5961,229.5,2.79,2
2025-03-08,referral,mobile,251,221,147,0.4802,150.5,2.25,10
2025-03-08,referral,desktop,181,148,108,0.3918,113.2,3.5,6
2025-03-08,referral,tablet,48,41,27,0.4555,178.3,4.42,1
2025-03-08,email,mobile,269,228,116,0.422,151.8,1.97,11
2025-03-08,email,desktop,195,173,103,0.6814,184.3,4.73,6
2025-03-08,email,tablet,56,47,33,0.6838,163.2,2.66,2
2025-03-09,referral,tablet,28,25,18,0.6738,96.0,3.63,0
2025-03-09,referral,mobile,213,174,118,0.6014,297.8,3.84,6
2025-03-09,referral,desktop,123,107,64,0.3217,178.3,2.58,3
2025-03-09,email,tablet,33,27,23,0.5846,202.5,4.99,1
2025-03-09,email,mobile,194,156,79,0.3259,200.5,2.15,7
2025-03-09,email,desktop,127,119,77,0.413,104.5,2.2,3
2025-03-09,display,tablet,46,35,29,0.5507,88.5,3.31,1
2025-03-09,display,mobile,289,266,179,0.6985,226.6,4.08,14
2025-03-09,display,desktop,167,131,77,0.6068,162.0,2.95,6
2025-03-09,paid_search,tablet,135,104,65,0.3467,74.5,2.85,3
2025-03-09,paid_search,mobile,790,671,549,0.608,144.6,4.9,21
2025-03-09,paid_search,desktop,507,403,307,0.621,265.7,4.74,13
2025-03-09,social_organic,tablet,44,41,17,0.5598,72.1,3.01,1
2025-03-09,social_organic,mobile,321,257,131,0.3041,64.7,3.04,8
2025-03-09,social_organic,desktop,200,150,113,0.4656,54.1,2.28,6
2025-03-10,social_paid,desktop,283,252,173,0.3724,47.3,4.28,7
2025-03-10,social_paid,tablet,67,60,43,0.4002,100.6,3.11,1
2025-03-10,social_paid,mobile,442,350,215,0.6032,58.1,3.37,9
2025-03-10,display,desktop,149,140,71,0.528,236.2,3.39,5
2025-03-10,display,tablet,31,23,12,0.3961,88.7,4.95,0
2025-03-10,display,mobile,228,214,145,0.3654,80.6,1.51,6
2025-03-10,paid_search,desktop,379,356,188,0.3807,266.6,3.91,12
2025-03-10,paid_search,tablet,111,103,47,0.427,204.8,2.29,5
2025-03-10,paid_search,mobile,596,456,341,0.407,170.9,3.87,16
2025-03-10,organic_search,desktop,465,432,222,0.4557,83.1,4.64,20
2025-03-10,organic_search,tablet,130,103,73,0.4098,146.8,4.8,3
2025-03-10,organic_search,mobile,725,591,381,0.5102,156.9,2.47,22
2025-03-10,social_organic,desktop,132,101,67,0.6168,71.2,2.69,5
2025-03-10,social_organic,tablet,42,35,23,0.4556,70.3,4.01,1
2025-03-10,social_organic,mobile,218,201,135,0.5114,86.7,4.04,4
2025-03-10,referral,desktop,106,100,59,0.3628,192.6,2.66,4
2025-03-10,referral,tablet,29,26,20,0.4276,273.2,2.57,1
2025-03-10,referral,mobile,154,143,70,0.373,82.2,3.06,4
2025-03-11,social_paid,desktop,307,235,158,0.4913,73.3,3.05,10
2025-03-11,social_paid,tablet,93,87,51,0.6672,114.1,3.31,4
2025-03-11,social_paid,mobile,453,405,261,0.557,44.4,3.45,20
2025-03-11,organic_search,desktop,488,402,271,0.5086,258.8,3.32,22
2025-03-11,organic_search,tablet,155,135,66,0.4688,232.0,3.52,7
2025-03-11,organic_search,mobile,738,579,361,0.3042,79.7,2.7,36
2025-03-11,email,desktop,96,85,48,0.3787,68.6,4.25,3
2025-03-11,email,tablet,24,19,10,0.5291,139.1,3.35,0
2025-03-11,email,mobile,152,114,103,0.6981,179.1,4.24,6
2025-03-11,display,desktop,128,119,85,0.6371,168.2,4.93,4
2025-03-11,display,tablet,32,25,18,0.6213,270.8,3.18,0
2025-03-11,display,mobile,240,226,157,0.4005,178.8,3.12,8
2025-03-11,referral,desktop,77,68,45,0.5336,79.8,1.62,1
2025-03-11,referral,tablet,24,21,16,0.6744,162.1,3.96,0
2025-03-11,referral,mobile,152,114,60,0.5763,80.6,2.19,4
2025-03-11,paid_search,desktop,405,315,211,0.6685,243.6,3.56,14
2025-03-11,paid_search,tablet,113,95,54,0.5995,78.9,4.02,3
2025-03-11,paid_search,mobile,604,469,268,0.6859,207.6,4.46,21
2025-03-12,social_organic,desktop,176,165,74,0.568,75.5,4.45,6
2025-03-12,social_organic,mobile,329,287,151,0.5855,32.3,2.66,8
2025-03-12,social_organic,tablet,50,41,21,0.4006,59.2,4.98,2
2025-03-12,email,desktop,102,83,61,0.3357,131.6,4.45,2
2025-03-12,email,mobile,166,133,105,0.6655,225.4,4.02,5
2025-03-12,email,tablet,38,35,16,0.4532,250.3,3.08,1
2025-03-12,display,desktop,161,128,72,0.6049,189.5,2.57,6
2025-03-12,display,mobile,273,231,140,0.6395,179.0,3.66,7
2025-03-12,display,tablet,64,56,32,0.3366,299.6,2.46,2
2025-03-12,paid_search,desktop,484,453,240,0.3468,106.7,3.47,13
2025-03-12,paid_search,mobile,748,671,463,0.6713,147.3,4.13,22
2025-03-12,paid_search,tablet,139,127,80,0.5951,150.3,2.88,3
2025-03-12,direct,desktop,354,326,177,0.5477,165.8,1.94,15
2025-03-12,direct,mobile,582,448,347,0.3708,188.8,1.94,26
2025-03-12,direct,tablet,107,90,58,0.3924,61.0,1.64,4
2025-03-12,social_paid,desktop,361,307,168,0.3798,90.6,1.59,16
2025-03-12,social_paid,mobile,580,483,330,0.4463,94.1,3.85,20
2025-03-12,social_paid,tablet,92,78,61,0.4323,80.1,4.89,3
2025-03-13,paid_search,tablet,292,233,167,0.6931,263.1,2.19,6
2025-03-13,paid_search,mobile,1623,1470,870,0.3142,133.5,1.54,49
2025-03-13,paid_search,desktop,1001,893,539,0.5223,207.4,4.42,41
2025-03-13,social_organic,tablet,123,93,68,0.3262,88.6,3.97,2
2025-03-13,social_organic,mobile,634,548,339,0.4083,59.9,2.86,25
2025-03-13,social_organic,desktop,361,273,234,0.6275,59.2,4.19,13
2025-03-13,referral,tablet,63,52,37,0.6425,80.9,2.07,2
2025-03-13,referral,mobile,398,321,190,0.6931,80.4,3.59,18
2025-03-13,referral,desktop,261,197,147,0.456,201.7,2.82,7
2025-03-13,email,tablet,61,46,30,0.6324,78.2,3.1,2
2025-03-13,email,mobile,415,377,230,0.4278,256.6,4.03,19
2025-03-13,email,desktop,240,211,135,0.683,140.4,4.61,8
2025-03-13,direct,tablet,219,196,138,0.6477,91.8,4.14,8
2025-03-13,direct,mobile,1196,1088,715,0.4728,84.9,4.22,35
2025-03-13,direct,desktop,772,707,487,0.4587,268.5,2.63,28
2025-03-14,referral,mobile,214,163,98,0.5867,279.5,2.18,8
2025-03-14,referral,tablet,31,23,19,0.3252,206.6,3.9,0
2025-03-14,referral,desktop,156,123,78,0.4404,121.1,3.54,5
2025-03-14,organic_search,mobile,1137,1005,583,0.3696,177.1,3.7,52
2025-03-14,organic_search,tablet,203,172,119,0.3105,161.6,4.98,6
2025-03-14,organic_search,desktop,739,580,373,0.6239,293.8,3.07,15
2025-03-14,paid_search,mobile,882,774,399,0.3806,161.9,1.68,29
2025-03-14,paid_search,tablet,156,145,89,0.5121,249.2,3.24,4
2025-03-14,paid_search,desktop,590,457,283,0.4994,274.1,4.09,27
2025-03-14,direct,mobile,678,633,395,0.5165,100.6,2.51,27
2025-03-14,direct,tablet,128,115,71,0.6545,299.9,4.11,5
2025-03-14,direct,desktop,449,344,208,0.4698,268.5,1.95,18
2025-03-14,social_paid,mobile,666,602,399,0.4015,59.5,3.31,24
2025-03-14,social_paid,tablet,123,108,73,0.5531,116.4,2.98,5
2025-03-14,social_paid,desktop,421,374,238,0.6811,43.3,2.72,11
2025-03-14,display,mobile,318,275,206,0.6406,175.1,3.49,8
2025-03-14,display,tablet,65,61,39,0.5572,107.9,1.9,1
2025-03-14,display,desktop,205,168,116,0.3796,189.3,2.73,8
2025-03-15,direct,mobile,534,499,214,0.4003,165.6,3.11,22
2025-03-15,direct,desktop,373,320,195,0.6303,183.9,3.41,10
2025-03-15,direct,tablet,90,72,52,0.5375,277.0,4.3,2
2025-03-15,social_paid,mobile,502,408,336,0.4215,44.1,4.56,13
2025-03-15,social_paid,desktop,306,262,161,0.4506,113.4,4.02,7
2025-03-15,social_paid,tablet,99,83,43,0.5111,101.8,2.62,4
2025-03-15,paid_search,mobile,744,647,410,0.3005,92.9,3.69,20
2025-03-15,paid_search,desktop,454,419,234,0.4371,200.7,2.44,12
2025-03-15,paid_search,tablet,144,110,58,0.652,126.6,2.43,4
2025-03-15,email,mobile,165,126,82,0.6879,283.0,2.93,3
2025-03-15,email,desktop,127,120,53,0.3404,279.8,3.21,4
2025-03-15,email,tablet,28,24,11,0.5063,182.5,4.65,1
2025-03-15,organic_search,mobile,886,673,388,0.4997,147.3,3.69,35
2025-03-15,organic_search,desktop,562,425,301,0.3375,79.6,3.21,13
2025-03-15,organic_search,tablet,164,139,94,0.4103,202.2,3.23,4
2025-03-16,organic_search,mobile,1843,1438,952,0.6219,115.1,2.66,40
2025-03-16,organic_search,tablet,362,336,211,0.5725,184.9,4.98,8
2025-03-16,organic_search,desktop,1230,972,670,0.3756,257.1,1.68,48
2025-03-16,display,mobile,551,429,275,0.488,256.2,4.99,14
2025-03-16,display,tablet,78,69,37,0.6033,208.8,2.37,2
2025-03-16,display,desktop,346,291,157,0.3389,153.0,4.39,13
2025-03-16,email,mobile,377,331,234,0.327,166.1,4.1,17
2025-03-16,email,tablet,77,60,33,0.5248,199.3,2.17,3
2025-03-16,email,desktop,219,206,138,0.5049,60.9,4.29,7
2025-03-16,social_organic,mobile,540,485,310,0.4917,50.8,2.64,23
2025-03-16,social_organic,tablet,111,102,71,0.4649,79.6,2.27,4
2025-03-16,social_organic,desktop,376,338,212,0.4845,85.9,1.9,12
2025-03-16,referral,mobile,371,322,210,0.4261,87.8,4.09,12
2025-03-16,referral,tablet,76,59,37,0.4343,70.1,4.4,3
2025-03-16,referral,desktop,237,189,95,0.6189,193.4,2.25,4
2025-03-17,paid_search,desktop,1005,870,560,0.583,138.0,3.62,30
2025-03-17,paid_search,mobile,1548,1433,990,0.6944,191.6,2.15,74
2025-03-17,paid_search,tablet,297,260,178,0.5482,224.8,3.62,8
2025-03-17,social_organic,desktop,395,324,208,0.4677,63.2,4.4,18
2025-03-17,social_organic,mobile,581,482,368,0.5977,34.6,4.9,23
2025-03-17,social_organic,tablet,98,91,54,0.3874,89.1,3.2,3
2025-03-17,social_paid,desktop,716,569,313,0.3157,59.4,3.84,16
2025-03-17,social_paid,mobile,1178,1087,612,0.3863,83.4,3.32,57
2025-03-17,social_paid,tablet,223,206,143,0.535,97.8,2.85,5
2025-03-17,referral,desktop,218,167,140,0.6491,205.6,3.16,5
2025-03-17,referral,mobile,374,333,227,0.3211,128.6,3.77,10
2025-03-17,referral,tablet,76,66,37,0.4192,194.3,1.79,3
2025-03-17,display,desktop,348,265,185,0.393,223.7,3.09,10
2025-03-17,display,mobile,507,393,281,0.6654,124.6,4.37,24
2025-03-17,display,tablet,72,68,45,0.6209,71.2,3.62,2
2025-03-18,social_organic,mobile,724,559,415,0.6337,31.0,1.64,31
2025-03-18,social_organic,tablet,115,93,77,0.3652,42.8,4.85,2
2025-03-18,email,mobile,478,371,288,0.3036,127.1,3.37,19
2025-03-18,email,tablet,74,66,44,0.3869,102.0,4.93,3
2025-03-18,social_paid,mobile,1302,1158,574,0.314,85.4,3.51,53
2025-03-18,social_paid,tablet,200,163,87,0.4392,42.0,2.79,6
2025-03-18,paid_search,mobile,1805,1414,1064,0.522,107.7,4.04,50
2025-03-18,paid_search,tablet,316,269,200,0.3453,210.1,3.11,14
2025-03-18,direct,mobile,1253,1092,665,0.5458,171.8,2.51,56
2025-03-18,direct,tablet,236,201,160,0.5088,174.6,2.13,5
2025-03-19,referral,desktop,145,113,96,0.4234,212.0,1.67,6
2025-03-19,referral,tablet,51,45,24,0.6696,64.0,3.01,1
2025-03-19,referral,mobile,233,180,156,0.4618,288.1,1.72,9
2025-03-19,display,desktop,171,150,107,0.5776,269.0,1.62,3
2025-03-19,display,tablet,61,50,42,0.4155,104.1,2.72,2
2025-03-19,display,mobile,327,307,181,0.5324,169.7,2.63,16
2025-03-19,social_paid,desktop,423,340,282,0.4283,107.7,3.79,20
2025-03-19,social_paid,tablet,117,101,48,0.5893,118.7,2.11,3
2025-03-19,social_paid,mobile,659,579,289,0.6541,83.3,2.01,19
2025-03-19,social_organic,desktop,224,189,122,0.5339,77.8,3.44,10
2025-03-19,social_organic,tablet,70,62,44,0.5085,86.6,2.35,1
2025-03-19,social_organic,mobile,359,314,182,0.3124,50.2,2.98,8
2025-03-19,organic_search,desktop,728,581,334,0.6781,293.6,3.37,32
2025-03-19,organic_search,tablet,180,167,74,0.435,186.0,4.95,7
2025-03-19,organic_search,mobile,1160,961,505,0.628,224.6,4.77,27
2025-03-19,paid_search,desktop,591,543,237,0.369,244.4,2.68,15
2025-03-19,paid_search,tablet,171,156,69,0.4754,191.8,1.73,4
2025-03-19,paid_search,mobile,945,840,509,0.3297,279.5,1.52,40
2025-03-20,organic_search,desktop,828,628,365,0.643,203.3,4.55,31
2025-03-20,organic_search,mobile,1360,1248,774,0.6953,156.4,1.65,51
2025-03-20,organic_search,tablet,260,235,162,0.4704,114.9,4.52,12
2025-03-20,social_organic,desktop,309,249,134,0.5283,65.0,4.35,13
2025-03-20,social_organic,mobile,436,400,185,0.3452,76.3,4.93,20
2025-03-20,social_organic,tablet,85,66,43,0.4916,87.5,3.01,1
2025-03-20,social_paid,desktop,488,425,324,0.4722,43.2,4.19,11
2025-03-20,social_paid,mobile,850,736,355,0.6165,47.1,1.86,23
2025-03-20,social_paid,tablet,156,122,75,0.4745,47.4,1.96,4
2025-03-20,referral,desktop,156,122,94,0.5961,226.7,2.55,3
2025-03-20,referral,mobile,254,229,168,0.5392,253.9,3.92,10
2025-03-20,referral,tablet,63,58,27,0.6373,181.0,4.07,3
2025-03-20,direct,desktop,541,507,362,0.5969,289.8,4.58,26
2025-03-20,direct,mobile,814,731,543,0.3513,214.9,1.59,19
2025-03-20,direct,tablet,161,146,109,0.6887,183.0,2.82,5
2025-03-20,email,desktop,194,172,89,0.4851,144.3,1.81,7
2025-03-20,email,mobile,270,247,176,0.6287,255.9,1.81,11
2025-03-20,email,tablet,61,50,29,0.5935,205.6,2.11,1
2025-03-21,direct,tablet,100,94,42,0.456,245.6,2.43,2
2025-03-21,direct,desktop,357,276,216,0.4447,272.3,4.18,8
2025-03-21,direct,mobile,553,451,300,0.4676,164.3,3.41,11
2025-03-21,paid_search,tablet,118,109,74,0.4306,253.7,4.49,3
2025-03-21,paid_search,desktop,484,408,249,0.6892,152.5,3.14,22
2025-03-21,paid_search,mobile,721,679,440,0.478,99.9,2.78,21
2025-03-21,referral,tablet,36,31,20,0.6542,101.4,1.78,1
2025-03-21,referral,desktop,112,94,75,0.3916,169.0,2.41,2
2025-03-21,referral,mobile,207,176,100,0.6104,167.6,2.41,7
2025-03-21,social_organic,tablet,51,39,34,0.6186,88.2,4.17,1
2025-03-21,social_organic,desktop,188,153,120,0.6932,44.4,2.75,4
2025-03-21,social_organic,mobile,285,245,163,0.4613,40.2,4.74,7
2025-03-21,organic_search,tablet,174,161,77,0.3374,281.3,4.09,8
2025-03-21,organic_search,desktop,603,509,315,0.5402,172.2,4.46,14
2025-03-21,organic_search,mobile,992,866,654,0.3043,226.6,4.45,43
2025-03-22,social_paid,desktop,565,438,277,0.438,105.9,4.82,27
2025-03-22,social_paid,tablet,165,138,74,0.5407,113.2,1.94,4
2025-03-22,social_paid,mobile,899,758,374,0.5439,83.0,3.34,37
2025-03-22,referral,desktop,186,150,120,0.3241,86.2,4.31,6
2025-03-22,referral,tablet,46,37,20,0.6977,253.0,4.64,2
2025-03-22,referral,mobile,302,268,211,0.6371,125.6,3.67,12
2025-03-22,direct,desktop,551,415,275,0.313,72.5,1.76,18
2025-03-22,direct,tablet,163,152,71,0.4174,83.0,2.87,6
2025-03-22,direct,mobile,915,840,545,0.5187,229.2,4.29,40
2025-03-22,social_organic,desktop,297,267,187,0.559,83.6,2.69,12
2025-03-22,social_organic,tablet,100,79,53,0.4136,65.7,1.74,2
