date,campaign_name,campaign_id,format,market,model,impressions,views,view_rate,clicks,ctr,cpv,cpm,spend,video_played_25,video_played_50,video_played_75,video_played_100,earned_views,earned_subscribers
2025-07-12,YT_GB_S07_TRV_COMPARISON_20250712,YO54062,TrueView In-Stream,GB,DEEPAL S07,31740,16479,0.5192,248,0.007813,0.0264,13.72,435.45,14013,10183,7263,5351,519,4
2025-07-12,YT_GB_S07_BMP_PRODUCT_FEATURES_20250712,YO11415,Bumper 6s,GB,DEEPAL S07,168035,89066,0.53,1518,0.009034,0.0166,8.82,1481.95,76737,55944,40590,24145,2115,20
2025-07-12,YT_GB_S07_TRV_TESTIMONIAL_20250712,YO41475,TrueView In-Stream,GB,DEEPAL S07,41968,12101,0.2883,255,0.006076,0.0489,14.1,591.7,10843,8817,6253,3651,685,2
2025-07-12,YT_GB_S07_BMP_HERO_LAUNCH_20250712,YO20110,Bumper 6s,GB,DEEPAL S07,194270,105389,0.5425,862,0.004437,0.0116,6.29,1222.5,97223,70032,46262,25543,4600,17
2025-07-12,YT_GB_S07_TRV_DEALER_LOCATOR_20250712,YO31149,TrueView In-Stream,GB,DEEPAL S07,6741,2861,0.4245,35,0.005192,0.0331,14.04,94.65,2514,1974,1318,901,81,0
2025-07-12,YT_GB_S07_BMP_COMPARISON_20250712,YO21804,Bumper 6s,GB,DEEPAL S07,52811,24828,0.4701,364,0.006893,0.0319,14.98,791.26,21895,17484,12680,7214,1172,2
2025-07-13,YT_GB_S07_TRV_RESERVATION_CTA_20250713,YO45119,TrueView In-Stream,GB,DEEPAL S07,62235,28784,0.4625,530,0.008516,0.0198,9.17,570.6,26459,18712,14402,8886,632,5
2025-07-13,YT_GB_S07_BMP_PRICE_REVEAL_20250713,YO67711,Bumper 6s,GB,DEEPAL S07,29158,13890,0.4764,126,0.004321,0.0271,12.91,376.55,12519,9980,6663,4192,674,3
2025-07-13,YT_GB_S07_TRV_COMPARISON_20250713,YO57471,TrueView In-Stream,GB,DEEPAL S07,7431,2510,0.3379,44,0.005921,0.0392,13.26,98.51,2332,1726,1341,872,118,0
2025-07-13,YT_GB_S07_BMP_DEALER_LOCATOR_20250713,YO72203,Bumper 6s,GB,DEEPAL S07,9556,3245,0.3396,39,0.004081,0.0335,11.38,108.8,2904,2074,1409,884,103,0
2025-07-13,YT_GB_S07_TRV_PRODUCT_FEATURES_20250713,YO14481,TrueView In-Stream,GB,DEEPAL S07,202815,78142,0.3853,2138,0.010542,0.0272,10.5,2129.1,70441,54737,43587,30756,2557,22
2025-07-13,YT_GB_S07_BMP_RESERVATION_CTA_20250713,YO65461,Bumper 6s,GB,DEEPAL S07,106539,45470,0.4268,537,0.00504,0.0199,8.48,903.51,41722,33857,24435,15234,1389,2
2025-07-14,YT_GB_S07_TRV_COMPARISON_20250714,YO79668,TrueView In-Stream,GB,DEEPAL S07,106532,37210,0.3493,1160,0.010889,0.0178,6.23,664.15,32499,27568,20317,14722,638,5
2025-07-14,YT_GB_S07_BMP_AWARD_WINNER_20250714,YO40159,Bumper 6s,GB,DEEPAL S07,31564,13972,0.4427,355,0.011247,0.0288,12.73,401.9,13078,11089,8206,4522,658,0
2025-07-14,YT_GB_S07_TRV_PRICE_REVEAL_20250714,YO72167,TrueView In-Stream,GB,DEEPAL S07,40933,10822,0.2644,465,0.01136,0.0252,6.67,273.15,9842,7722,6001,3391,638,0
2025-07-14,YT_GB_S07_BMP_PRICE_REVEAL_20250714,YO11050,Bumper 6s,GB,DEEPAL S07,944,290,0.3078,8,0.008475,0.0297,9.13,8.63,257,190,146,108,14,0
2025-07-14,YT_GB_S07_TRV_AWARD_WINNER_20250714,YO81867,TrueView In-Stream,GB,DEEPAL S07,374346,118859,0.3175,2956,0.007896,0.0246,7.8,2918.84,107116,88645,70890,42350,1197,5
2025-07-14,YT_GB_S07_BMP_RESERVATION_CTA_20250714,YO25398,Bumper 6s,GB,DEEPAL S07,46231,18902,0.4089,546,0.01181,0.0332,13.56,626.7,16794,12026,9447,5761,680,2
2025-07-15,YT_GB_S07_TRV_PRICE_REVEAL_20250715,YO11166,TrueView In-Stream,GB,DEEPAL S07,661,171,0.2594,2,0.003026,0.041,10.6,7.01,155,126,93,58,2,0
2025-07-15,YT_GB_S07_BMP_PRICE_REVEAL_20250715,YO48711,Bumper 6s,GB,DEEPAL S07,181290,90114,0.4971,1233,0.006801,0.0208,10.34,1874.43,80779,61004,48112,28201,1033,8
2025-07-15,YT_GB_S07_TRV_AWARD_WINNER_20250715,YO72336,TrueView In-Stream,GB,DEEPAL S07,203184,54730,0.2694,1356,0.006674,0.0309,8.32,1690.07,50848,39544,27127,16652,1828,6
2025-07-15,YT_GB_S07_BMP_AWARD_WINNER_20250715,YO43023,Bumper 6s,GB,DEEPAL S07,67410,31926,0.4736,477,0.007076,0.0272,12.88,868.15,27303,19552,15120,8731,976,8
2025-07-15,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250715,YO58305,TrueView In-Stream,GB,DEEPAL S07,25099,12696,0.5058,297,0.011833,0.0166,8.39,210.54,11347,9529,7145,3942,732,3
2025-07-15,YT_GB_S07_BMP_TESTIMONIAL_20250715,YO42458,Bumper 6s,GB,DEEPAL S07,84609,35533,0.42,709,0.00838,0.0338,14.21,1202.43,33660,24011,18214,13230,810,5
2025-07-16,YT_GB_S07_TRV_PRODUCT_FEATURES_20250716,YO33869,TrueView In-Stream,GB,DEEPAL S07,113307,59943,0.529,803,0.007087,0.0268,14.16,1604.78,53814,40032,30258,19381,1822,5
2025-07-16,YT_GB_S07_BMP_DEALER_LOCATOR_20250716,YO55484,Bumper 6s,GB,DEEPAL S07,75710,33684,0.4449,630,0.008321,0.0139,6.19,468.78,30342,23072,15015,10704,1505,2
2025-07-16,YT_GB_S07_TRV_TESTIMONIAL_20250716,YO81111,TrueView In-Stream,GB,DEEPAL S07,95160,26736,0.281,678,0.007125,0.0447,12.55,1194.15,24592,19836,15185,10896,871,6
2025-07-16,YT_GB_S07_BMP_AWARD_WINNER_20250716,YO11244,Bumper 6s,GB,DEEPAL S07,18148,7869,0.4336,112,0.006171,0.0265,11.5,208.65,6797,5004,3494,2196,135,0
2025-07-16,YT_GB_S07_TRV_AWARD_WINNER_20250716,YO90480,TrueView In-Stream,GB,DEEPAL S07,138828,39005,0.281,1047,0.007542,0.0297,8.33,1156.68,36545,27667,21812,15086,499,2
2025-07-16,YT_GB_S07_BMP_DEALER_LOCATOR_20250716,YO42449,Bumper 6s,GB,DEEPAL S07,20565,9339,0.4541,237,0.011524,0.0328,14.91,306.56,8270,5819,4126,2827,285,1
2025-07-17,YT_GB_S07_TRV_LIFESTYLE_20250717,YO18238,TrueView In-Stream,GB,DEEPAL S07,99954,33731,0.3375,771,0.007714,0.0345,11.63,1162.85,29227,21905,17372,11154,1315,10
2025-07-17,YT_GB_S07_BMP_HERO_LAUNCH_20250717,YO91958,Bumper 6s,GB,DEEPAL S07,273,121,0.4464,2,0.007326,0.0283,12.53,3.43,107,85,66,45,5,0
2025-07-17,YT_GB_S07_TRV_DEALER_LOCATOR_20250717,YO71122,TrueView In-Stream,GB,DEEPAL S07,204988,85893,0.419,1751,0.008542,0.0241,10.09,2067.82,76419,55391,39124,22130,1921,14
2025-07-17,YT_GB_S07_BMP_HERO_LAUNCH_20250717,YO96948,Bumper 6s,GB,DEEPAL S07,138483,74489,0.5379,863,0.006232,0.0213,11.44,1584.69,67114,56048,41326,25126,3081,29
2025-07-17,YT_GB_S07_TRV_PRICE_REVEAL_20250717,YO89453,TrueView In-Stream,GB,DEEPAL S07,51539,20320,0.3943,244,0.004734,0.0356,14.02,722.48,18958,15681,11966,7661,469,3
2025-07-17,YT_GB_S07_BMP_LIFESTYLE_20250717,YO83186,Bumper 6s,GB,DEEPAL S07,62182,30280,0.487,548,0.008813,0.0216,10.54,655.38,27516,19531,14353,10256,1113,3
2025-07-18,YT_GB_S07_TRV_RESERVATION_CTA_20250718,YO48677,TrueView In-Stream,GB,DEEPAL S07,31459,15560,0.4946,312,0.009918,0.03,14.83,466.62,13540,11374,7648,4814,829,2
2025-07-18,YT_GB_S07_BMP_DEALER_LOCATOR_20250718,YO22280,Bumper 6s,GB,DEEPAL S07,148707,63720,0.4285,1721,0.011573,0.0146,6.27,932.06,56243,42399,29032,18956,1877,4
2025-07-18,YT_GB_S07_TRV_AWARD_WINNER_20250718,YO30534,TrueView In-Stream,GB,DEEPAL S07,120528,41787,0.3467,1053,0.008737,0.0234,8.1,976.33,36252,27562,21748,12572,2038,9
2025-07-18,YT_GB_S07_BMP_PRICE_REVEAL_20250718,YO42194,Bumper 6s,GB,DEEPAL S07,130217,57661,0.4428,1556,0.011949,0.0314,13.91,1810.84,54013,41492,32844,19165,2039,16
2025-07-18,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250718,YO89399,TrueView In-Stream,GB,DEEPAL S07,54039,27303,0.5053,451,0.008346,0.0171,8.65,467.3,23766,19339,14432,9396,916,7
2025-07-18,YT_GB_S07_BMP_PRICE_REVEAL_20250718,YO13608,Bumper 6s,GB,DEEPAL S07,47235,20152,0.4266,285,0.006034,0.0218,9.32,440.12,18151,14175,9394,6726,587,1
2025-07-19,YT_GB_S07_TRV_PRICE_REVEAL_20250719,YO69301,TrueView In-Stream,GB,DEEPAL S07,461909,130989,0.2836,2897,0.006272,0.0232,6.59,3045.11,121035,89154,58756,41729,7188,18
2025-07-19,YT_GB_S07_BMP_DEALER_LOCATOR_20250719,YO87067,Bumper 6s,GB,DEEPAL S07,64861,27025,0.4167,332,0.005119,0.0208,8.67,562.22,23153,18371,12463,7274,815,3
2025-07-19,YT_GB_S07_TRV_LIFESTYLE_20250719,YO34946,TrueView In-Stream,GB,DEEPAL S07,91405,45671,0.4997,674,0.007374,0.0138,6.87,628.27,39624,33658,22206,12930,636,3
2025-07-19,YT_GB_S07_BMP_COMPARISON_20250719,YO74540,Bumper 6s,GB,DEEPAL S07,18758,8447,0.4504,157,0.00837,0.0259,11.65,218.61,7869,5836,4536,3366,321,2
2025-07-19,YT_GB_S07_TRV_COMPARISON_20250719,YO38296,TrueView In-Stream,GB,DEEPAL S07,20988,6873,0.3275,190,0.009053,0.0363,11.89,249.45,6435,5047,3560,2321,339,1
2025-07-19,YT_GB_S07_BMP_AWARD_WINNER_20250719,YO97633,Bumper 6s,GB,DEEPAL S07,42188,10555,0.2502,194,0.004598,0.0298,7.44,314.06,9917,7693,5007,2904,547,1
2025-07-20,YT_GB_S07_TRV_TESTIMONIAL_20250720,YO95738,TrueView In-Stream,GB,DEEPAL S07,77059,41670,0.5408,527,0.006839,0.0168,9.09,700.74,36976,29388,21161,12442,504,3
2025-07-20,YT_GB_S07_BMP_PRODUCT_FEATURES_20250720,YO10489,Bumper 6s,GB,DEEPAL S07,94107,39216,0.4167,748,0.007948,0.0191,7.97,750.12,36975,29946,21472,14596,1276,5
2025-07-20,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250720,YO20919,TrueView In-Stream,GB,DEEPAL S07,90904,38576,0.4244,614,0.006754,0.0183,7.75,704.81,36622,30734,23747,17761,754,2
2025-07-20,YT_GB_S07_BMP_COMPARISON_20250720,YO84973,Bumper 6s,GB,DEEPAL S07,28853,10007,0.3468,270,0.009358,0.0429,14.87,428.96,9367,7288,5799,3756,130,0
2025-07-20,YT_GB_S07_TRV_LIFESTYLE_20250720,YO48931,TrueView In-Stream,GB,DEEPAL S07,18582,4737,0.2549,108,0.005812,0.0395,10.07,187.04,4034,3183,2269,1305,187,1
2025-07-20,YT_GB_S07_BMP_TESTIMONIAL_20250720,YO91764,Bumper 6s,GB,DEEPAL S07,270681,148099,0.5471,2760,0.010197,0.0123,6.71,1816.9,127979,101256,69925,43710,6317,46
2025-07-21,YT_GB_S07_TRV_RESERVATION_CTA_20250721,YO34445,TrueView In-Stream,GB,DEEPAL S07,79553,41167,0.5175,885,0.011125,0.0171,8.84,703.5,36805,26245,18701,12947,2118,20
2025-07-21,YT_GB_S07_BMP_LIFESTYLE_20250721,YO91396,Bumper 6s,GB,DEEPAL S07,148637,71134,0.4786,1280,0.008612,0.0235,11.24,1671.3,62666,52126,36273,21555,3717,22
2025-07-21,YT_GB_S07_TRV_AWARD_WINNER_20250721,YO42542,TrueView In-Stream,GB,DEEPAL S07,91801,26459,0.2882,891,0.009706,0.0475,13.69,1257.07,22548,17325,11802,7709,680,4
2025-07-21,YT_GB_S07_BMP_PRICE_REVEAL_20250721,YO18757,Bumper 6s,GB,DEEPAL S07,16842,5609,0.3331,194,0.011519,0.0424,14.13,238.06,4913,3463,2707,1737,63,0
2025-07-21,YT_GB_S07_TRV_DEALER_LOCATOR_20250721,YO89690,TrueView In-Stream,GB,DEEPAL S07,146229,39439,0.2697,836,0.005717,0.0403,10.86,1588.0,34761,24762,17515,11967,815,1
2025-07-21,YT_GB_S07_BMP_LIFESTYLE_20250721,YO94292,Bumper 6s,GB,DEEPAL S07,1207,597,0.4954,13,0.010771,0.0217,10.72,12.94,533,445,315,218,26,0
2025-07-22,YT_GB_S07_TRV_LIFESTYLE_20250722,YO76800,TrueView In-Stream,GB,DEEPAL S07,136143,64079,0.4707,974,0.007154,0.0179,8.42,1146.49,54777,41530,30878,17990,1416,8
2025-07-22,YT_GB_S07_BMP_LIFESTYLE_20250722,YO19968,Bumper 6s,GB,DEEPAL S07,43641,22708,0.5203,198,0.004537,0.0265,13.8,602.08,19777,15731,11270,6517,962,9
2025-07-22,YT_GB_S07_TRV_DEALER_LOCATOR_20250722,YO41198,TrueView In-Stream,GB,DEEPAL S07,15752,7264,0.4612,77,0.004888,0.0155,7.15,112.57,6872,5812,4509,2704,72,0
2025-07-22,YT_GB_S07_BMP_AWARD_WINNER_20250722,YO10918,Bumper 6s,GB,DEEPAL S07,239214,122045,0.5102,1145,0.004787,0.013,6.63,1585.56,108724,84132,59696,40732,4163,31
2025-07-22,YT_GB_S07_TRV_DEALER_LOCATOR_20250722,YO17354,TrueView In-Stream,GB,DEEPAL S07,145698,43460,0.2983,1692,0.011613,0.0402,11.99,1747.06,37914,30863,24668,18013,1975,15
2025-07-22,YT_GB_S07_BMP_RESERVATION_CTA_20250722,YO40711,Bumper 6s,GB,DEEPAL S07,35462,14323,0.4039,361,0.01018,0.0249,10.04,355.93,12199,9812,7009,4093,648,3
2025-07-23,YT_GB_S07_TRV_PRICE_REVEAL_20250723,YO77284,TrueView In-Stream,GB,DEEPAL S07,20691,7251,0.3505,238,0.011503,0.0372,13.03,269.59,6271,5042,3368,2164,293,2
2025-07-23,YT_GB_S07_BMP_PRODUCT_FEATURES_20250723,YO91744,Bumper 6s,GB,DEEPAL S07,142889,66047,0.4622,1622,0.011351,0.0139,6.44,920.74,56282,47629,36994,21981,1392,4
2025-07-23,YT_GB_S07_TRV_AWARD_WINNER_20250723,YO73673,TrueView In-Stream,GB,DEEPAL S07,87438,31435,0.3595,563,0.006439,0.0199,7.16,626.42,27222,19736,14993,8983,1603,5
2025-07-23,YT_GB_S07_BMP_AWARD_WINNER_20250723,YO18443,Bumper 6s,GB,DEEPAL S07,237848,92546,0.3891,2578,0.010839,0.0173,6.74,1603.36,81462,66179,50803,32059,2731,11
2025-07-23,YT_GB_S07_TRV_AWARD_WINNER_20250723,YO97786,TrueView In-Stream,GB,DEEPAL S07,111962,30739,0.2746,574,0.005127,0.0444,12.2,1365.88,26941,19852,15124,9807,643,4
2025-07-23,YT_GB_S07_BMP_COMPARISON_20250723,YO84101,Bumper 6s,GB,DEEPAL S07,77538,35358,0.456,687,0.00886,0.0212,9.66,749.32,33054,23818,15938,9994,413,2
2025-07-24,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250724,YO41080,TrueView In-Stream,GB,DEEPAL S07,455961,239641,0.5256,2285,0.005011,0.014,7.35,3349.34,223965,177987,137277,80840,12956,79
2025-07-24,YT_GB_S07_BMP_DEALER_LOCATOR_20250724,YO90749,Bumper 6s,GB,DEEPAL S07,9296,4624,0.4974,74,0.00796,0.0301,14.98,139.24,4107,3318,2440,1723,68,0
2025-07-24,YT_GB_S07_TRV_AWARD_WINNER_20250724,YO68151,TrueView In-Stream,GB,DEEPAL S07,26508,9388,0.3542,262,0.009884,0.0315,11.16,295.87,8883,6417,4717,3064,298,2
2025-07-24,YT_GB_S07_BMP_DEALER_LOCATOR_20250724,YO91479,Bumper 6s,GB,DEEPAL S07,113740,47208,0.4151,692,0.006084,0.0192,7.95,904.74,40228,30117,23041,14558,1009,6
2025-07-24,YT_GB_S07_TRV_RESERVATION_CTA_20250724,YO84635,TrueView In-Stream,GB,DEEPAL S07,28758,13796,0.4797,143,0.004973,0.027,12.93,371.83,12784,10589,7201,4825,824,1
2025-07-24,YT_GB_S07_BMP_HERO_LAUNCH_20250724,YO66853,Bumper 6s,GB,DEEPAL S07,46385,15370,0.3314,294,0.006338,0.0378,12.51,580.33,13448,11092,7211,5110,846,6
2025-07-25,YT_GB_S07_TRV_HERO_LAUNCH_20250725,YO71756,TrueView In-Stream,GB,DEEPAL S07,7084,2730,0.3854,69,0.00974,0.0325,12.54,88.82,2532,1862,1481,932,134,1
2025-07-25,YT_GB_S07_BMP_TESTIMONIAL_20250725,YO36041,Bumper 6s,GB,DEEPAL S07,85427,37707,0.4414,785,0.009189,0.0145,6.39,546.06,33846,26204,18109,10700,1961,10
2025-07-25,YT_GB_S07_TRV_AWARD_WINNER_20250725,YO92373,TrueView In-Stream,GB,DEEPAL S07,20482,8635,0.4216,228,0.011132,0.0314,13.24,271.1,7478,5590,4104,2284,297,1
2025-07-25,YT_GB_S07_BMP_TESTIMONIAL_20250725,YO30666,Bumper 6s,GB,DEEPAL S07,423103,123958,0.293,4998,0.011813,0.024,7.03,2972.37,116460,96754,69758,50457,1744,6
2025-07-25,YT_GB_S07_TRV_LIFESTYLE_20250725,YO21779,TrueView In-Stream,GB,DEEPAL S07,27625,13092,0.4739,172,0.006226,0.0181,8.57,236.84,11137,8244,5596,3970,700,3
2025-07-25,YT_GB_S07_BMP_CONFIGURATOR_CTA_20250725,YO44616,Bumper 6s,GB,DEEPAL S07,186621,87936,0.4712,953,0.005107,0.0173,8.16,1522.89,75218,59702,40037,27351,2820,24
2025-07-26,YT_GB_S07_TRV_HERO_LAUNCH_20250726,YO25013,TrueView In-Stream,GB,DEEPAL S07,17191,6347,0.3693,115,0.00669,0.0403,14.86,255.52,6000,5006,3477,2223,173,0
2025-07-26,YT_GB_S07_BMP_COMPARISON_20250726,YO84534,Bumper 6s,GB,DEEPAL S07,43924,18388,0.4186,193,0.004394,0.0298,12.48,548.21,16369,11585,8502,5966,261,0
2025-07-26,YT_GB_S07_TRV_HERO_LAUNCH_20250726,YO80305,TrueView In-Stream,GB,DEEPAL S07,76105,25128,0.3302,340,0.004468,0.0243,8.04,611.84,21985,17462,11546,6694,807,5
2025-07-26,YT_GB_S07_BMP_DEALER_LOCATOR_20250726,YO67328,Bumper 6s,GB,DEEPAL S07,114101,36102,0.3164,573,0.005022,0.0277,8.75,998.38,32419,23577,18699,12898,1202,8
2025-07-26,YT_GB_S07_TRV_DEALER_LOCATOR_20250726,YO85561,TrueView In-Stream,GB,DEEPAL S07,34975,18704,0.5348,318,0.009092,0.0272,14.52,507.83,16512,13830,10808,6135,309,0
2025-07-26,YT_GB_S07_BMP_TESTIMONIAL_20250726,YO37331,Bumper 6s,GB,DEEPAL S07,181480,48466,0.2671,1571,0.008657,0.0336,8.97,1628.37,45413,38416,27934,16774,2802,13
2025-07-27,YT_GB_S07_TRV_COMPARISON_20250727,YO82333,TrueView In-Stream,GB,DEEPAL S07,21960,9705,0.442,96,0.004372,0.0323,14.26,313.26,8363,6100,4193,2352,369,1
2025-07-27,YT_GB_S07_BMP_PRODUCT_FEATURES_20250727,YO52438,Bumper 6s,GB,DEEPAL S07,142109,58387,0.4109,1390,0.009781,0.0258,10.62,1508.85,50712,40295,27125,15695,1816,3
2025-07-27,YT_GB_S07_TRV_LIFESTYLE_20250727,YO88432,TrueView In-Stream,GB,DEEPAL S07,34480,12819,0.3718,395,0.011456,0.0234,8.68,299.4,11279,9432,7510,4435,479,3
2025-07-27,YT_GB_S07_BMP_HERO_LAUNCH_20250727,YO28087,Bumper 6s,GB,DEEPAL S07,50381,27648,0.5488,517,0.010262,0.0176,9.63,485.36,24563,17216,12045,8583,1162,8
2025-07-27,YT_GB_S07_TRV_PRODUCT_FEATURES_20250727,YO98311,TrueView In-Stream,GB,DEEPAL S07,128404,45789,0.3566,781,0.006082,0.0407,14.5,1861.92,41870,31561,23395,16476,2184,4
2025-07-27,YT_GB_S07_BMP_AWARD_WINNER_20250727,YO49815,Bumper 6s,GB,DEEPAL S07,27943,7893,0.2825,289,0.010342,0.0446,12.6,352.18,6732,5559,4083,2778,277,2
2025-07-28,YT_GB_S07_TRV_DEALER_LOCATOR_20250728,YO22196,TrueView In-Stream,GB,DEEPAL S07,96666,28192,0.2916,399,0.004128,0.0288,8.39,810.62,26750,20684,14540,9864,1444,12
2025-07-28,YT_GB_S07_BMP_LIFESTYLE_20250728,YO88875,Bumper 6s,GB,DEEPAL S07,15079,4213,0.2794,161,0.010677,0.0405,11.3,170.43,3752,2936,2180,1379,63,0
2025-07-28,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250728,YO79121,TrueView In-Stream,GB,DEEPAL S07,142450,74742,0.5247,1585,0.011127,0.0158,8.28,1180.2,70121,55991,37781,22279,4302,16
2025-07-28,YT_GB_S07_BMP_PRICE_REVEAL_20250728,YO77507,Bumper 6s,GB,DEEPAL S07,79314,26788,0.3378,505,0.006367,0.0403,13.61,1079.14,24001,19648,14170,9841,739,5
2025-07-28,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250728,YO81237,TrueView In-Stream,GB,DEEPAL S07,183489,75672,0.4124,1991,0.010851,0.0329,13.57,2489.8,68626,57908,42102,28092,3185,3
2025-07-28,YT_GB_S07_BMP_COMPARISON_20250728,YO61140,Bumper 6s,GB,DEEPAL S07,9997,3979,0.3981,91,0.009103,0.0192,7.63,76.26,3719,2698,1857,1197,155,0
2025-07-29,YT_GB_S07_TRV_PRODUCT_FEATURES_20250729,YO89030,TrueView In-Stream,GB,DEEPAL S07,447893,200800,0.4483,4907,0.010956,0.0161,7.22,3235.96,176468,139246,111122,69635,5944,24
2025-07-29,YT_GB_S07_BMP_PRODUCT_FEATURES_20250729,YO68999,Bumper 6s,GB,DEEPAL S07,59391,18323,0.3085,613,0.010321,0.0453,13.97,829.48,15672,12603,8600,5989,812,5
2025-07-29,YT_GB_S07_TRV_TESTIMONIAL_20250729,YO40489,TrueView In-Stream,GB,DEEPAL S07,3509,1759,0.5015,41,0.011684,0.022,11.04,38.74,1513,1208,895,495,64,0
2025-07-29,YT_GB_S07_BMP_AWARD_WINNER_20250729,YO34463,Bumper 6s,GB,DEEPAL S07,42820,15873,0.3707,228,0.005325,0.0263,9.75,417.69,13851,11655,7608,4695,489,4
2025-07-29,YT_GB_S07_TRV_PRODUCT_FEATURES_20250729,YO94688,TrueView In-Stream,GB,DEEPAL S07,13577,4116,0.3032,104,0.00766,0.0438,13.27,180.11,3731,2965,2332,1349,214,1
2025-07-29,YT_GB_S07_BMP_PRICE_REVEAL_20250729,YO17916,Bumper 6s,GB,DEEPAL S07,78065,25084,0.3213,590,0.007558,0.0432,13.88,1083.43,22932,17900,12506,8651,1145,6
2025-07-30,YT_GB_S07_TRV_PRICE_REVEAL_20250730,YO87415,TrueView In-Stream,GB,DEEPAL S07,411136,173670,0.4224,3848,0.009359,0.0176,7.43,3055.71,153184,118951,79949,49226,10275,35
2025-07-30,YT_GB_S07_BMP_AWARD_WINNER_20250730,YO55225,Bumper 6s,GB,DEEPAL S07,83841,45921,0.5477,851,0.01015,0.0244,13.38,1121.94,39096,32727,24623,18367,795,5
2025-07-30,YT_GB_S07_TRV_PRICE_REVEAL_20250730,YO51123,TrueView In-Stream,GB,DEEPAL S07,83006,24290,0.2926,674,0.00812,0.0206,6.04,501.14,21403,15290,11508,7416,681,2
2025-07-30,YT_GB_S07_BMP_TESTIMONIAL_20250730,YO31925,Bumper 6s,GB,DEEPAL S07,53310,20905,0.3921,411,0.00771,0.0154,6.02,321.18,19227,14027,9876,7117,1143,9
2025-07-30,YT_GB_S07_TRV_TESTIMONIAL_20250730,YO11038,TrueView In-Stream,GB,DEEPAL S07,109995,35485,0.3226,467,0.004246,0.0209,6.73,740.56,33623,28105,20636,12096,1484,13
2025-07-30,YT_GB_S07_BMP_PRICE_REVEAL_20250730,YO95359,Bumper 6s,GB,DEEPAL S07,13892,4799,0.3455,125,0.008998,0.0248,8.56,118.96,4187,3437,2336,1443,280,1
2025-07-31,YT_GB_S07_TRV_CONFIGURATOR_CTA_20250731,YO64454,TrueView In-Stream,GB,DEEPAL S07,51065,21686,0.4247,391,0.007657,0.0161,6.84,349.22,20446,16559,12060,7936,877,2
2025-07-31,YT_GB_S07_BMP_TESTIMONIAL_20250731,YO24717,Bumper 6s,GB,DEEPAL S07,81633,40657,0.498,764,0.009359,0.017,8.47,691.57,35190,29189,19802,14430,2388,4
2025-07-31,YT_GB_S07_TRV_PRODUCT_FEATURES_20250731,YO62400,TrueView In-Stream,GB,DEEPAL S07,2022,776,0.384,16,0.007913,0.0303,11.63,23.52,707,504,387,247,23,0
2025-07-31,YT_GB_S07_BMP_LIFESTYLE_20250731,YO23163,Bumper 6s,GB,DEEPAL S07,150903,43086,0.2855,1196,0.007926,0.0298,8.5,1282.86,37894,30998,20674,11596,1637,7
2025-07-31,YT_GB_S07_TRV_COMPARISON_20250731,YO33825,TrueView In-Stream,GB,DEEPAL S07,115550,52113,0.451,738,0.006387,0.0176,7.94,917.02,48851,35815,24817,13756,792,5
2025-07-31,YT_GB_S07_BMP_TESTIMONIAL_20250731,YO22016,Bumper 6s,GB,DEEPAL S07,318748,115413,0.3621,3288,0.010315,0.0239,8.66,2759.34,107694,88586,61334,35211,2454,9
2025-08-01,YT_GB_S07_TRV_AWARD_WINNER_20250801,YO73457,TrueView In-Stream,GB,DEEPAL S07,262464,77680,0.296,1125,0.004286,0.0321,9.51,2494.75,68975,56108,43175,27703,2030,10
2025-08-01,YT_GB_S07_BMP_PRICE_REVEAL_20250801,YO78903,Bumper 6s,GB,DEEPAL S07,19678,5306,0.2696,120,0.006098,0.0316,8.53,167.86,4704,3987,2659,1520,220,1
2025-08-01,YT_GB_S07_TRV_RESERVATION_CTA_20250801,YO31432,TrueView In-Stream,GB,DEEPAL S07,156520,85673,0.5474,1751,0.011187,0.0217,11.86,1857.11,75499,58694,45833,29471,1695,12
2025-08-01,YT_GB_S07_BMP_DEALER_LOCATOR_20250801,YO81935,Bumper 6s,GB,DEEPAL S07,11068,5319,0.4807,124,0.011203,0.0147,7.09,78.43,4575,3258,2343,1727,159,1
2025-08-01,YT_GB_S07_TRV_RESERVATION_CTA_20250801,YO84179,TrueView In-Stream,GB,DEEPAL S07,223312,90497,0.4053,1085,0.004859,0.0271,10.98,2452.09,82998,70474,52673,30965,2371,19
2025-08-01,YT_GB_S07_BMP_RESERVATION_CTA_20250801,YO88376,Bumper 6s,GB,DEEPAL S07,22813,7158,0.3138,164,0.007189,0.0435,13.64,311.09,6318,4867,3413,1889,171,1
2025-08-02,YT_GB_S07_TRV_RESERVATION_CTA_20250802,YO15804,TrueView In-Stream,GB,DEEPAL S07,282504,128578,0.4551,1142,0.004042,0.0147,6.7,1892.95,116480,82144,63241,41781,1329,3
2025-08-02,YT_GB_S07_BMP_PRICE_REVEAL_20250802,YO56931,Bumper 6s,GB,DEEPAL S07,31952,14893,0.4661,316,0.00989,0.0251,11.69,373.66,13753,11205,7770,5540,621,1
