sale_id,date,model,trim,dealer_id,market,price_gbp,finance_type,lead_id,source
SL001070,2025-09-22,DEEPAL S07,Design,DLR027,GB,31990,lease,,dealer_walkin
SL001071,2025-09-22,DEEPAL S07,Pure,DLR012,GB,27990,PCP,,referral
SL001072,2025-09-22,DEEPAL S07,Pure,DLR002,FR,27990,PCP,,referral
SL001073,2025-09-22,DEEPAL S07,Design,DLR012,GB,31990,PCP,,event
SL001074,2025-09-22,AVATR 12,Performance,DLR037,DE,64990,lease,,dealer_walkin
SL001075,2025-09-22,DEEPAL S07,Pure,DLR016,DE,27990,PCP,LD008290,test_drive
SL001076,2025-09-22,DEEPAL S07,Design,DLR019,GB,31990,HP,,event
SL001077,2025-09-22,DEEPAL S07,Pure,DLR021,DE,27990,cash,,referral
SL001078,2025-09-22,DEEPAL S07,Design,DLR002,DE,31990,PCP,,dealer_walkin
SL001079,2025-09-22,DEEPAL S07,Pure,DLR021,DE,27990,lease,,event
SL001080,2025-09-22,DEEPAL S07,Design,DLR016,GB,31990,lease,,referral
SL001081,2025-09-22,DEEPAL S07,Pure,DLR041,GB,27990,PCP,,referral
SL001082,2025-09-22,DEEPAL S07,Design,DLR037,DE,31990,PCP,,website
SL001083,2025-09-22,AVATR 12,Long Range,DLR019,GB,54990,lease,,event
SL001084,2025-09-22,AVATR 12,Performance,DLR049,GB,64990,PCP,,event
SL001085,2025-09-22,DEEPAL S07,Intelligence,DLR003,GB,35990,lease,LD003398,test_drive
SL001086,2025-09-22,AVATR 12,Long Range,DLR028,GB,54990,PCP,,website
SL001087,2025-09-22,DEEPAL S07,Pure,DLR012,GB,27990,HP,,dealer_walkin
SL001088,2025-09-22,DEEPAL S07,Intelligence,DLR041,FR,35990,PCP,,referral
SL001089,2025-09-22,DEEPAL S07,Pure,DLR028,DE,27990,PCP,,event
SL001090,2025-09-23,DEEPAL S07,Pure,DLR001,GB,27990,cash,,event
SL001091,2025-09-23,DEEPAL S07,Intelligence,DLR030,DE,35990,lease,,dealer_walkin
SL001092,2025-09-23,DEEPAL S07,Design,DLR001,DE,31990,HP,,referral
SL001093,2025-09-23,DEEPAL S07,Pure,DLR012,GB,27990,PCP,,dealer_walkin
SL001094,2025-09-23,DEEPAL S07,Design,DLR012,DE,31990,PCP,,dealer_walkin
SL001095,2025-09-23,DEEPAL S07,Design,DLR030,GB,31990,PCP,,referral
SL001096,2025-09-23,DEEPAL S07,Pure,DLR016,GB,27990,PCP,,dealer_walkin
SL001097,2025-09-23,DEEPAL S07,Intelligence,DLR049,GB,35990,PCP,,website
SL001098,2025-09-23,DEEPAL S07,Pure,DLR004,GB,27990,cash,LD004806,test_drive
SL001099,2025-09-23,AVATR 12,Performance,DLR027,GB,64990,PCP,,referral
SL001100,2025-09-23,DEEPAL S07,Design,DLR037,GB,31990,PCP,LD003503,test_drive
SL001101,2025-09-23,DEEPAL S07,Design,DLR030,GB,31990,PCP,,website
SL001102,2025-09-23,DEEPAL S07,Pure,DLR001,GB,27990,HP,,website
SL001103,2025-09-23,DEEPAL S07,Intelligence,DLR011,GB,35990,PCP,,referral
SL001104,2025-09-23,DEEPAL S07,Pure,DLR032,GB,27990,PCP,,dealer_walkin
SL001105,2025-09-23,AVATR 12,Performance,DLR050,FR,64990,HP,,event
SL001106,2025-09-23,DEEPAL S07,Intelligence,DLR004,FR,35990,PCP,LD004113,test_drive
SL001107,2025-09-23,DEEPAL S07,Design,DLR037,GB,31990,PCP,,referral
SL001108,2025-09-23,DEEPAL S07,Pure,DLR041,GB,27990,PCP,,dealer_walkin
SL001109,2025-09-23,DEEPAL S07,Intelligence,DLR027,DE,35990,PCP,,referral
SL001110,2025-09-23,DEEPAL S07,Design,DLR028,FR,31990,PCP,,referral
SL001111,2025-09-23,DEEPAL S07,Pure,DLR011,GB,27990,HP,,event
SL001112,2025-09-23,DEEPAL S07,Design,DLR030,GB,31990,cash,,dealer_walkin
SL001113,2025-09-23,DEEPAL S07,Design,DLR012,GB,31990,PCP,,website
SL001114,2025-09-23,DEEPAL S07,Design,DLR030,GB,31990,PCP,,website
SL001115,2025-09-23,DEEPAL S07,Design,DLR041,GB,31990,PCP,,website
SL001116,2025-09-23,DEEPAL S07,Pure,DLR025,GB,27990,PCP,,dealer_walkin
SL001117,2025-09-23,DEEPAL S07,Design,DLR011,GB,31990,PCP,,event
SL001118,2025-09-23,DEEPAL S07,Pure,DLR003,GB,27990,HP,LD004318,test_drive
SL001119,2025-09-23,DEEPAL S07,Pure,DLR050,GB,27990,HP,,website
SL001120,2025-09-23,DEEPAL S07,Pure,DLR049,GB,27990,cash,,dealer_walkin
SL001121,2025-09-23,AVATR 12,Long Range,DLR021,GB,54990,PCP,,dealer_walkin
SL001122,2025-09-23,DEEPAL S07,Pure,DLR041,DE,27990,PCP,,event
SL001123,2025-09-23,DEEPAL S07,Intelligence,DLR012,FR,35990,PCP,,event
SL001124,2025-09-23,AVATR 12,Long Range,DLR050,DE,54990,lease,,dealer_walkin
SL001125,2025-09-23,DEEPAL S07,Intelligence,DLR030,DE,35990,PCP,,dealer_walkin
SL001126,2025-09-23,AVATR 12,Long Range,DLR001,GB,54990,lease,,dealer_walkin
SL001127,2025-09-23,DEEPAL S07,Pure,DLR016,FR,27990,PCP,,dealer_walkin
SL001128,2025-09-23,DEEPAL S07,Design,DLR001,FR,31990,PCP,,referral
SL001129,2025-09-23,DEEPAL S07,Intelligence,DLR021,GB,35990,lease,,event
SL001130,2025-09-23,DEEPAL S07,Pure,DLR027,FR,27990,PCP,,event
SL001131,2025-09-23,DEEPAL S07,Pure,DLR049,GB,27990,PCP,,event
SL001132,2025-09-23,DEEPAL S07,Design,DLR012,DE,31990,PCP,,referral
SL001133,2025-09-23,DEEPAL S07,Design,DLR019,GB,31990,PCP,,event
SL001134,2025-09-23,DEEPAL S07,Pure,DLR049,GB,27990,lease,,referral
SL001135,2025-09-23,AVATR 12,Long Range,DLR037,GB,54990,HP,,event
SL001136,2025-09-23,DEEPAL S07,Design,DLR049,FR,31990,cash,,event
SL001137,2025-09-23,DEEPAL S07,Pure,DLR012,GB,27990,PCP,,event
SL001138,2025-09-23,DEEPAL S07,Pure,DLR021,DE,27990,PCP,,event
SL001139,2025-09-24,AVATR 12,Long Range,DLR045,GB,54990,PCP,,dealer_walkin
SL001140,2025-09-24,DEEPAL S07,Pure,DLR021,DE,27990,PCP,,website
SL001141,2025-09-24,AVATR 12,Performance,DLR049,FR,64990,PCP,,event
SL001142,2025-09-24,DEEPAL S07,Design,DLR024,DE,31990,PCP,,dealer_walkin
SL001143,2025-09-24,DEEPAL S07,Design,DLR024,GB,31990,PCP,,website
SL001144,2025-09-24,DEEPAL S07,Design,DLR002,GB,31990,cash,,event
SL001145,2025-09-24,DEEPAL S07,Design,DLR011,DE,31990,cash,,website
SL001146,2025-09-24,DEEPAL S07,Pure,DLR024,GB,27990,PCP,,dealer_walkin
SL001147,2025-09-24,DEEPAL S07,Pure,DLR022,GB,27990,PCP,,website
SL001148,2025-09-24,DEEPAL S07,Pure,DLR019,GB,27990,lease,,referral
SL001149,2025-09-24,DEEPAL S07,Pure,DLR037,FR,27990,lease,,website
SL001150,2025-09-24,DEEPAL S07,Pure,DLR015,GB,27990,lease,,dealer_walkin
SL001151,2025-09-24,AVATR 12,Long Range,DLR027,DE,54990,PCP,,website
SL001152,2025-09-24,DEEPAL S07,Pure,DLR025,DE,27990,HP,,website
SL001153,2025-09-24,AVATR 12,Long Range,DLR024,FR,54990,HP,,event
SL001154,2025-09-24,AVATR 12,Long Range,DLR041,DE,54990,PCP,,event
SL001155,2025-09-24,DEEPAL S07,Design,DLR016,DE,31990,PCP,,event
SL001156,2025-09-24,DEEPAL S07,Pure,DLR025,DE,27990,lease,,website
SL001157,2025-09-24,DEEPAL S07,Design,DLR002,FR,31990,PCP,,event
SL001158,2025-09-24,DEEPAL S07,Design,DLR001,GB,31990,PCP,,website
SL001159,2025-09-24,DEEPAL S07,Intelligence,DLR013,GB,35990,PCP,,dealer_walkin
SL001160,2025-09-24,DEEPAL S07,Design,DLR022,GB,31990,PCP,,website
SL001161,2025-09-24,DEEPAL S07,Pure,DLR019,DE,27990,PCP,,dealer_walkin
SL001162,2025-09-24,DEEPAL S07,Pure,DLR025,GB,27990,cash,,event
SL001163,2025-09-24,DEEPAL S07,Intelligence,DLR037,FR,35990,PCP,,website
SL001164,2025-09-24,DEEPAL S07,Design,DLR024,GB,31990,cash,,event
SL001165,2025-09-24,DEEPAL S07,Pure,DLR003,GB,27990,cash,LD007707,test_drive
SL001166,2025-09-24,DEEPAL S07,Design,DLR036,GB,31990,PCP,,dealer_walkin
SL001167,2025-09-24,DEEPAL S07,Design,DLR002,GB,31990,lease,,website
SL001168,2025-09-24,DEEPAL S07,Pure,DLR025,GB,27990,PCP,,event
SL001169,2025-09-24,DEEPAL S07,Pure,DLR016,GB,27990,PCP,,event
SL001170,2025-09-24,DEEPAL S07,Design,DLR001,GB,31990,PCP,,dealer_walkin
SL001171,2025-09-24,DEEPAL S07,Design,DLR037,FR,31990,HP,,referral
SL001172,2025-09-24,DEEPAL S07,Design,DLR024,GB,31990,lease,,referral
SL001173,2025-09-24,AVATR 12,Long Range,DLR002,FR,54990,PCP,,website
SL001174,2025-09-24,DEEPAL S07,Intelligence,DLR037,GB,35990,lease,,referral
SL001175,2025-09-24,DEEPAL S07,Intelligence,DLR021,GB,35990,PCP,,dealer_walkin
SL001176,2025-09-24,AVATR 12,Performance,DLR012,GB,64990,lease,,referral
SL001177,2025-09-24,DEEPAL S07,Design,DLR002,DE,31990,PCP,,event
SL001178,2025-09-24,DEEPAL S07,Pure,DLR032,DE,27990,HP,,event
SL001179,2025-09-24,DEEPAL S07,Pure,DLR015,GB,27990,PCP,,dealer_walkin
SL001180,2025-09-24,DEEPAL S07,Design,DLR012,DE,31990,lease,,dealer_walkin
SL001181,2025-09-24,DEEPAL S07,Intelligence,DLR001,GB,35990,lease,,referral
SL001182,2025-09-24,DEEPAL S07,Design,DLR021,DE,31990,PCP,,event
SL001183,2025-09-24,AVATR 12,Long Range,DLR019,DE,54990,cash,,website
SL001184,2025-09-24,DEEPAL S07,Design,DLR003,GB,31990,HP,LD008066,test_drive
SL001185,2025-09-24,DEEPAL S07,Intelligence,DLR032,FR,35990,PCP,,event
SL001186,2025-09-24,DEEPAL S07,Design,DLR011,GB,31990,HP,,website
SL001187,2025-09-24,DEEPAL S07,Pure,DLR022,GB,27990,PCP,,dealer_walkin
SL001188,2025-09-24,DEEPAL S07,Design,DLR037,GB,31990,lease,,dealer_walkin
SL001189,2025-09-24,DEEPAL S07,Design,DLR001,DE,31990,cash,LD009299,test_drive
SL001190,2025-09-24,DEEPAL S07,Pure,DLR041,GB,27990,HP,,website
SL001191,2025-09-24,DEEPAL S07,Pure,DLR022,DE,27990,PCP,,dealer_walkin
SL001192,2025-09-24,DEEPAL S07,Design,DLR019,GB,31990,lease,,dealer_walkin
SL001193,2025-09-24,DEEPAL S07,Design,DLR037,GB,31990,cash,,referral
SL001194,2025-09-24,AVATR 12,Performance,DLR024,DE,64990,lease,,website
SL001195,2025-09-24,DEEPAL S07,Pure,DLR028,GB,27990,PCP,,referral
SL001196,2025-09-24,DEEPAL S07,Pure,DLR021,GB,27990,cash,,referral
SL001197,2025-09-25,DEEPAL S07,Pure,DLR024,GB,27990,PCP,,referral
SL001198,2025-09-25,DEEPAL S07,Design,DLR002,GB,31990,PCP,,event
SL001199,2025-09-25,DEEPAL S07,Design,DLR012,GB,31990,PCP,,dealer_walkin
SL001200,2025-09-25,DEEPAL S07,Pure,DLR024,GB,27990,cash,,event
SL001201,2025-09-25,DEEPAL S07,Pure,DLR011,DE,27990,PCP,,referral
SL001202,2025-09-25,DEEPAL S07,Pure,DLR011,DE,27990,lease,,website
SL001203,2025-09-25,DEEPAL S07,Design,DLR024,GB,31990,PCP,,dealer_walkin
SL001204,2025-09-25,DEEPAL S07,Design,DLR012,FR,31990,cash,,referral
SL001205,2025-09-25,AVATR 12,Long Range,DLR013,GB,54990,HP,,referral
SL001206,2025-09-25,DEEPAL S07,Intelligence,DLR024,GB,35990,cash,,event
SL001207,2025-09-25,DEEPAL S07,Pure,DLR032,FR,27990,lease,,event
SL001208,2025-09-25,DEEPAL S07,Design,DLR002,GB,31990,lease,,event
SL001209,2025-09-25,AVATR 12,Long Range,DLR027,DE,54990,PCP,,dealer_walkin
SL001210,2025-09-25,DEEPAL S07,Pure,DLR015,GB,27990,PCP,,dealer_walkin
SL001211,2025-09-25,DEEPAL S07,Intelligence,DLR030,GB,35990,lease,,dealer_walkin
SL001212,2025-09-25,AVATR 12,Long Range,DLR024,GB,54990,lease,,website
SL001213,2025-09-25,DEEPAL S07,Design,DLR032,DE,31990,HP,,referral
SL001214,2025-09-25,DEEPAL S07,Design,DLR022,GB,31990,HP,,event
SL001215,2025-09-25,DEEPAL S07,Pure,DLR001,GB,27990,HP,LD005682,test_drive
SL001216,2025-09-25,DEEPAL S07,Pure,DLR013,GB,27990,PCP,,website
SL001217,2025-09-25,DEEPAL S07,Design,DLR005,GB,31990,PCP,LD007600,test_drive
SL001218,2025-09-25,DEEPAL S07,Intelligence,DLR030,GB,35990,lease,,website
SL001219,2025-09-25,DEEPAL S07,Pure,DLR013,DE,27990,lease,,referral
SL001220,2025-09-25,DEEPAL S07,Design,DLR002,GB,31990,lease,LD007933,test_drive
SL001221,2025-09-25,DEEPAL S07,Intelligence,DLR021,GB,35990,HP,,event
SL001222,2025-09-25,DEEPAL S07,Pure,DLR013,DE,27990,PCP,,event
SL001223,2025-09-25,DEEPAL S07,Intelligence,DLR013,FR,35990,PCP,,event
SL001224,2025-09-25,AVATR 12,Performance,DLR002,GB,64990,PCP,,dealer_walkin
SL001225,2025-09-25,DEEPAL S07,Pure,DLR025,GB,27990,PCP,,referral
SL001226,2025-09-25,DEEPAL S07,Design,DLR025,DE,31990,PCP,,dealer_walkin
SL001227,2025-09-25,AVATR 12,Performance,DLR037,FR,64990,PCP,,website
SL001228,2025-09-25,DEEPAL S07,Pure,DLR001,DE,27990,cash,LD005879,test_drive
SL001229,2025-09-25,DEEPAL S07,Pure,DLR045,GB,27990,HP,LD008338,test_drive
SL001230,2025-09-25,DEEPAL S07,Pure,DLR011,GB,27990,PCP,,website
SL001231,2025-09-25,DEEPAL S07,Design,DLR045,GB,31990,PCP,,event
SL001232,2025-09-25,DEEPAL S07,Design,DLR016,FR,31990,lease,,dealer_walkin
SL001233,2025-09-25,AVATR 12,Performance,DLR002,DE,64990,PCP,,event
SL001234,2025-09-25,DEEPAL S07,Design,DLR016,DE,31990,PCP,,referral
SL001235,2025-09-25,DEEPAL S07,Design,DLR030,DE,31990,lease,,dealer_walkin
SL001236,2025-09-25,DEEPAL S07,Design,DLR041,GB,31990,HP,,event
SL001237,2025-09-25,DEEPAL S07,Intelligence,DLR001,DE,35990,PCP,,event
SL001238,2025-09-25,DEEPAL S07,Pure,DLR022,GB,27990,lease,,website
SL001239,2025-09-26,DEEPAL S07,Design,DLR025,GB,31990,PCP,,dealer_walkin
SL001240,2025-09-26,AVATR 12,Long Range,DLR025,FR,54990,PCP,,dealer_walkin
SL001241,2025-09-26,DEEPAL S07,Design,DLR002,GB,31990,PCP,LD008285,test_drive
SL001242,2025-09-26,DEEPAL S07,Pure,DLR001,FR,27990,PCP,,referral
SL001243,2025-09-26,DEEPAL S07,Pure,DLR002,FR,27990,PCP,,dealer_walkin
SL001244,2025-09-26,DEEPAL S07,Pure,DLR013,GB,27990,PCP,,referral
SL001245,2025-09-26,DEEPAL S07,Pure,DLR050,FR,27990,PCP,,referral
SL001246,2025-09-26,DEEPAL S07,Pure,DLR040,GB,27990,PCP,,referral
SL001247,2025-09-26,DEEPAL S07,Pure,DLR050,GB,27990,HP,,dealer_walkin
SL001248,2025-09-26,DEEPAL S07,Pure,DLR040,GB,27990,PCP,,referral
SL001249,2025-09-26,DEEPAL S07,Pure,DLR002,GB,27990,PCP,,referral
SL001250,2025-09-26,DEEPAL S07,Pure,DLR024,GB,27990,PCP,,event
SL001251,2025-09-26,DEEPAL S07,Pure,DLR002,GB,27990,HP,,website
SL001252,2025-09-26,DEEPAL S07,Pure,DLR013,FR,27990,PCP,,dealer_walkin
SL001253,2025-09-26,DEEPAL S07,Pure,DLR030,GB,27990,HP,,website
SL001254,2025-09-26,AVATR 12,Long Range,DLR011,DE,54990,PCP,,dealer_walkin
SL001255,2025-09-26,DEEPAL S07,Pure,DLR024,GB,27990,PCP,,event
SL001256,2025-09-26,DEEPAL S07,Pure,DLR021,DE,27990,PCP,,event
SL001257,2025-09-26,DEEPAL S07,Design,DLR037,GB,31990,lease,,referral
SL001258,2025-09-26,DEEPAL S07,Design,DLR005,DE,31990,lease,LD005768,test_drive
SL001259,2025-09-26,DEEPAL S07,Intelligence,DLR002,DE,35990,cash,,dealer_walkin
SL001260,2025-09-26,DEEPAL S07,Design,DLR027,GB,31990,PCP,,event
SL001261,2025-09-26,AVATR 12,Performance,DLR049,GB,64990,PCP,,referral
SL001262,2025-09-26,DEEPAL S07,Pure,DLR040,GB,27990,cash,,website
SL001263,2025-09-26,DEEPAL S07,Design,DLR050,FR,31990,PCP,,dealer_walkin
SL001264,2025-09-26,DEEPAL S07,Design,DLR045,DE,31990,PCP,,referral
SL001265,2025-09-26,DEEPAL S07,Design,DLR011,GB,31990,lease,,referral
SL001266,2025-09-26,DEEPAL S07,Intelligence,DLR013,GB,35990,lease,,dealer_walkin
SL001267,2025-09-26,AVATR 12,Long Range,DLR019,DE,54990,PCP,,event
SL001268,2025-09-26,DEEPAL S07,Design,DLR027,GB,31990,lease,,dealer_walkin
SL001269,2025-09-26,DEEPAL S07,Design,DLR016,GB,31990,lease,,referral
SL001270,2025-09-26,AVATR 12,Long Range,DLR041,GB,54990,lease,,dealer_walkin
SL001271,2025-09-26,DEEPAL S07,Design,DLR036,FR,31990,PCP,,website
SL001272,2025-09-26,DEEPAL S07,Intelligence,DLR037,GB,35990,PCP,LD007177,test_drive
SL001273,2025-09-26,AVATR 12,Performance,DLR024,GB,64990,lease,,referral
SL001274,2025-09-26,DEEPAL S07,Pure,DLR024,FR,27990,cash,,referral
SL001275,2025-09-26,DEEPAL S07,Design,DLR050,GB,31990,PCP,,dealer_walkin
SL001276,2025-09-26,DEEPAL S07,Intelligence,DLR024,GB,35990,PCP,,referral
SL001277,2025-09-26,DEEPAL S07,Design,DLR041,GB,31990,PCP,,dealer_walkin
SL001278,2025-09-26,DEEPAL S07,Pure,DLR037,FR,27990,lease,,referral
SL001279,2025-09-26,AVATR 12,Long Range,DLR028,GB,54990,PCP,,event
SL001280,2025-09-26,DEEPAL S07,Pure,DLR028,FR,27990,lease,,dealer_walkin
SL001281,2025-09-26,DEEPAL S07,Design,DLR021,GB,31990,PCP,,event
SL001282,2025-09-26,DEEPAL S07,Intelligence,DLR032,GB,35990,PCP,,dealer_walkin
SL001283,2025-09-26,AVATR 12,Long Range,DLR040,DE,54990,HP,,event
SL001284,2025-09-26,DEEPAL S07,Design,DLR045,GB,31990,lease,,website
SL001285,2025-09-26,DEEPAL S07,Pure,DLR002,GB,27990,PCP,,website
SL001286,2025-09-26,DEEPAL S07,Pure,DLR021,GB,27990,PCP,,event
SL001287,2025-09-26,DEEPAL S07,Pure,DLR011,GB,27990,PCP,,website
SL001288,2025-09-26,DEEPAL S07,Design,DLR025,DE,31990,HP,,dealer_walkin
SL001289,2025-09-26,DEEPAL S07,Pure,DLR050,GB,27990,PCP,,website
SL001290,2025-09-26,AVATR 12,Performance,DLR037,GB,64990,lease,,website
SL001291,2025-09-26,AVATR 12,Long Range,DLR050,GB,54990,PCP,,dealer_walkin
SL001292,2025-09-26,AVATR 12,Long Range,DLR036,GB,54990,lease,,event
SL001293,2025-09-26,DEEPAL S07,Design,DLR036,DE,31990,PCP,,dealer_walkin
SL001294,2025-09-26,DEEPAL S07,Pure,DLR011,GB,27990,HP,,referral
SL001295,2025-09-26,DEEPAL S07,Pure,DLR028,GB,27990,lease,,website
SL001296,2025-09-26,DEEPAL S07,Pure,DLR021,GB,27990,cash,,dealer_walkin
SL001297,2025-09-26,DEEPAL S07,Intelligence,DLR012,GB,35990,lease,,referral
SL001298,2025-09-26,AVATR 12,Long Range,DLR019,GB,54990,cash,,referral
SL001299,2025-09-26,DEEPAL S07,Pure,DLR016,GB,27990,PCP,,event
SL001300,2025-09-26,DEEPAL S07,Design,DLR050,FR,31990,HP,,dealer_walkin
SL001301,2025-09-26,DEEPAL S07,Intelligence,DLR027,GB,35990,PCP,,dealer_walkin
SL001302,2025-09-26,DEEPAL S07,Design,DLR024,FR,31990,cash,,website
SL001303,2025-09-26,DEEPAL S07,Design,DLR050,GB,31990,PCP,,event
SL001304,2025-09-26,DEEPAL S07,Design,DLR030,GB,31990,lease,,event
SL001305,2025-09-26,DEEPAL S07,Design,DLR001,GB,31990,PCP,LD008598,test_drive
SL001306,2025-09-26,DEEPAL S07,Design,DLR019,FR,31990,cash,,website
SL001307,2025-09-26,DEEPAL S07,Pure,DLR011,GB,27990,PCP,,referral
SL001308,2025-09-26,DEEPAL S07,Design,DLR050,GB,31990,lease,,referral
SL001309,2025-09-26,AVATR 12,Long Range,DLR036,GB,54990,PCP,,event
SL001310,2025-09-27,DEEPAL S07,Intelligence,DLR036,GB,35990,cash,,referral
SL001311,2025-09-27,DEEPAL S07,Pure,DLR041,GB,27990,PCP,,referral
SL001312,2025-09-27,DEEPAL S07,Design,DLR050,DE,31990,PCP,,referral
SL001313,2025-09-27,DEEPAL S07,Design,DLR040,DE,31990,lease,,dealer_walkin
SL001314,2025-09-27,DEEPAL S07,Pure,DLR001,FR,27990,PCP,,referral
SL001315,2025-09-27,DEEPAL S07,Design,DLR015,GB,31990,PCP,,website
SL001316,2025-09-27,DEEPAL S07,Intelligence,DLR030,DE,35990,PCP,,dealer_walkin
SL001317,2025-09-27,DEEPAL S07,Pure,DLR011,DE,27990,PCP,,website
SL001318,2025-09-27,AVATR 12,Performance,DLR011,DE,64990,PCP,,website
SL001319,2025-09-27,DEEPAL S07,Design,DLR028,GB,31990,lease,,dealer_walkin
SL001320,2025-09-27,DEEPAL S07,Pure,DLR037,FR,27990,lease,,event
SL001321,2025-09-27,DEEPAL S07,Design,DLR021,DE,31990,HP,,dealer_walkin
SL001322,2025-09-27,DEEPAL S07,Design,DLR016,DE,31990,PCP,,website
SL001323,2025-09-27,DEEPAL S07,Design,DLR016,GB,31990,PCP,LD000824,test_drive
SL001324,2025-09-27,DEEPAL S07,Pure,DLR011,GB,27990,cash,,website
SL001325,2025-09-27,DEEPAL S07,Pure,DLR001,GB,27990,lease,LD008258,test_drive
SL001326,2025-09-27,DEEPAL S07,Pure,DLR045,DE,27990,cash,,referral
SL001327,2025-09-27,DEEPAL S07,Pure,DLR015,FR,27990,PCP,,referral
SL001328,2025-09-27,AVATR 12,Long Range,DLR037,GB,54990,PCP,,dealer_walkin
SL001329,2025-09-27,DEEPAL S07,Pure,DLR002,GB,27990,lease,,referral
SL001330,2025-09-27,DEEPAL S07,Design,DLR016,GB,31990,lease,,dealer_walkin
SL001331,2025-09-27,DEEPAL S07,Intelligence,DLR041,GB,35990,PCP,,referral
SL001332,2025-09-27,DEEPAL S07,Pure,DLR032,GB,27990,lease,,dealer_walkin
SL001333,2025-09-27,DEEPAL S07,Pure,DLR041,FR,27990,PCP,,dealer_walkin
SL001334,2025-09-27,DEEPAL S07,Pure,DLR036,GB,27990,PCP,,referral
SL001335,2025-09-27,DEEPAL S07,Intelligence,DLR021,DE,35990,lease,,dealer_walkin
SL001336,2025-09-27,DEEPAL S07,Design,DLR001,DE,31990,PCP,,website
SL001337,2025-09-27,AVATR 12,Long Range,DLR019,GB,54990,cash,,website
SL001338,2025-09-28,DEEPAL S07,Intelligence,DLR019,DE,35990,lease,,referral
SL001339,2025-09-28,DEEPAL S07,Pure,DLR015,FR,27990,lease,,dealer_walkin
SL001340,2025-09-28,DEEPAL S07,Pure,DLR028,DE,27990,HP,,referral
SL001341,2025-09-28,DEEPAL S07,Design,DLR050,GB,31990,HP,,dealer_walkin
SL001342,2025-09-28,DEEPAL S07,Intelligence,DLR003,GB,35990,PCP,LD009623,test_drive
SL001343,2025-09-28,DEEPAL S07,Pure,DLR040,GB,27990,HP,,event
SL001344,2025-09-28,DEEPAL S07,Design,DLR045,DE,31990,PCP,,referral
SL001345,2025-09-28,DEEPAL S07,Design,DLR041,GB,31990,lease,,event
SL001346,2025-09-28,AVATR 12,Performance,DLR001,GB,64990,lease,,website
SL001347,2025-09-28,DEEPAL S07,Pure,DLR015,DE,27990,PCP,,dealer_walkin
SL001348,2025-09-28,DEEPAL S07,Intelligence,DLR041,GB,35990,PCP,,website
SL001349,2025-09-28,AVATR 12,Long Range,DLR001,DE,54990,HP,,website
SL001350,2025-09-28,AVATR 12,Performance,DLR037,GB,64990,PCP,,referral
SL001351,2025-09-28,DEEPAL S07,Pure,DLR011,FR,27990,lease,,referral
SL001352,2025-09-28,DEEPAL S07,Design,DLR024,DE,31990,PCP,,event
SL001353,2025-09-28,AVATR 12,Long Range,DLR025,GB,54990,PCP,,event
SL001354,2025-09-28,DEEPAL S07,Design,DLR037,GB,31990,PCP,,website
SL001355,2025-09-28,AVATR 12,Long Range,DLR015,GB,54990,PCP,,event
SL001356,2025-09-28,DEEPAL S07,Design,DLR049,FR,31990,lease,,event
SL001357,2025-09-28,DEEPAL S07,Pure,DLR016,FR,27990,PCP,,dealer_walkin
SL001358,2025-09-28,AVATR 12,Long Range,DLR049,GB,54990,PCP,,referral
SL001359,2025-09-28,DEEPAL S07,Design,DLR012,GB,31990,cash,,website
SL001360,2025-09-28,DEEPAL S07,Pure,DLR049,FR,27990,PCP,,dealer_walkin
SL001361,2025-09-28,DEEPAL S07,Pure,DLR013,FR,27990,PCP,,website
SL001362,2025-09-28,DEEPAL S07,Pure,DLR025,GB,27990,cash,,event
SL001363,2025-09-28,DEEPAL S07,Pure,DLR011,GB,27990,PCP,,referral
SL001364,2025-09-28,DEEPAL S07,Design,DLR036,GB,31990,lease,,event
SL001365,2025-09-28,DEEPAL S07,Pure,DLR025,GB,27990,lease,,dealer_walkin
SL001366,2025-09-28,DEEPAL S07,Pure,DLR019,GB,27990,PCP,,event
SL001367,2025-09-28,DEEPAL S07,Pure,DLR049,GB,27990,HP,,event
SL001368,2025-09-28,AVATR 12,Long Range,DLR028,GB,54990,lease,,referral
SL001369,2025-09-28,AVATR 12,Performance,DLR025,GB,64990,PCP,,dealer_walkin
SL001370,2025-09-28,DEEPAL S07,Pure,DLR012,GB,27990,HP,,referral
SL001371,2025-09-28,DEEPAL S07,Pure,DLR028,GB,27990,PCP,,event
SL001372,2025-09-28,DEEPAL S07,Design,DLR030,GB,31990,cash,,website
SL001373,2025-09-29,DEEPAL S07,Intelligence,DLR019,GB,35990,lease,,event
SL001374,2025-09-29,AVATR 12,Long Range,DLR041,FR,54990,PCP,,referral
SL001375,2025-09-29,DEEPAL S07,Intelligence,DLR012,DE,35990,PCP,,dealer_walkin
SL001376,2025-09-29,DEEPAL S07,Design,DLR036,GB,31990,PCP,,dealer_walkin
SL001377,2025-09-29,DEEPAL S07,Design,DLR049,GB,31990,lease,,dealer_walkin
SL001378,2025-09-29,AVATR 12,Long Range,DLR025,GB,54990,PCP,,dealer_walkin
SL001379,2025-09-29,DEEPAL S07,Design,DLR011,GB,31990,lease,,referral
SL001380,2025-09-29,DEEPAL S07,Design,DLR016,DE,31990,PCP,,referral
SL001381,2025-09-29,DEEPAL S07,Pure,DLR045,GB,27990,PCP,,event
SL001382,2025-09-29,DEEPAL S07,Design,DLR022,DE,31990,lease,,event
