date,insertion_order,line_item_name,line_item_id,market,model,creative_size,exchange,impressions,clicks,ctr,cpm,spend,viewable_impressions,viewability_rate,video_completions,video_completion_rate
2025-02-17,IO2952,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250217,DV27574,GB,DEEPAL S07,160x600,OpenX,486,5,0.010288,4.01,1.95,389,0.802,94,0.1934
2025-02-17,IO3889,DV360_GB_S07_PROSP_CONQUEST_BMW_20250217,DV78203,GB,DEEPAL S07,728x90,Xandr,17556,64,0.003645,7.51,131.86,15523,0.8842,0,0.0
2025-02-17,IO7850,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250217,DV50677,GB,DEEPAL S07,728x90,PubMatic,83611,698,0.008348,4.98,416.28,72439,0.8664,0,0.0
2025-02-17,IO7982,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250217,DV10427,GB,DEEPAL S07,970x250,Xandr,10997,131,0.011912,5.95,65.4,7746,0.7044,0,0.0
2025-02-17,IO9109,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250217,DV35931,GB,DEEPAL S07,160x600,Index Exchange,13051,130,0.009961,5.06,66.02,11954,0.916,2832,0.217
2025-02-18,IO2810,DV360_GB_S07_PROSP_SITE_VISITORS_20250218,DV49753,GB,DEEPAL S07,300x250,OpenX,5178,41,0.007918,5.22,27.05,4534,0.8758,1471,0.2841
2025-02-18,IO8127,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250218,DV39985,GB,DEEPAL S07,160x600,Xandr,61170,334,0.00546,3.63,222.11,45599,0.7455,0,0.0
2025-02-18,IO6679,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250218,DV82580,GB,DEEPAL S07,160x600,Google AdX,7705,92,0.01194,2.27,17.52,7026,0.9119,0,0.0
2025-02-18,IO4788,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250218,DV46567,GB,DEEPAL S07,160x600,Index Exchange,853,10,0.011723,7.06,6.03,620,0.7277,0,0.0
2025-02-18,IO6342,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250218,DV95742,GB,DEEPAL S07,970x250,PubMatic,21477,248,0.011547,3.99,85.72,15902,0.7404,0,0.0
2025-02-18,IO9282,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250218,DV86103,GB,DEEPAL S07,160x600,OpenX,222100,2456,0.011058,2.88,639.24,173375,0.7806,0,0.0
2025-02-18,IO5360,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250218,DV81709,GB,DEEPAL S07,300x250,Xandr,72468,639,0.008818,6.6,478.57,55393,0.7644,15180,0.2095
2025-02-19,IO3386,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250219,DV28625,GB,DEEPAL S07,160x600,Index Exchange,24671,223,0.009039,2.6,64.19,20066,0.8134,0,0.0
2025-02-19,IO4131,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250219,DV83885,GB,DEEPAL S07,320x50,PubMatic,4095,17,0.004151,5.54,22.7,3009,0.7349,0,0.0
2025-02-19,IO7372,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250219,DV57449,GB,DEEPAL S07,300x250,Index Exchange,86279,376,0.004358,2.03,175.48,63099,0.7313,0,0.0
2025-02-19,IO4703,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250219,DV69985,GB,DEEPAL S07,728x90,Google AdX,61024,333,0.005457,5.92,361.37,48122,0.7886,16053,0.2631
2025-02-19,IO6730,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250219,DV90604,GB,DEEPAL S07,728x90,Xandr,64251,243,0.003782,7.05,452.73,52279,0.8137,0,0.0
2025-02-19,IO7410,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250219,DV69028,GB,DEEPAL S07,970x250,OpenX,18844,145,0.007695,5.17,97.4,13479,0.7153,0,0.0
2025-02-19,IO5602,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250219,DV34605,GB,DEEPAL S07,728x90,Index Exchange,44222,332,0.007508,5.8,256.5,34022,0.7694,0,0.0
2025-02-20,IO8447,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250220,DV24287,GB,DEEPAL S07,728x90,PubMatic,82575,608,0.007363,7.81,644.66,73910,0.8951,17701,0.2144
2025-02-20,IO4065,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250220,DV12054,GB,DEEPAL S07,320x50,Google AdX,12242,65,0.00531,7.13,87.33,9677,0.7905,1558,0.1273
2025-02-20,IO5815,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250220,DV11996,GB,DEEPAL S07,728x90,PubMatic,20680,109,0.005271,7.72,159.59,16533,0.7995,0,0.0
2025-02-20,IO5628,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250220,DV54074,GB,DEEPAL S07,970x250,Index Exchange,5558,34,0.006117,7.02,39.02,4377,0.7877,0,0.0
2025-02-20,IO2522,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250220,DV37800,GB,DEEPAL S07,728x90,Google AdX,65818,286,0.004345,5.6,368.72,46997,0.7141,10474,0.1591
2025-02-20,IO5894,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250220,DV66082,GB,DEEPAL S07,320x50,OpenX,46780,210,0.004489,4.85,226.87,37980,0.8119,0,0.0
2025-02-20,IO9375,DV360_GB_S07_PROSP_EV_INTENDERS_20250220,DV66598,GB,DEEPAL S07,160x600,OpenX,24638,75,0.003044,3.54,87.29,21551,0.8747,5182,0.2103
2025-02-21,IO8634,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250221,DV50074,GB,DEEPAL S07,300x250,PubMatic,2285,25,0.010941,7.23,16.52,1685,0.7377,0,0.0
2025-02-21,IO6201,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250221,DV77767,GB,DEEPAL S07,300x250,PubMatic,14451,98,0.006782,4.87,70.43,12875,0.891,0,0.0
2025-02-21,IO8386,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250221,DV77407,GB,DEEPAL S07,300x250,PubMatic,294,2,0.006803,5.46,1.61,239,0.814,87,0.2959
2025-02-21,IO2587,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250221,DV61554,GB,DEEPAL S07,320x50,Google AdX,22879,240,0.01049,5.48,125.45,19471,0.8511,2606,0.1139
2025-02-21,IO1639,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250221,DV63675,GB,DEEPAL S07,970x250,Index Exchange,39785,336,0.008445,7.57,301.23,29169,0.7332,5062,0.1272
2025-02-21,IO6609,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250221,DV86072,GB,DEEPAL S07,320x50,PubMatic,113882,1255,0.01102,6.0,683.03,87938,0.7722,0,0.0
2025-02-21,IO1445,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250221,DV32655,GB,DEEPAL S07,970x250,Google AdX,72820,495,0.006798,5.56,404.69,56394,0.7744,0,0.0
2025-02-22,IO7745,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250222,DV58448,GB,DEEPAL S07,160x600,OpenX,18366,103,0.005608,5.96,109.42,14646,0.7975,0,0.0
2025-02-22,IO1060,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250222,DV58474,GB,DEEPAL S07,300x250,Index Exchange,46450,350,0.007535,4.4,204.21,40094,0.8632,9289,0.2
2025-02-22,IO1299,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250222,DV30005,GB,DEEPAL S07,160x600,Google AdX,114566,741,0.006468,3.97,454.42,104808,0.9148,27591,0.2408
2025-02-22,IO1966,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250222,DV83769,GB,DEEPAL S07,970x250,Google AdX,2797,15,0.005363,3.9,10.91,2076,0.7425,0,0.0
2025-02-22,IO4830,DV360_GB_S07_PROSP_CONQUEST_BMW_20250222,DV48728,GB,DEEPAL S07,728x90,Google AdX,47633,514,0.010791,5.77,275.05,34800,0.7306,7428,0.1559
2025-02-22,IO3523,DV360_GB_S07_PROSP_CONQUEST_BMW_20250222,DV79880,GB,DEEPAL S07,160x600,Index Exchange,5491,28,0.005099,3.26,17.92,4968,0.9049,1147,0.2089
2025-02-22,IO2681,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250222,DV43084,GB,DEEPAL S07,320x50,Xandr,2557,20,0.007822,5.6,14.31,1830,0.7157,0,0.0
2025-02-23,IO2629,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250223,DV44789,GB,DEEPAL S07,160x600,PubMatic,18450,201,0.010894,7.79,143.68,13461,0.7296,3169,0.1718
2025-02-23,IO6561,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250223,DV40534,GB,DEEPAL S07,728x90,Google AdX,3981,31,0.007787,7.66,30.49,3100,0.7788,0,0.0
2025-02-23,IO1489,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250223,DV19974,GB,DEEPAL S07,728x90,Index Exchange,5857,35,0.005976,6.69,39.16,4636,0.7916,1268,0.2165
2025-02-23,IO4616,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250223,DV83452,GB,DEEPAL S07,970x250,Index Exchange,49178,159,0.003233,6.63,326.12,35370,0.7192,0,0.0
2025-02-23,IO8296,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250223,DV35017,GB,DEEPAL S07,970x250,Index Exchange,15608,112,0.007176,6.16,96.09,11689,0.7489,3451,0.2211
2025-02-23,IO4455,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250223,DV25637,GB,DEEPAL S07,970x250,Index Exchange,11320,36,0.00318,4.69,53.08,8011,0.7078,2685,0.2372
2025-02-23,IO1338,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250223,DV43648,GB,DEEPAL S07,300x250,Index Exchange,111125,1204,0.010835,2.86,318.1,90742,0.8166,0,0.0
2025-02-24,IO1611,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250224,DV89298,GB,DEEPAL S07,970x250,Index Exchange,6671,59,0.008844,2.9,19.33,5845,0.8762,0,0.0
2025-02-24,IO3496,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250224,DV96969,GB,DEEPAL S07,728x90,Google AdX,4,1,0.25,3.84,0.02,3,0.7567,0,0.0
2025-02-24,IO3841,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250224,DV78602,GB,DEEPAL S07,728x90,OpenX,68271,710,0.0104,2.46,168.19,49247,0.7213,19898,0.2915
2025-02-24,IO8176,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250224,DV67137,GB,DEEPAL S07,970x250,PubMatic,32370,326,0.010071,5.63,182.34,29401,0.9083,0,0.0
2025-02-24,IO5819,DV360_GB_S07_PROSP_SITE_VISITORS_20250224,DV21940,GB,DEEPAL S07,160x600,PubMatic,35651,278,0.007798,7.64,272.54,26415,0.7409,0,0.0
2025-02-24,IO1949,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250224,DV40682,GB,DEEPAL S07,300x250,PubMatic,132770,439,0.003306,6.02,799.03,111397,0.839,0,0.0
2025-02-24,IO4689,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250224,DV50484,GB,DEEPAL S07,300x250,Xandr,17497,129,0.007373,2.54,44.46,15579,0.8904,0,0.0
2025-02-25,IO3808,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250225,DV52491,GB,DEEPAL S07,320x50,Xandr,25836,88,0.003406,2.61,67.34,18435,0.7136,6878,0.2662
2025-02-25,IO4163,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250225,DV44702,GB,DEEPAL S07,320x50,Google AdX,115432,775,0.006714,6.78,782.41,102036,0.884,0,0.0
2025-02-25,IO2042,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250225,DV34490,GB,DEEPAL S07,728x90,PubMatic,40258,482,0.011973,3.07,123.58,35849,0.8905,10603,0.2634
2025-02-25,IO4648,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250225,DV86734,GB,DEEPAL S07,160x600,Xandr,70524,260,0.003687,2.15,151.73,63816,0.9049,9846,0.1396
2025-02-25,IO6712,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250225,DV85780,GB,DEEPAL S07,970x250,Index Exchange,6862,42,0.006121,2.4,16.47,5280,0.7695,0,0.0
2025-02-25,IO2600,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250225,DV67312,GB,DEEPAL S07,320x50,Xandr,11858,111,0.009361,4.58,54.32,10470,0.883,0,0.0
2025-02-25,IO8681,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250225,DV16641,GB,DEEPAL S07,300x250,OpenX,51547,266,0.00516,5.71,294.51,36490,0.7079,0,0.0
2025-02-26,IO7341,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250226,DV71341,GB,DEEPAL S07,970x250,OpenX,21016,208,0.009897,4.54,95.52,15983,0.7605,0,0.0
2025-02-26,IO6806,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250226,DV97431,GB,DEEPAL S07,728x90,OpenX,23862,108,0.004526,7.53,179.63,19514,0.8178,3522,0.1476
2025-02-26,IO8748,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250226,DV13673,GB,DEEPAL S07,300x250,PubMatic,5629,48,0.008527,6.84,38.48,4878,0.8667,569,0.1011
2025-02-26,IO9497,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250226,DV86711,GB,DEEPAL S07,300x250,Index Exchange,31715,168,0.005297,7.46,236.69,25162,0.7934,0,0.0
2025-02-26,IO6711,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250226,DV39753,GB,DEEPAL S07,728x90,PubMatic,60917,580,0.009521,5.45,331.75,43059,0.7068,7085,0.1163
2025-02-26,IO8544,DV360_GB_S07_PROSP_CONQUEST_BMW_20250226,DV41477,GB,DEEPAL S07,300x250,Xandr,47903,473,0.009874,6.21,297.35,40789,0.8515,0,0.0
2025-02-26,IO2655,DV360_GB_S07_PROSP_EV_INTENDERS_20250226,DV25033,GB,DEEPAL S07,320x50,PubMatic,39232,254,0.006474,2.33,91.46,29071,0.741,5147,0.1312
2025-02-27,IO9649,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250227,DV99609,GB,DEEPAL S07,320x50,Index Exchange,30964,117,0.003779,5.62,174.1,26215,0.8466,0,0.0
2025-02-27,IO1494,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250227,DV81487,GB,DEEPAL S07,728x90,Index Exchange,21971,236,0.010741,6.43,141.27,17879,0.8138,2252,0.1025
2025-02-27,IO3907,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250227,DV79955,GB,DEEPAL S07,970x250,Index Exchange,24350,98,0.004025,4.42,107.55,20484,0.8413,0,0.0
2025-02-27,IO1296,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250227,DV26797,GB,DEEPAL S07,300x250,Xandr,46603,479,0.010278,5.55,258.64,40692,0.8732,0,0.0
2025-02-27,IO7172,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250227,DV94884,GB,DEEPAL S07,300x250,OpenX,7098,23,0.00324,4.05,28.75,6265,0.8827,2008,0.2829
2025-02-27,IO5468,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250227,DV84831,GB,DEEPAL S07,300x250,Xandr,13692,137,0.010006,5.9,80.81,11623,0.8489,2485,0.1815
2025-02-27,IO9232,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250227,DV74298,GB,DEEPAL S07,970x250,Google AdX,77326,498,0.00644,6.48,501.38,69930,0.9044,0,0.0
2025-02-28,IO5550,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250228,DV72269,GB,DEEPAL S07,300x250,Google AdX,8563,93,0.010861,7.8,66.82,7634,0.8915,0,0.0
2025-02-28,IO2947,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250228,DV92763,GB,DEEPAL S07,728x90,PubMatic,35110,209,0.005953,7.89,276.9,24779,0.7058,0,0.0
2025-02-28,IO7774,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250228,DV73308,GB,DEEPAL S07,300x250,Xandr,158432,1295,0.008174,4.33,685.62,112341,0.7091,47023,0.2968
2025-02-28,IO2265,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250228,DV65263,GB,DEEPAL S07,320x50,Index Exchange,27085,210,0.007753,2.26,61.31,22695,0.8379,0,0.0
2025-02-28,IO5359,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250228,DV21716,GB,DEEPAL S07,160x600,Index Exchange,29066,333,0.011457,6.41,186.46,21020,0.7232,0,0.0
2025-02-28,IO3938,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250228,DV27692,GB,DEEPAL S07,970x250,Google AdX,12714,106,0.008337,7.63,97.06,10283,0.8088,0,0.0
2025-02-28,IO6554,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250228,DV72716,GB,DEEPAL S07,160x600,Google AdX,23546,127,0.005394,4.53,106.68,19988,0.8489,6534,0.2775
2025-03-01,IO8319,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250301,DV48831,GB,DEEPAL S07,320x50,Google AdX,23762,230,0.009679,4.05,96.35,17762,0.7475,6345,0.267
2025-03-01,IO2825,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250301,DV75019,GB,DEEPAL S07,970x250,PubMatic,42121,229,0.005437,6.17,259.7,33418,0.7934,7884,0.1872
2025-03-01,IO1748,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250301,DV86431,GB,DEEPAL S07,300x250,Google AdX,32371,232,0.007167,5.95,192.54,24169,0.7466,6724,0.2077
2025-03-01,IO1491,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250301,DV30872,GB,DEEPAL S07,320x50,Google AdX,32678,151,0.004621,7.89,257.89,23078,0.7062,0,0.0
2025-03-01,IO2676,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250301,DV22142,GB,DEEPAL S07,728x90,OpenX,20225,155,0.007664,4.48,90.52,14500,0.7169,2111,0.1044
2025-03-01,IO3045,DV360_GB_S07_PROSP_SITE_VISITORS_20250301,DV51644,GB,DEEPAL S07,300x250,Google AdX,79690,762,0.009562,6.98,556.39,64542,0.8099,0,0.0
2025-03-01,IO7268,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250301,DV41298,GB,DEEPAL S07,970x250,Index Exchange,17852,136,0.007618,5.68,101.39,15190,0.8509,0,0.0
2025-03-02,IO7971,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250302,DV43614,GB,DEEPAL S07,728x90,Xandr,20909,186,0.008896,6.32,132.15,17306,0.8277,5073,0.2426
2025-03-02,IO9627,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250302,DV43744,GB,DEEPAL S07,160x600,Xandr,36267,401,0.011057,4.4,159.45,25549,0.7045,5588,0.1541
2025-03-02,IO6044,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250302,DV40266,GB,DEEPAL S07,970x250,PubMatic,30807,174,0.005648,7.08,218.12,28011,0.9093,0,0.0
2025-03-02,IO8820,DV360_GB_S07_PROSP_SITE_VISITORS_20250302,DV10040,GB,DEEPAL S07,160x600,Index Exchange,6017,39,0.006482,2.84,17.11,5006,0.8321,1159,0.1926
2025-03-02,IO9100,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250302,DV86177,GB,DEEPAL S07,970x250,Xandr,37508,381,0.010158,6.8,255.07,34107,0.9093,0,0.0
2025-03-02,IO1034,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250302,DV66970,GB,DEEPAL S07,300x250,PubMatic,249320,2313,0.009277,2.26,564.38,213243,0.8553,0,0.0
2025-03-02,IO3640,DV360_GB_S07_PROSP_CONQUEST_BMW_20250302,DV66446,GB,DEEPAL S07,160x600,OpenX,360,2,0.005556,7.06,2.54,283,0.7884,103,0.2861
2025-03-03,IO1360,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250303,DV55646,GB,DEEPAL S07,300x250,OpenX,34716,245,0.007057,3.94,136.91,31771,0.9152,4984,0.1436
2025-03-03,IO4328,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250303,DV41235,GB,DEEPAL S07,320x50,Xandr,150334,576,0.003831,6.43,966.8,107352,0.7141,0,0.0
2025-03-03,IO3050,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250303,DV56565,GB,DEEPAL S07,970x250,OpenX,37065,126,0.003399,5.66,209.91,32654,0.881,3937,0.1062
2025-03-03,IO9709,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250303,DV89811,GB,DEEPAL S07,728x90,Index Exchange,100232,915,0.009129,2.49,249.27,78592,0.7841,26821,0.2676
2025-03-03,IO2076,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250303,DV22007,GB,DEEPAL S07,320x50,Xandr,5194,61,0.011744,7.95,41.29,4413,0.8498,947,0.1823
2025-03-03,IO1214,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250303,DV86318,GB,DEEPAL S07,728x90,PubMatic,5951,31,0.005209,5.06,30.09,5091,0.8555,0,0.0
2025-03-03,IO7724,DV360_GB_S07_PROSP_SITE_VISITORS_20250303,DV21243,GB,DEEPAL S07,728x90,Xandr,21601,98,0.004537,4.16,89.86,16169,0.7485,0,0.0
2025-03-04,IO2587,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250304,DV62007,GB,DEEPAL S07,728x90,Index Exchange,81635,638,0.007815,7.55,616.51,57351,0.7025,0,0.0
2025-03-04,IO9278,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250304,DV25917,GB,DEEPAL S07,160x600,Index Exchange,19069,154,0.008076,6.21,118.43,13396,0.7025,4660,0.2444
2025-03-04,IO2138,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250304,DV60269,GB,DEEPAL S07,970x250,PubMatic,27445,316,0.011514,6.07,166.5,21611,0.7874,0,0.0
2025-03-04,IO4727,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250304,DV73715,GB,DEEPAL S07,728x90,Index Exchange,20888,242,0.011586,4.57,95.41,17423,0.8341,0,0.0
2025-03-04,IO1614,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250304,DV92393,GB,DEEPAL S07,320x50,Index Exchange,19429,73,0.003757,2.69,52.24,15742,0.8103,5724,0.2946
2025-03-04,IO4420,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250304,DV79468,GB,DEEPAL S07,970x250,PubMatic,81767,926,0.011325,7.81,638.55,66938,0.8186,0,0.0
2025-03-04,IO5704,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250304,DV24049,GB,DEEPAL S07,160x600,OpenX,109433,583,0.005327,2.08,227.95,86081,0.7866,18407,0.1682
2025-03-05,IO9500,DV360_GB_S07_PROSP_CONQUEST_BMW_20250305,DV12813,GB,DEEPAL S07,728x90,Google AdX,92159,890,0.009657,3.23,297.37,66975,0.7267,9478,0.1028
2025-03-05,IO4040,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250305,DV38008,GB,DEEPAL S07,728x90,Google AdX,25132,212,0.008435,6.78,170.49,19951,0.7939,5102,0.203
2025-03-05,IO9589,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250305,DV46677,GB,DEEPAL S07,160x600,Index Exchange,45008,335,0.007443,6.22,280.0,38509,0.8556,11594,0.2576
2025-03-05,IO3276,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250305,DV36230,GB,DEEPAL S07,970x250,Index Exchange,40767,261,0.006402,6.81,277.43,34256,0.8403,0,0.0
2025-03-05,IO9366,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250305,DV10198,GB,DEEPAL S07,970x250,Index Exchange,91982,806,0.008763,6.96,639.88,84606,0.9198,0,0.0
2025-03-05,IO2942,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250305,DV40434,GB,DEEPAL S07,160x600,OpenX,1367,8,0.005852,7.36,10.07,1195,0.8748,0,0.0
2025-03-05,IO9250,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250305,DV77294,GB,DEEPAL S07,320x50,Index Exchange,107145,475,0.004433,4.76,510.2,86355,0.806,22568,0.2106
2025-03-06,IO9453,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250306,DV18383,GB,DEEPAL S07,300x250,Index Exchange,2437,22,0.009027,4.75,11.58,1859,0.7631,0,0.0
2025-03-06,IO1872,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250306,DV15759,GB,DEEPAL S07,300x250,OpenX,29242,210,0.007181,4.53,132.47,24718,0.8453,0,0.0
2025-03-06,IO3086,DV360_GB_S07_PROSP_PREMIUM_AUTO_20250306,DV65188,GB,DEEPAL S07,160x600,PubMatic,151101,1410,0.009332,3.32,501.67,122855,0.8131,37686,0.2494
2025-03-06,IO3165,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250306,DV21133,GB,DEEPAL S07,300x250,Xandr,76418,573,0.007498,2.28,174.03,55860,0.731,0,0.0
2025-03-06,IO4007,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250306,DV96639,GB,DEEPAL S07,300x250,Index Exchange,34698,371,0.010692,6.52,226.1,27759,0.8,6597,0.1901
2025-03-06,IO2978,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250306,DV68931,GB,DEEPAL S07,970x250,OpenX,9192,65,0.007071,4.18,38.43,8368,0.9105,2509,0.273
2025-03-06,IO1192,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250306,DV41124,GB,DEEPAL S07,970x250,Google AdX,282003,2077,0.007365,4.18,1179.83,202782,0.7191,0,0.0
2025-03-07,IO2440,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250307,DV90867,GB,DEEPAL S07,320x50,OpenX,52202,467,0.008946,6.3,329.05,42753,0.819,0,0.0
2025-03-07,IO3753,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250307,DV88057,GB,DEEPAL S07,300x250,Index Exchange,44008,219,0.004976,7.38,324.88,32580,0.7403,8162,0.1855
2025-03-07,IO2216,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250307,DV91645,GB,DEEPAL S07,320x50,Google AdX,47473,294,0.006193,6.86,325.67,40897,0.8615,0,0.0
2025-03-07,IO9173,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250307,DV22594,GB,DEEPAL S07,160x600,OpenX,52618,308,0.005854,4.13,217.27,42204,0.8021,0,0.0
2025-03-07,IO6418,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250307,DV94182,GB,DEEPAL S07,728x90,Xandr,44299,228,0.005147,4.84,214.3,37338,0.8429,10756,0.2428
2025-03-07,IO4952,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250307,DV12638,GB,DEEPAL S07,728x90,PubMatic,61201,336,0.00549,4.44,271.65,56050,0.9158,14185,0.2318
2025-03-07,IO6081,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250307,DV47334,GB,DEEPAL S07,970x250,PubMatic,199335,1406,0.007053,2.92,582.94,175092,0.8784,0,0.0
2025-03-08,IO7526,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250308,DV99717,GB,DEEPAL S07,320x50,OpenX,89793,603,0.006715,2.77,249.07,63677,0.7092,0,0.0
2025-03-08,IO1773,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250308,DV47154,GB,DEEPAL S07,970x250,PubMatic,58618,404,0.006892,7.58,444.43,53704,0.9162,14743,0.2515
2025-03-08,IO9189,DV360_GB_S07_PROSP_LUXURY_LIFESTYLE_20250308,DV68582,GB,DEEPAL S07,728x90,OpenX,100316,392,0.003908,3.88,388.92,78880,0.7863,12353,0.1231
